domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
finance,cash_flow,cash flow,declarative,cloze,Cash flow is,5,6.1061,4.2911,7.2329,4.2911,pythia-160m
finance,balance_sheet,balance sheet,declarative,cloze,A balance sheet is,5,5.1115,3.1241,8.1282,2.6469,pythia-160m
finance,journal_entry,journal entry,declarative,cloze,A journal entry is,5,5.2359,4.9586,8.1282,3.3303,pythia-160m
finance,accelerated_depreciation,accelerated depreciation,declarative,cloze,Accelerated depreciation is,7,4.3662,3.4021,8.1491,0.2562,pythia-160m
finance,impairment_goodwill,impairment goodwill,declarative,cloze,Goodwill impairment occurs when,6,4.6325,3.6218,6.5292,1.7063,pythia-160m
finance,yield_maturity,yield maturity,declarative,cloze,Yield to maturity is,6,5.7359,4.2569,7.4692,4.2569,pythia-160m
finance,bond_coupon,bond coupon,declarative,cloze,A bond coupon is,5,5.7632,2.999,8.1282,2.999,pythia-160m
finance,credit_spread,credit spread,declarative,cloze,A credit spread is,5,4.0916,2.3828,8.1282,1.1273,pythia-160m
finance,modified_duration,modified duration,declarative,cloze,Modified duration measures,4,5.0817,3.7681,8.1197,2.3709,pythia-160m
finance,interest_swap,interest swap,declarative,cloze,An interest swap is,5,4.8188,3.032,7.5723,2.5686,pythia-160m
finance,call_option,call option,declarative,cloze,A call option gives,5,5.0779,3.3908,8.1282,3.3261,pythia-160m
finance,commodity_futures,commodity futures,declarative,cloze,Commodity futures are,6,5.5701,6.1286,7.0168,3.5265,pythia-160m
finance,currency_hedge,currency hedge,declarative,cloze,A currency hedge is,5,5.2226,3.1528,8.1282,3.1528,pythia-160m
finance,implied_volatility,implied volatility,declarative,cloze,Implied volatility refers to,6,4.8913,3.8496,8.2475,0.2093,pythia-160m
finance,zero_collar,zero collar,declarative,cloze,A zero collar strategy,5,5.664,3.5346,8.1282,3.2385,pythia-160m
finance,diluted_earnings,diluted earnings,declarative,cloze,Diluted earnings per share is,8,5.4094,4.3522,7.5707,1.4849,pythia-160m
finance,price_ratio,price ratio,declarative,cloze,The price to earnings ratio is,7,5.1922,5.6157,8.0859,3.2807,pythia-160m
finance,preferred_dividend,preferred dividend,declarative,cloze,A preferred dividend is,5,5.7364,5.2039,8.1282,3.9611,pythia-160m
finance,financial_leverage,financial leverage,declarative,cloze,Financial leverage is,4,5.2479,3.9333,6.6555,3.9333,pythia-160m
finance,debt_covenant,debt covenant,declarative,cloze,A debt covenant is,5,5.3921,2.5182,8.1282,2.5182,pythia-160m
finance,capital_structure,capital structure,declarative,cloze,Capital structure refers to,6,4.0083,2.5807,6.976,0.1691,pythia-160m
finance,due_diligence,due diligence,declarative,cloze,Due diligence is,4,3.8815,4.8309,6.068,0.3373,pythia-160m
finance,public_offering,public offering,declarative,cloze,A public offering is,5,5.7321,3.8719,8.1282,3.8719,pythia-160m
finance,market_liquidity,market liquidity,declarative,cloze,Market liquidity refers to,5,3.9795,2.8432,6.1099,0.134,pythia-160m
finance,trade_settlement,trade settlement,declarative,cloze,Trade settlement is,5,5.6053,4.7577,7.3749,4.7577,pythia-160m
finance,central_clearing,central clearing,declarative,cloze,Central clearing houses,4,5.7229,4.796,7.6284,4.3991,pythia-160m
finance,maintenance_margin,maintenance margin,declarative,cloze,A maintenance margin is,5,5.6098,4.0479,8.1282,4.0479,pythia-160m
finance,regulatory_compliance,regulatory compliance,declarative,cloze,Regulatory compliance means,5,4.7635,4.0446,6.1502,2.3442,pythia-160m
finance,money_laundering,money laundering,declarative,cloze,Money laundering is,4,5.2751,3.8699,6.7453,3.8699,pythia-160m
finance,asset_allocation,asset allocation,declarative,cloze,Asset allocation is,4,4.3873,3.3332,6.068,3.3332,pythia-160m
finance,systemic_risk,systemic risk,declarative,cloze,Systemic risk is,5,4.4901,3.989,6.4214,2.922,pythia-160m
finance,stress_test,stress test,declarative,cloze,A stress test is,5,5.2238,3.3497,8.1282,3.3497,pythia-160m
finance,credit_default,credit default,declarative,cloze,A credit default is,5,4.9477,3.697,8.1282,2.7519,pythia-160m
finance,stock_market,stock market,declarative,cloze,The stock market is,5,5.9175,5.9925,8.0859,4.2876,pythia-160m
finance,mutual_fund,mutual fund,declarative,cloze,A mutual fund is,5,5.9236,3.2394,8.1282,3.2394,pythia-160m
finance,hedge_fund,hedge fund,declarative,cloze,A hedge fund is,5,5.2523,4.5233,8.1282,2.2246,pythia-160m
finance,bear_market,bear market,declarative,cloze,A bear market is,5,5.5428,2.8713,8.1282,2.8713,pythia-160m
finance,bull_market,bull market,declarative,cloze,A bull market is,5,5.5829,3.8931,8.1282,3.8931,pythia-160m
finance,credit_rating,credit rating,declarative,cloze,A credit rating is,5,4.7487,2.9669,8.1282,2.7519,pythia-160m
finance,tax_shelter,tax shelter,declarative,cloze,A tax shelter is,5,5.6478,4.0433,8.1282,4.0433,pythia-160m
finance,venture_capital,venture capital,declarative,cloze,Venture capital is,6,5.3852,4.3664,7.53,2.4823,pythia-160m
finance,prime_rate,prime rate,declarative,cloze,The prime rate is,5,5.9132,6.4449,8.0859,4.0349,pythia-160m
finance,fiscal_policy,fiscal policy,declarative,cloze,Fiscal policy refers to,7,4.725,3.3163,6.9401,0.2058,pythia-160m
finance,trade_deficit,trade deficit,declarative,cloze,A trade deficit occurs when,6,4.7449,3.6709,8.1282,1.2195,pythia-160m
