domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
legal,due_process,due process,declarative,cloze,Due process is,4,4.444,4.0769,7.3268,1.7246,pythia-410m
legal,equal_protection,equal protection,declarative,cloze,Equal protection refers to,5,4.0831,2.5782,7.3268,0.1838,pythia-410m
legal,commerce_clause,commerce clause,declarative,cloze,The commerce clause is,5,5.6337,4.8783,7.7377,3.53,pythia-410m
legal,fifth_amendment,fifth amendment,declarative,cloze,The fifth amendment provides,5,5.5233,2.9533,7.7377,2.9533,pythia-410m
legal,free_speech,free speech,declarative,cloze,Free speech is a right that,7,5.4774,4.1852,7.5947,3.8149,pythia-410m
legal,strict_liability,strict liability,declarative,cloze,Strict liability is a legal doctrine holding,9,4.1979,2.3541,7.3268,2.3541,pythia-410m
legal,punitive_damages,punitive damages,declarative,cloze,Punitive damages are awarded to,8,4.7862,3.6442,7.3268,2.536,pythia-410m
legal,sovereign_immunity,sovereign immunity,declarative,cloze,Sovereign immunity is,6,4.4967,3.779,7.3268,0.1452,pythia-410m
legal,grand_indictment,grand indictment,declarative,cloze,A grand indictment is,5,5.3191,3.9187,7.8946,2.9691,pythia-410m
legal,guilty_plea,guilty plea,declarative,cloze,A guilty plea is when,6,4.8607,2.1048,7.8946,2.1048,pythia-410m
legal,excessive_bail,excessive bail,declarative,cloze,Excessive bail is prohibited by,7,5.2638,3.9958,7.6023,2.9312,pythia-410m
legal,felony_conviction,felony conviction,declarative,cloze,A felony conviction is,5,5.4454,3.7305,7.8946,3.7032,pythia-410m
legal,conditional_parole,conditional parole,declarative,cloze,Conditional parole requires,5,5.3902,4.8049,7.3403,3.2225,pythia-410m
legal,joint_custody,joint custody,declarative,cloze,Joint custody means,4,6.0173,4.9761,7.8396,3.9268,pythia-410m
legal,material_breach,material breach,declarative,cloze,A material breach is,5,5.7811,3.3488,7.8946,3.3488,pythia-410m
legal,adequate_consideration,adequate consideration,declarative,cloze,Adequate consideration in a contract means,10,5.0498,4.1586,7.8946,1.0169,pythia-410m
legal,arbitration_clause,arbitration clause,declarative,cloze,An arbitration clause is,5,4.7258,2.1812,7.3268,2.1812,pythia-410m
legal,specific_performance,specific performance,declarative,cloze,Specific performance is a remedy that,7,4.9062,4.8279,7.3268,2.7577,pythia-410m
legal,preliminary_injunction,preliminary injunction,declarative,cloze,A preliminary injunction is,5,5.2927,3.3557,7.8946,3.3557,pythia-410m
legal,oral_deposition,oral deposition,declarative,cloze,An oral deposition is,5,5.5842,3.3556,7.3268,3.3556,pythia-410m
legal,personal_jurisdiction,personal jurisdiction,declarative,cloze,Personal jurisdiction refers to,5,3.7901,1.4273,7.3268,0.3213,pythia-410m
legal,electronic_discovery,electronic discovery,declarative,cloze,Electronic discovery is,4,5.4403,3.7959,7.3268,3.7959,pythia-410m
legal,summary_motion,summary motion,declarative,cloze,A summary motion is,5,4.823,3.8046,7.8946,1.7609,pythia-410m
legal,proper_venue,proper venue,declarative,cloze,Proper venue is determined by,7,4.6185,3.7623,7.3268,1.65,pythia-410m
legal,patent_infringement,patent infringement,declarative,cloze,Patent infringement occurs when,5,4.0901,2.5569,7.3268,1.3995,pythia-410m
legal,articles_incorporation,articles incorporation,declarative,cloze,Articles of incorporation are,6,4.9318,5.6974,7.3268,2.8297,pythia-410m
legal,hostile_merger,hostile merger,declarative,cloze,A hostile merger is,5,5.8902,4.9408,7.8946,3.9472,pythia-410m
legal,statute_limitations,statute limitations,declarative,cloze,A statute of limitations is,6,4.4624,2.5145,7.8946,1.4907,pythia-410m
legal,legal_standing,legal standing,declarative,cloze,Legal standing is the right to,7,4.957,5.0535,7.3268,2.5494,pythia-410m
legal,binding_precedent,binding precedent,declarative,cloze,A binding precedent is,5,5.5415,3.2199,7.8946,3.2199,pythia-410m
legal,judicial_review,judicial review,declarative,cloze,Judicial review is,5,4.4982,5.0085,7.3268,2.3113,pythia-410m
legal,civil_lawsuit,civil lawsuit,declarative,cloze,A civil lawsuit is,5,5.2749,4.0259,7.8946,2.7599,pythia-410m
legal,criminal_record,criminal record,declarative,cloze,A criminal record is,5,5.3162,3.0078,7.8946,3.0078,pythia-410m
legal,search_warrant,search warrant,declarative,cloze,A search warrant is,5,5.28,4.5176,7.8946,3.2106,pythia-410m
legal,plea_bargain,plea bargain,declarative,cloze,A plea bargain is,5,5.2652,3.8032,7.8946,2.6485,pythia-410m
legal,witness_testimony,witness testimony,declarative,cloze,Witness testimony is,5,5.1852,4.8698,7.3268,4.1004,pythia-410m
legal,expert_witness,expert witness,declarative,cloze,An expert witness is,5,5.4555,4.6314,7.3268,3.6068,pythia-410m
legal,court_order,court order,declarative,cloze,A court order is,5,5.3888,4.7035,7.8946,2.6336,pythia-410m
legal,bench_trial,bench trial,declarative,cloze,A bench trial is,5,4.9721,3.1148,7.8946,3.1148,pythia-410m
legal,jury_verdict,jury verdict,declarative,cloze,A jury verdict is,5,4.9444,3.3628,7.8946,2.9169,pythia-410m
legal,class_action,class action,declarative,cloze,A class action lawsuit is,6,4.4997,4.02,7.8946,2.2891,pythia-410m
legal,double_jeopardy,double jeopardy,declarative,cloze,Double jeopardy is,4,5.5118,3.9321,7.3268,3.9321,pythia-410m
legal,probable_cause,probable cause,declarative,cloze,Probable cause is,5,5.5024,5.9539,7.9493,2.721,pythia-410m
legal,restraining_order,restraining order,declarative,cloze,A restraining order is,5,5.0348,3.5268,7.8946,3.153,pythia-410m
