domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
finance,cash_flow,cash flow,declarative,cloze,Cash flow is,5,6.0992,5.5075,7.3268,5.415,pythia-410m
finance,balance_sheet,balance sheet,declarative,cloze,A balance sheet is,5,5.0457,2.0706,7.8946,2.0706,pythia-410m
finance,journal_entry,journal entry,declarative,cloze,A journal entry is,5,4.9321,3.513,7.8946,2.4939,pythia-410m
finance,accelerated_depreciation,accelerated depreciation,declarative,cloze,Accelerated depreciation is,7,3.9411,4.787,7.7046,0.3385,pythia-410m
finance,impairment_goodwill,impairment goodwill,declarative,cloze,Goodwill impairment occurs when,6,4.9471,3.4115,7.3268,1.8289,pythia-410m
finance,yield_maturity,yield maturity,declarative,cloze,Yield to maturity is,6,5.8693,4.6134,7.8708,4.3867,pythia-410m
finance,bond_coupon,bond coupon,declarative,cloze,A bond coupon is,5,5.5273,2.7293,7.8946,2.7293,pythia-410m
finance,credit_spread,credit spread,declarative,cloze,A credit spread is,5,5.4434,2.8612,7.8946,2.8612,pythia-410m
finance,modified_duration,modified duration,declarative,cloze,Modified duration measures,4,5.511,2.9126,8.4096,2.9126,pythia-410m
finance,interest_swap,interest swap,declarative,cloze,An interest swap is,5,4.9502,2.2202,7.3268,2.2202,pythia-410m
finance,call_option,call option,declarative,cloze,A call option gives,5,5.0636,2.9627,7.8946,2.6286,pythia-410m
finance,commodity_futures,commodity futures,declarative,cloze,Commodity futures are,6,5.044,5.868,7.3268,1.365,pythia-410m
finance,currency_hedge,currency hedge,declarative,cloze,A currency hedge is,5,5.039,2.2553,7.8946,2.2553,pythia-410m
finance,implied_volatility,implied volatility,declarative,cloze,Implied volatility refers to,6,4.0053,3.0443,7.5572,0.1777,pythia-410m
finance,zero_collar,zero collar,declarative,cloze,A zero collar strategy,5,5.6193,3.4068,7.8946,2.3948,pythia-410m
finance,diluted_earnings,diluted earnings,declarative,cloze,Diluted earnings per share is,8,5.7639,5.1422,7.9074,4.6577,pythia-410m
finance,price_ratio,price ratio,declarative,cloze,The price to earnings ratio is,7,4.7298,5.134,7.7377,1.8624,pythia-410m
finance,preferred_dividend,preferred dividend,declarative,cloze,A preferred dividend is,5,5.9951,4.8768,7.8946,4.2634,pythia-410m
finance,financial_leverage,financial leverage,declarative,cloze,Financial leverage is,4,5.5296,3.9629,7.3268,3.9629,pythia-410m
finance,debt_covenant,debt covenant,declarative,cloze,A debt covenant is,5,5.301,2.3093,7.8946,2.3093,pythia-410m
finance,capital_structure,capital structure,declarative,cloze,Capital structure refers to,6,3.8012,2.3614,7.3268,0.2432,pythia-410m
finance,due_diligence,due diligence,declarative,cloze,Due diligence is,4,4.4621,4.4297,7.3268,1.7246,pythia-410m
finance,public_offering,public offering,declarative,cloze,A public offering is,5,5.4755,2.8066,7.8946,2.8066,pythia-410m
finance,market_liquidity,market liquidity,declarative,cloze,Market liquidity refers to,5,4.0408,1.5924,7.3268,0.2638,pythia-410m
finance,trade_settlement,trade settlement,declarative,cloze,Trade settlement is,5,5.9822,5.9671,7.3268,4.2939,pythia-410m
finance,central_clearing,central clearing,declarative,cloze,Central clearing houses,4,6.1151,4.095,7.5221,4.095,pythia-410m
finance,maintenance_margin,maintenance margin,declarative,cloze,A maintenance margin is,5,5.923,3.5211,7.8946,3.5211,pythia-410m
finance,regulatory_compliance,regulatory compliance,declarative,cloze,Regulatory compliance means,5,4.7595,4.0676,7.3268,2.4286,pythia-410m
finance,money_laundering,money laundering,declarative,cloze,Money laundering is,4,5.4346,3.685,7.3268,3.685,pythia-410m
finance,asset_allocation,asset allocation,declarative,cloze,Asset allocation is,4,5.438,4.1993,7.3268,4.1993,pythia-410m
finance,systemic_risk,systemic risk,declarative,cloze,Systemic risk is,5,4.5647,4.3149,7.3268,2.2309,pythia-410m
finance,stress_test,stress test,declarative,cloze,A stress test is,5,5.1644,2.2173,7.8946,2.2173,pythia-410m
finance,credit_default,credit default,declarative,cloze,A credit default is,5,4.9683,3.0569,7.8946,2.3507,pythia-410m
finance,stock_market,stock market,declarative,cloze,The stock market is,5,5.865,5.6175,7.7377,4.2098,pythia-410m
finance,mutual_fund,mutual fund,declarative,cloze,A mutual fund is,5,5.7149,1.8626,7.8946,1.8626,pythia-410m
finance,hedge_fund,hedge fund,declarative,cloze,A hedge fund is,5,5.6006,5.9023,7.8946,1.8875,pythia-410m
finance,bear_market,bear market,declarative,cloze,A bear market is,5,5.8933,4.2244,7.8946,4.2244,pythia-410m
finance,bull_market,bull market,declarative,cloze,A bull market is,5,5.6592,3.3918,7.8946,3.3918,pythia-410m
finance,credit_rating,credit rating,declarative,cloze,A credit rating is,5,4.7823,2.6736,7.8946,1.8041,pythia-410m
finance,tax_shelter,tax shelter,declarative,cloze,A tax shelter is,5,5.4924,2.5129,7.8946,2.5129,pythia-410m
finance,venture_capital,venture capital,declarative,cloze,Venture capital is,6,5.1015,5.1147,7.3268,2.6775,pythia-410m
finance,prime_rate,prime rate,declarative,cloze,The prime rate is,5,5.237,4.8859,7.7377,1.2125,pythia-410m
finance,fiscal_policy,fiscal policy,declarative,cloze,Fiscal policy refers to,7,4.0587,2.8582,7.3268,0.3854,pythia-410m
finance,trade_deficit,trade deficit,declarative,cloze,A trade deficit occurs when,6,4.4551,3.2931,7.8946,0.6654,pythia-410m
