domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
legal,due_process,due process,declarative,cloze,Due process is,not a concept that is easily defined. It is a concept that is not easily defined. It is a concept that is not easily defined. It is a concept that is not easily defined. It is a concept that is not easily defined. It is a concept that is not easily defined. It is a concept that is not easily defined. It is a concept that is not easily defined. It is a concept that is not easily defined. It is a concept that is not easily defined. It is,100,pythia-410m
legal,equal_protection,equal protection,declarative,cloze,Equal protection refers to,"the principle that all persons similarly situated are treated equally. Equal protection is a principle that is often invoked in the context of equal protection of the laws. Equal protection is a principle that is often invoked in the context of equal protection of the laws.

Equal protection is a principle that is often invoked in the context of equal protection of the laws. Equal protection is a principle that is often invoked in the context of equal protection of the laws.

Equal protection is a principle that is often invoked",100,pythia-410m
legal,commerce_clause,commerce clause,declarative,cloze,The commerce clause is,a fundamental principle of our Constitution. It is the basis of our government. It is the basis of our economy. It is the basis of our society. It is the basis of our government. It is the basis of our economy. It is the basis of our society. It is the basis of our government. It is the basis of our economy. It is the basis of our society. It is the basis of our government. It is the basis of our economy. It is the basis of,100,pythia-410m
legal,fifth_amendment,fifth amendment,declarative,cloze,The fifth amendment provides,"a right to be free from unreasonable searches and seizures. The Fourth Amendment provides a right to be free from unreasonable searches and seizures. The Fifth Amendment provides a right to be free from unreasonable searches and seizures.

The Fourth Amendment provides a right to be free from unreasonable searches and seizures. The Fifth Amendment provides a right to be free from unreasonable searches and seizures.

The Fourth Amendment provides a right to be free from unreasonable searches and seizures. The Fifth Amendment provides a right to be free from",100,pythia-410m
legal,free_speech,free speech,declarative,cloze,Free speech is a right that,"is protected by the First Amendment. It is not a right that is protected by the Constitution.

The First Amendment protects the right to free speech. It protects the right to free speech. It protects the right to free speech. It protects the right to free speech. It protects the right to free speech. It protects the right to free speech. It protects the right to free speech. It protects the right to free speech. It protects the right to free speech. It protects the right to",100,pythia-410m
legal,strict_liability,strict liability,declarative,cloze,Strict liability is a legal doctrine holding,"that a person is not liable for the actions of another person. It is a legal doctrine that protects the rights of a person against the actions of another person.

Strict liability is a legal doctrine that holds that a person is not liable for the actions of another person. It is a legal doctrine that protects the rights of a person against the actions of another person.

Strict liability is a legal doctrine that holds that a person is not liable for the actions of another person. It",100,pythia-410m
legal,punitive_damages,punitive damages,declarative,cloze,Punitive damages are awarded to,"compensate victims for the loss of their property, reputation, or other property rights. Punitive damages are awarded to compensate victims for the loss of their property, reputation, or other property rights. Punitive damages are awarded to compensate victims for the loss of their property, reputation, or other property rights. Punitive damages are awarded to compensate victims for the loss of their property, reputation, or other property rights. Punitive damages are awarded to compensate victims for the loss of their property, reputation, or",100,pythia-410m
legal,sovereign_immunity,sovereign immunity,declarative,cloze,Sovereign immunity is,a concept that has been around for a long time. It is a concept that has been around for a long time because it is a concept that has been around for a long time because it is a concept that has been around for a long time because it is a concept that has been around for a long time because it is a concept that has been around for a long time because it is a concept that has been around for a long time because it is a concept that has been around for a long,100,pythia-410m
legal,grand_indictment,grand indictment,declarative,cloze,A grand indictment is,"being prepared against the former head of the FBI, James Comey, for his role in the Russia investigation.

The indictment, which was unsealed on Friday, accuses Comey of lying to Congress and the public about his interactions with the president.

The indictment also accuses Comey of lying to Congress and the public about his interactions with the president.

The indictment was unsealed on Friday, and the Justice Department said it would be prepared to bring charges against Comey.

The",100,pythia-410m
legal,guilty_plea,guilty plea,declarative,cloze,A guilty plea is when,"a defendant pleads guilty to a crime, but the court finds that the defendant is not guilty. A guilty plea is a plea of guilty, but the court finds that the defendant is not guilty.

A guilty plea is a plea of guilty, but the court finds that the defendant is not guilty.

A guilty plea is a plea of guilty, but the court finds that the defendant is not guilty.

A guilty plea is a plea of guilty, but the court finds that",100,pythia-410m
legal,excessive_bail,excessive bail,declarative,cloze,Excessive bail is prohibited by,"the Supreme Court of India.

The Supreme Court of India has decided to ban bail in cases of murder, rape, kidnapping, robbery, extortion, kidnapping, murder, rape, robbery, extortion, kidnapping, murder, rape, robbery, extortion, kidnapping, murder, rape, robbery, extortion, kidnapping, murder, rape, robbery, extortion, kidnapping, murder, rape, robbery, extortion, kidnapping, murder, rape, robbery, extortion, kidnapping,",100,pythia-410m
legal,felony_conviction,felony conviction,declarative,cloze,A felony conviction is,"a felony, and a misdemeanor conviction is a misdemeanor.

A misdemeanor conviction is a misdemeanor, and a felony conviction is a felony.

A felony conviction is a felony, and a misdemeanor conviction is a misdemeanor.

A misdemeanor conviction is a misdemeanor, and a felony conviction is a felony.

A felony conviction is a felony, and a misdemeanor conviction is a misdemeanor.

A misdemeanor conviction is a misdemeanor, and a felony conviction is a felony.

A felony",100,pythia-410m
legal,conditional_parole,conditional parole,declarative,cloze,Conditional parole requires,"a court to consider the defendant's mental state at the time of the offense.

The defendant's mental state at the time of the offense is a critical factor in determining whether the defendant is eligible for parole. The defendant's mental state at the time of the offense is a factor that must be considered by the parole board in determining whether the defendant is eligible for parole.

The defendant's mental state at the time of the offense is a factor that must be considered by the parole board in",100,pythia-410m
legal,joint_custody,joint custody,declarative,cloze,Joint custody means,"that the parties are not in the same state.

The court has ordered the parties to sign a joint custody agreement.

The court has ordered the parties to sign a joint custody agreement.

The court has ordered the parties to sign a joint custody agreement.

The court has ordered the parties to sign a joint custody agreement.

The court has ordered the parties to sign a joint custody agreement.

The court has ordered the parties to sign a joint custody agreement.",100,pythia-410m
legal,material_breach,material breach,declarative,cloze,A material breach is,"a breach of a contract, and is a breach of contract that is not covered by the contract.

A material breach is a breach of a contract, and is a breach of contract that is not covered by the contract.

A material breach is a breach of a contract, and is a breach of contract that is not covered by the contract.

A material breach is a breach of a contract, and is a breach of contract that is not covered by the contract.",100,pythia-410m
legal,adequate_consideration,adequate consideration,declarative,cloze,Adequate consideration in a contract means,"that the parties are aware of the risks and the benefits of the contract. The parties are also aware of the risks and benefits of the contract. The parties are also aware of the risks and benefits of the contract.

The parties are aware of the risks and benefits of the contract.

The parties are aware of the risks and benefits of the contract.

The parties are aware of the risks and benefits of the contract.

The parties are aware of the risks and benefits of",100,pythia-410m
legal,arbitration_clause,arbitration clause,declarative,cloze,An arbitration clause is,"a contract that is binding on the parties. It is a contract that is binding on the parties and is not a contract between the parties. It is a contract that is binding on the parties and is not a contract between the parties.

An arbitration clause is a contract that is binding on the parties. It is a contract that is binding on the parties and is not a contract between the parties. It is a contract that is binding on the parties and is not a contract between the parties.",100,pythia-410m
legal,specific_performance,specific performance,declarative,cloze,Specific performance is a remedy that,is used to improve the performance of a machine. Specific performance is a measure of the ability of a machine to perform a task. Specific performance is a measure of the ability of a machine to perform a task. Specific performance is a measure of the ability of a machine to perform a task. Specific performance is a measure of the ability of a machine to perform a task. Specific performance is a measure of the ability of a machine to perform a task. Specific performance is a measure of the ability of a,100,pythia-410m
legal,preliminary_injunction,preliminary injunction,declarative,cloze,A preliminary injunction is,"granted to prevent the City of New York from enforcing a zoning ordinance that prohibits the construction of a new apartment building on the site of a former apartment building.

The City Council voted unanimously to grant the preliminary injunction on March 18, 2013.

The City Council voted to grant the preliminary injunction on March 18, 2013.

The City Council voted to grant the preliminary injunction on March 18, 2013.

The City Council voted to grant the preliminary injunction on March 18, 2013.",100,pythia-410m
legal,oral_deposition,oral deposition,declarative,cloze,An oral deposition is,"a deposition of a written document in a manner that is not recorded in the original document. Oral depositions are often used in the deposition of documents, such as documents in a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of a deposition of",100,pythia-410m
legal,personal_jurisdiction,personal jurisdiction,declarative,cloze,Personal jurisdiction refers to,"the legal principle that a court may exercise jurisdiction over a person who has committed a tortious act in another jurisdiction. Personal jurisdiction is a legal principle that is based on the principle that a court has jurisdiction over a person who has committed a tortious act in another jurisdiction.

Personal jurisdiction is a legal principle that is based on the principle that a court has jurisdiction over a person who has committed a tortious act in another jurisdiction.

Personal jurisdiction is a legal principle that is based on the",100,pythia-410m
legal,electronic_discovery,electronic discovery,declarative,cloze,Electronic discovery is,"a process in which a user of a computer system, such as a personal computer, accesses a database of information stored in the computer system. The database may be a relational database, a hierarchical database, or a non-relational database. The database may be a relational database in which a plurality of tables are organized in a hierarchical structure. The database may be a non-relational database in which a plurality of tables are organized in a non-hierarchical structure.
A user",100,pythia-410m
legal,summary_motion,summary motion,declarative,cloze,A summary motion is,"a brief summary of the evidence presented at the hearing. The summary is not a formal opinion, but rather a summary of the evidence presented at the hearing. The summary is not a statement of the evidence, but rather a summary of the evidence presented at the hearing.

A summary motion is not a formal opinion, but rather a summary of the evidence presented at the hearing. The summary is not a statement of the evidence, but rather a summary of the evidence presented at the hearing.",100,pythia-410m
