domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
medical,oxygen_saturation,oxygen saturation,declarative,cloze,Oxygen saturation refers to,"the percentage of oxygen in the blood. Oxygen saturation is measured by a pulse oximeter. A pulse oximeter measures the amount of oxygen in the blood. A pulse oximeter is a device that measures the amount of oxygen in the blood.

Oxygen saturation is measured by a pulse oximeter. A pulse oximeter measures the amount of oxygen in the blood. A pulse oximeter is a device that measures the amount of oxygen in the blood.",100,pythia-410m
medical,body_temperature,body temperature,declarative,cloze,Body temperature is,"a key factor in the development of chronic pain. The aim of this study was to determine the relationship between body temperature and pain in patients with chronic pain. The study was conducted at the Department of Pain Medicine, University of Pisa, Italy. The study included patients with chronic pain (n = 50) and healthy controls (n = 50). Body temperature was measured using a thermometer. Pain was assessed using a visual analogue scale (VAS) and a visual analog scale (VAS-V",100,pythia-410m
medical,platelet_count,platelet count,declarative,cloze,Platelet count measures,the number of platelets in a blood sample. Platelet count is a measure of the number of platelets in a blood sample. Platelet count is a measure of the number of platelets in a blood sample. Platelet count is a measure of the number of platelets in a blood sample. Platelet count is a measure of the number of platelets in a blood sample. Platelet count is a measure of the number of platelets in a blood sample. Platelet count is a measure of the number of platelets,100,pythia-410m
medical,metabolic_panel,metabolic panel,declarative,cloze,A metabolic panel is,"a comprehensive metabolic test that measures the total amount of glucose, insulin, and other metabolites in the blood. The metabolic panel is used to monitor the health of patients with diabetes and to determine the need for insulin therapy.

The metabolic panel is a comprehensive metabolic test that measures the total amount of glucose, insulin, and other metabolites in the blood. The metabolic panel is used to monitor the health of patients with diabetes and to determine the need for insulin therapy.

The metabolic panel is a comprehensive",100,pythia-410m
medical,bacterial_infection,bacterial infection,declarative,cloze,A bacterial infection is caused by,"a bacterium that invades the body and causes a variety of symptoms. The most common bacterial infections are urinary tract infections (UTIs), which are caused by bacteria that invade the urinary tract. Other bacterial infections include pneumonia, meningitis, and sepsis.

The bacteria that cause UTIs are usually bacteria that are found in the vagina, urethra, or bladder. The bacteria that cause pneumonia are usually bacteria that are found in the lungs.

The bacteria that cause meningitis are usually bacteria",100,pythia-410m
medical,magnetic_resonance,magnetic resonance,declarative,cloze,Magnetic resonance imaging is,"a powerful tool for the diagnosis of a wide variety of diseases. The use of magnetic resonance imaging in the diagnosis of brain tumors is well established. However, the use of magnetic resonance imaging in the diagnosis of other diseases, such as inflammatory diseases, is still in its infancy.

The purpose of this study was to evaluate the diagnostic accuracy of magnetic resonance imaging in the diagnosis of inflammatory diseases.

A total of 100 patients with inflammatory diseases were enrolled in this study. The patients were divided into",100,pythia-410m
medical,multiple_sclerosis,multiple sclerosis,declarative,cloze,Multiple sclerosis is,a chronic inflammatory disease of the central nervous system (CNS) that is characterized by the presence of multiple sclerosis-associated lesions in the brain and spinal cord. The disease is characterized by the presence of multiple sclerosis-associated lesions in the brain and spinal cord. Multiple sclerosis is a chronic inflammatory disease of the CNS that is characterized by the presence of multiple sclerosis-associated lesions in the brain and spinal cord. Multiple sclerosis is a chronic inflammatory disease of the CNS that is characterized by the presence of multiple sclerosis,100,pythia-410m
medical,complete_remission,complete remission,declarative,cloze,Complete remission means,"that the patient has completely recovered from the disease and is free of any symptoms. Complete remission is a rare event, and the prognosis is poor. The prognosis of patients with relapsed or refractory multiple myeloma is poor, with a median survival of less than one year.

The prognosis of patients with relapsed or refractory multiple myeloma is poor, with a median survival of less than one year.

The prognosis of patients with relapsed or refractory multiple myeloma is poor, with a",100,pythia-410m
medical,bowel_resection,bowel resection,declarative,cloze,A bowel resection is,"a surgical procedure in which a portion of the bowel is removed. The procedure is performed to treat a variety of conditions, including cancer, inflammatory bowel disease, and other conditions. In general, a bowel resection is performed to remove a portion of the bowel, such as the colon, rectum, or anus.
In general, a bowel resection is performed by inserting a tube into the bowel, and then pulling the tube out of the bowel. The tube is typically a flexible tube that is inserted",100,pythia-410m
medical,organ_transplant,organ transplant,declarative,cloze,An organ transplant is,"a procedure in which a person's body is replaced with another person's body. Organ transplants are performed to replace organs, such as the heart, lungs, liver, kidneys, and pancreas.

Organ transplants are performed to replace organs, such as the heart, lungs, liver, kidneys, and pancreas.

The organs are removed from the body and placed in a separate container. The container is then placed in a machine that removes the organs from the body. The machine then removes",100,pythia-410m
medical,therapeutic_dosage,therapeutic dosage,declarative,cloze,A therapeutic dosage is,"a dosage of a drug that is administered to a patient in order to achieve a desired therapeutic effect. Therapeutic dosages are typically administered to a patient in order to treat a disease or condition. For example, a therapeutic dosage may be administered to a patient to treat a disease or condition by administering a drug to the patient in order to increase the effectiveness of the drug.
Therapeutic dosages may be administered to a patient in order to treat a disease or condition by administering a drug to the patient",100,pythia-410m
medical,drug_interaction,drug interaction,declarative,cloze,A drug interaction occurs when,two drugs interact with one another. The interaction is usually a result of the interaction of the two drugs with the receptor on the cell surface. The interaction is usually a result of the interaction of the two drugs with the receptor on the cell surface. The interaction is usually a result of the interaction of the two drugs with the receptor on the cell surface. The interaction is usually a result of the interaction of the two drugs with the receptor on the cell surface. The interaction is usually a result of the interaction,100,pythia-410m
medical,antibiotic_resistance,antibiotic resistance,declarative,cloze,Antibiotic resistance is,"a major public health problem. The emergence of multi-drug resistant (MDR) bacteria has been a major concern for the past decade. The emergence of MDR bacteria is associated with the use of multiple antibiotics, which are often used in combination with other antibiotics. The emergence of MDR bacteria is associated with the use of multiple antibiotics, which are often used in combination with other antibiotics. The emergence of MDR bacteria is associated with the use of multiple antibiotics, which are often used in combination with other antibiotics.",100,pythia-410m
medical,gastrointestinal_absorption,gastrointestinal absorption,declarative,cloze,Gastrointestinal absorption refers to,"the absorption of a drug from the gastrointestinal tract. The absorption of drugs from the gastrointestinal tract is a complex process involving multiple factors, including the absorption of the drug from the gastrointestinal tract, the absorption of the drug from the gastrointestinal tract, the absorption of the drug from the gastrointestinal tract, the absorption of the drug from the gastrointestinal tract, the absorption of the drug from the gastrointestinal tract, the absorption of the drug from the gastrointestinal tract, the absorption of the drug from the gastrointestinal tract, the absorption of",100,pythia-410m
medical,respiratory_tract,respiratory tract,declarative,cloze,The respiratory tract is,"a complex organ with a complex structure and function. The respiratory system is a complex system of airways, bronchioles, and alveoli. The respiratory system is composed of the alveoli, which are the smallest airways in the body, and the bronchioles, which are the largest airways in the body. The alveoli are lined by a thin, elastic, and highly permeable membrane, the alveolus membrane. The alveoli are lined by a",100,pythia-410m
medical,cerebral_cortex,cerebral cortex,declarative,cloze,The cerebral cortex is,"a highly organized structure that is essential for the processing of information. The cerebral cortex is composed of a large number of neurons, which are organized into layers and sublayers. The layers are subdivided into sublayers, which are further subdivided into sublayers. The sublayers are further subdivided into sublayers. The sublayers are further subdivided into sublayers. The sublayers are further subdivided into sublayers. The sublayers are further subdivided into sublayers. The sublayers are",100,pythia-410m
