prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
decl_keyboard_interaction_001,keyboard interaction,declarative,cloze,A keyboard interaction is,"a key element of a computer system. A keyboard is a device that allows a user to input data into a computer system. A keyboard may be a physical keyboard, a virtual keyboard, or a combination of both. A keyboard may be a physical keyboard that is connected to a computer system, a virtual keyboard that is connected to a computer system, or a combination of both.
A keyboard may be a physical keyboard that is connected to a computer system, a virtual keyboard that is connected to a computer",100,EleutherAI/pythia-1B
decl_section_heading_001,section heading,declarative,cloze,A section heading is,"a section of a document that is typically used to identify the section of the document. A section heading is typically used to identify the section of the document that is being described. A section heading is typically used to identify the section of the document that is being described.
A section heading is typically used to identify the section of the document that is being described. A section heading is typically used to identify the section of the document that is being described. A section heading is typically used to identify the section",100,EleutherAI/pythia-1B
decl_text_alternative_001,text alternative,declarative,cloze,A text alternative is,"a text that is displayed in a text box, such as a web browser window, and is displayed in a text box in a web page. A text alternative is typically a text that is displayed in a text box, such as a web browser window, and is displayed in a text box in a web page. A text alternative is typically a text that is displayed in a text box, such as a web browser window, and is displayed in a text box in a web page.
A text",100,EleutherAI/pythia-1B
decl_audio_description_001,audio description,declarative,cloze,An audio description is,"a description of a sound, such as a voice, a song, a musical composition, or a spoken word. Audio descriptions are often used to describe a scene, a person, or a place. Audio descriptions are often used to describe a person's voice, a song, a musical composition, or a spoken word. Audio descriptions are often used to describe a scene, a person, or a place. Audio descriptions are often used to describe a person's voice, a song, a musical composition,",100,EleutherAI/pythia-1B
decl_sign_language_001,sign language,declarative,cloze,Sign language is,a language that is used by deaf people to communicate with their hearing counterparts. Sign language is a language that is used by deaf people to communicate with their hearing counterparts. Sign language is a language that is used by deaf people to communicate with their hearing counterparts. Sign language is a language that is used by deaf people to communicate with their hearing counterparts. Sign language is a language that is used by deaf people to communicate with their hearing counterparts. Sign language is a language that is used by deaf people to communicate,100,EleutherAI/pythia-1B
decl_sensory_characteristics_001,sensory characteristics,declarative,cloze,Sensory characteristics are,"important in the selection of a product. The sensory characteristics of a product are determined by the sensory characteristics of the raw material. The sensory characteristics of a raw material are determined by the sensory characteristics of the raw material and the processing conditions. The sensory characteristics of a raw material are determined by the sensory characteristics of the raw material and the processing conditions. The sensory characteristics of a raw material are determined by the sensory characteristics of the raw material and the processing conditions.
The sensory characteristics of a raw material are",100,EleutherAI/pythia-1B
decl_input_purpose_001,input purpose,declarative,cloze,An input purpose is,"a function that is used to determine the purpose of an input. Inputs may be used to perform a variety of tasks, such as inputting data, performing calculations, and performing other functions. Inputs may be used to perform a variety of tasks, such as inputting data, performing calculations, and performing other functions. Inputs may be used to perform a variety of tasks, such as inputting data, performing calculations, and performing other functions. Inputs may be used to perform a variety",100,EleutherAI/pythia-1B
decl_target_size_001,target size,declarative,cloze,A target size is,"a measure of the size of a target object. The target size is typically defined by a size of the target object, such as a target size of a target object in a target object display. The target size is typically defined by a size of the target object, such as a target size of a target object in a target object display. The target size is typically defined by a size of the target object, such as a target size of a target object in a target object display.
A target",100,EleutherAI/pythia-1B
decl_touch_target_001,touch target,declarative,cloze,A touch target is,"a device that is capable of detecting a touch of a user's finger or a pen on a display screen. The touch target is used in various fields such as a mobile phone, a personal digital assistant (PDA), a personal computer, a tablet, a television, a car navigation system, a game machine, a personal digital assistant (PDA) game machine, a personal computer game machine, a game machine, a personal digital assistant (PDA) game machine, a game machine, a",100,EleutherAI/pythia-1B
decl_drag_movement_001,drag movement,declarative,cloze,A drag movement is,"a movement that is based on the idea that the human body is a vehicle for expressing the human spirit. The movement is characterized by the use of drag to express the human spirit. The movement is characterized by the use of drag to express the human spirit.

The movement is characterized by the use of drag to express the human spirit. The movement is characterized by the use of drag to express the human spirit.

The movement is characterized by the use of drag to express the human spirit.",100,EleutherAI/pythia-1B
