domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
legal,due_process,due process,declarative,cloze,Due process is,4,4.0706,3.3684,7.0639,1.6374,OLMo-2-1124-7B
legal,equal_protection,equal protection,declarative,cloze,Equal protection refers to,5,3.6512,1.9086,7.0639,0.1782,OLMo-2-1124-7B
legal,commerce_clause,commerce clause,declarative,cloze,The commerce clause is,5,5.5947,4.1129,8.3813,3.8101,OLMo-2-1124-7B
legal,fifth_amendment,fifth amendment,declarative,cloze,The fifth amendment provides,5,5.5495,2.8145,8.3813,2.8145,OLMo-2-1124-7B
legal,free_speech,free speech,declarative,cloze,Free speech is a right that,7,5.1682,4.213,7.0639,3.4316,OLMo-2-1124-7B
legal,strict_liability,strict liability,declarative,cloze,Strict liability is a legal doctrine holding,8,3.3885,1.6976,7.0639,1.6976,OLMo-2-1124-7B
legal,punitive_damages,punitive damages,declarative,cloze,Punitive damages are awarded to,8,4.1628,2.7854,7.0639,2.1992,OLMo-2-1124-7B
legal,sovereign_immunity,sovereign immunity,declarative,cloze,Sovereign immunity is,6,4.3723,2.5598,7.0639,0.3943,OLMo-2-1124-7B
legal,grand_indictment,grand indictment,declarative,cloze,A grand indictment is,5,5.4047,4.3112,8.0838,2.0432,OLMo-2-1124-7B
legal,guilty_plea,guilty plea,declarative,cloze,A guilty plea is when,6,4.6032,1.5071,8.0838,1.5071,OLMo-2-1124-7B
legal,excessive_bail,excessive bail,declarative,cloze,Excessive bail is prohibited by,7,4.5125,1.3446,7.0639,1.3446,OLMo-2-1124-7B
legal,felony_conviction,felony conviction,declarative,cloze,A felony conviction is,5,5.036,2.9662,8.0838,2.9662,OLMo-2-1124-7B
legal,conditional_parole,conditional parole,declarative,cloze,Conditional parole requires,4,5.8408,4.6814,7.0639,4.6814,OLMo-2-1124-7B
legal,joint_custody,joint custody,declarative,cloze,Joint custody means,4,5.41,2.8318,7.0639,2.8318,OLMo-2-1124-7B
legal,material_breach,material breach,declarative,cloze,A material breach is,5,5.0251,2.6664,8.0838,1.9998,OLMo-2-1124-7B
legal,adequate_consideration,adequate consideration,declarative,cloze,Adequate consideration in a contract means,9,4.8218,2.4949,8.0838,2.397,OLMo-2-1124-7B
legal,arbitration_clause,arbitration clause,declarative,cloze,An arbitration clause is,5,4.7516,2.1158,7.0639,2.1158,OLMo-2-1124-7B
legal,specific_performance,specific performance,declarative,cloze,Specific performance is a remedy that,7,4.5387,3.7423,7.0639,2.8642,OLMo-2-1124-7B
legal,preliminary_injunction,preliminary injunction,declarative,cloze,A preliminary injunction is,5,5.2217,2.2658,8.0838,2.2658,OLMo-2-1124-7B
legal,oral_deposition,oral deposition,declarative,cloze,An oral deposition is,5,4.7839,2.9809,7.0639,2.9809,OLMo-2-1124-7B
legal,personal_jurisdiction,personal jurisdiction,declarative,cloze,Personal jurisdiction refers to,5,3.3636,1.1368,7.0639,0.129,OLMo-2-1124-7B
legal,electronic_discovery,electronic discovery,declarative,cloze,Electronic discovery is,4,5.4645,3.6127,7.0639,3.6127,OLMo-2-1124-7B
legal,summary_motion,summary motion,declarative,cloze,A summary motion is,5,4.5021,2.492,8.0838,0.9088,OLMo-2-1124-7B
legal,proper_venue,proper venue,declarative,cloze,Proper venue is determined by,7,4.7179,4.7831,7.0639,1.6774,OLMo-2-1124-7B
legal,patent_infringement,patent infringement,declarative,cloze,Patent infringement occurs when,6,3.9772,2.0189,7.0639,0.4747,OLMo-2-1124-7B
legal,articles_incorporation,articles incorporation,declarative,cloze,Articles of incorporation are,5,4.5685,3.551,7.0639,3.551,OLMo-2-1124-7B
legal,hostile_merger,hostile merger,declarative,cloze,A hostile merger is,5,5.1222,2.3663,8.0838,2.3663,OLMo-2-1124-7B
legal,statute_limitations,statute limitations,declarative,cloze,A statute of limitations is,6,4.1066,1.4073,8.0838,1.4073,OLMo-2-1124-7B
legal,legal_standing,legal standing,declarative,cloze,Legal standing is the right to,7,4.1857,2.8904,7.0639,1.3738,OLMo-2-1124-7B
legal,binding_precedent,binding precedent,declarative,cloze,A binding precedent is,5,5.4432,2.4215,8.0838,2.4215,OLMo-2-1124-7B
legal,judicial_review,judicial review,declarative,cloze,Judicial review is,5,4.6855,3.8363,7.0639,2.3754,OLMo-2-1124-7B
legal,civil_lawsuit,civil lawsuit,declarative,cloze,A civil lawsuit is,5,5.2186,2.9114,8.0838,2.9114,OLMo-2-1124-7B
legal,criminal_record,criminal record,declarative,cloze,A criminal record is,5,5.4548,3.2038,8.0838,3.2038,OLMo-2-1124-7B
legal,search_warrant,search warrant,declarative,cloze,A search warrant is,5,4.841,2.8526,8.0838,2.5793,OLMo-2-1124-7B
legal,plea_bargain,plea bargain,declarative,cloze,A plea bargain is,5,4.4349,1.9942,8.0838,1.9942,OLMo-2-1124-7B
legal,witness_testimony,witness testimony,declarative,cloze,Witness testimony is,4,5.3648,5.1134,7.0639,4.2475,OLMo-2-1124-7B
legal,expert_witness,expert witness,declarative,cloze,An expert witness is,5,5.1563,2.4057,7.0639,2.4057,OLMo-2-1124-7B
legal,court_order,court order,declarative,cloze,A court order is,5,5.4468,3.087,8.0838,3.087,OLMo-2-1124-7B
legal,bench_trial,bench trial,declarative,cloze,A bench trial is,5,5.1594,2.7295,8.0838,2.7295,OLMo-2-1124-7B
legal,jury_verdict,jury verdict,declarative,cloze,A jury verdict is,5,5.2532,3.743,8.0838,3.5418,OLMo-2-1124-7B
legal,class_action,class action,declarative,cloze,A class action lawsuit is,6,4.8478,3.2872,8.0838,3.0366,OLMo-2-1124-7B
legal,double_jeopardy,double jeopardy,declarative,cloze,Double jeopardy is,4,5.3979,3.2899,7.0639,3.2899,OLMo-2-1124-7B
legal,probable_cause,probable cause,declarative,cloze,Probable cause is,5,3.9231,3.1869,7.0639,1.9638,OLMo-2-1124-7B
legal,restraining_order,restraining order,declarative,cloze,A restraining order is,5,4.3168,2.2369,8.0838,0.5232,OLMo-2-1124-7B
