domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
accessibility,decl_screen_reader_001,screen reader,declarative,cloze,A screen reader is,5,4.8202,1.5977,8.0838,1.5977,OLMo-2-1124-7B
accessibility,decl_wcag_001,WCAG,declarative,cloze,WCAG stands for,5,2.9122,1.6394,7.0639,0.0767,OLMo-2-1124-7B
accessibility,decl_skip_link_001,skip link,declarative,cloze,A skip link is,5,4.7671,2.0907,8.0838,2.0907,OLMo-2-1124-7B
accessibility,decl_alt_text_001,alt text,declarative,cloze,The purpose of alt text is,7,3.9704,0.8567,8.3813,0.308,OLMo-2-1124-7B
accessibility,decl_aria_001,ARIA,declarative,cloze,ARIA stands for,5,3.9812,2.4853,7.0639,0.125,OLMo-2-1124-7B
accessibility,decl_focus_indicator_001,focus indicator,declarative,cloze,A focus indicator is,5,4.642,2.6258,8.0838,1.001,OLMo-2-1124-7B
accessibility,decl_keyboard_nav_001,keyboard navigation,declarative,cloze,Keyboard navigation allows,4,4.8511,2.2309,7.0639,2.2309,OLMo-2-1124-7B
accessibility,decl_color_contrast_001,color contrast,declarative,cloze,Color contrast is important because,6,4.2935,2.2998,7.0639,2.2998,OLMo-2-1124-7B
accessibility,decl_semantic_html_001,semantic HTML,declarative,cloze,Semantic HTML helps,4,5.5305,4.4108,7.0639,4.2981,OLMo-2-1124-7B
accessibility,decl_captions_001,closed captions,declarative,cloze,Closed captions are used for,6,4.7631,3.7124,7.0639,2.2555,OLMo-2-1124-7B
accessibility,decl_keyboard_interaction_001,keyboard interaction,declarative,cloze,A keyboard interaction is,5,5.8278,4.2058,8.0838,4.2058,OLMo-2-1124-7B
accessibility,decl_section_heading_001,section heading,declarative,cloze,A section heading is,5,4.8797,3.2364,8.0838,1.5116,OLMo-2-1124-7B
accessibility,decl_text_alternative_001,text alternative,declarative,cloze,A text alternative is,5,5.1121,2.9054,8.0838,2.4013,OLMo-2-1124-7B
accessibility,decl_audio_description_001,audio description,declarative,cloze,An audio description is,5,4.8906,2.004,7.0639,2.004,OLMo-2-1124-7B
accessibility,decl_sign_language_001,sign language,declarative,cloze,Sign language is,4,4.1491,3.5846,7.0639,1.2311,OLMo-2-1124-7B
accessibility,decl_sensory_characteristics_001,sensory characteristics,declarative,cloze,Sensory characteristics are,6,4.979,5.423,7.0639,1.9091,OLMo-2-1124-7B
accessibility,decl_input_purpose_001,input purpose,declarative,cloze,An input purpose is,5,5.7616,3.8057,7.0639,3.8057,OLMo-2-1124-7B
accessibility,decl_target_size_001,target size,declarative,cloze,A target size is,5,5.5444,2.762,8.0838,2.762,OLMo-2-1124-7B
accessibility,decl_touch_target_001,touch target,declarative,cloze,A touch target is,5,4.8201,2.3573,8.0838,2.3573,OLMo-2-1124-7B
accessibility,decl_drag_movement_001,drag movement,declarative,cloze,A drag movement is,5,5.6224,3.9352,8.0838,3.9352,OLMo-2-1124-7B
