prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
decl_screen_reader_001,screen reader,declarative,cloze,A screen reader is,5,4.7404,2.0485,7.9932,2.0485,OLMo-2-1124-7B
decl_wcag_001,WCAG,declarative,cloze,WCAG stands for,5,3.1322,2.3097,7.1511,0.4076,OLMo-2-1124-7B
decl_skip_link_001,skip link,declarative,cloze,A skip link is,5,4.8919,2.4442,7.9932,2.4442,OLMo-2-1124-7B
decl_alt_text_001,alt text,declarative,cloze,The purpose of alt text is,7,3.9767,1.2026,8.385,0.2427,OLMo-2-1124-7B
decl_aria_001,ARIA,declarative,cloze,ARIA stands for,5,4.0576,2.3781,7.1511,0.1885,OLMo-2-1124-7B
decl_focus_indicator_001,focus indicator,declarative,cloze,A focus indicator is,5,4.6703,2.6728,7.9932,1.2856,OLMo-2-1124-7B
decl_keyboard_nav_001,keyboard navigation,declarative,cloze,Keyboard navigation allows,4,4.6647,2.6345,7.1511,2.6345,OLMo-2-1124-7B
decl_color_contrast_001,color contrast,declarative,cloze,Color contrast is important because,6,4.6539,3.17,7.1511,2.7252,OLMo-2-1124-7B
decl_semantic_html_001,semantic HTML,declarative,cloze,Semantic HTML helps,4,6.0458,5.2696,7.1511,4.8271,OLMo-2-1124-7B
decl_captions_001,closed captions,declarative,cloze,Closed captions are used for,6,4.7853,4.1624,7.1511,2.0856,OLMo-2-1124-7B
decl_keyboard_interaction_001,keyboard interaction,declarative,cloze,A keyboard interaction is,5,5.782,4.253,7.9932,4.253,OLMo-2-1124-7B
decl_section_heading_001,section heading,declarative,cloze,A section heading is,5,4.7464,3.342,7.9932,1.1063,OLMo-2-1124-7B
decl_text_alternative_001,text alternative,declarative,cloze,A text alternative is,5,5.1897,2.4401,7.9932,2.4401,OLMo-2-1124-7B
decl_audio_description_001,audio description,declarative,cloze,An audio description is,5,5.0842,2.2694,7.1511,2.2694,OLMo-2-1124-7B
decl_sign_language_001,sign language,declarative,cloze,Sign language is,4,4.4724,3.9463,7.1511,1.3977,OLMo-2-1124-7B
decl_sensory_characteristics_001,sensory characteristics,declarative,cloze,Sensory characteristics are,6,5.0229,5.0489,7.1511,2.2932,OLMo-2-1124-7B
decl_input_purpose_001,input purpose,declarative,cloze,An input purpose is,5,5.5168,3.2445,7.1511,3.2445,OLMo-2-1124-7B
decl_target_size_001,target size,declarative,cloze,A target size is,5,5.7225,3.453,7.9932,3.453,OLMo-2-1124-7B
decl_touch_target_001,touch target,declarative,cloze,A touch target is,5,4.5535,2.2138,7.9932,1.7661,OLMo-2-1124-7B
decl_drag_movement_001,drag movement,declarative,cloze,A drag movement is,5,5.6258,3.3934,7.9932,3.3934,OLMo-2-1124-7B
decl_focus_appearance_001,focus appearance,declarative,cloze,A focus appearance is,5,5.1473,4.2959,7.9932,1.2856,OLMo-2-1124-7B
decl_consistent_help_001,consistent help,declarative,cloze,Consistent help is,5,5.3403,4.7196,7.8437,2.8209,OLMo-2-1124-7B
decl_redundant_entry_001,redundant entry,declarative,cloze,A redundant entry is,5,6.0263,3.4612,7.9932,3.4612,OLMo-2-1124-7B
decl_accessible_authentication_001,accessible authentication,declarative,cloze,Accessible authentication is,4,5.5485,4.2576,7.1511,4.2576,OLMo-2-1124-7B
