suite,scale,model,prompt_id,pair_id,concept,polarity,paired_with,prompt_type,template_type,prompt,output,max_tokens
pythia,12B,pythia-12b,evalp_alt_text_primary_violation,alt_text_primary,alt text,violation,decl_alt_text_001,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg'><p>Based only on the code shown, an accessibility reviewer should mark this example as", <strong>not accessible</strong>.</p><p>The <code>img</code> element is not marked as <strong>alt</strong>.</p><p>The <code>img</code> element is not marked as <strong>title</strong>.</p><p>The <code>img</code> element is not marked as <strong>role</strong>.</p><p>The <code>img</code> element is not marked,100
pythia,12B,pythia-12b,evalp_alt_text_primary_conformant,alt_text_primary,alt text,conformant,decl_alt_text_001,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg' alt='Sink filled with dirty dishes'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not accessible</strong>.</p><p>The <code>sink</code> element is not a <code>button</code> element, so it is not a button. The <code>sink</code> element is not a <code>input</code> element, so it is not an input. The <code>sink</code> element is not a <code>select</code> element, so it is not a select.",100
pythia,12B,pythia-12b,evalp_captions_primary_violation,captions_primary,closed captions,violation,decl_captions_001,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not accessible</strong>.</p>

<h2>Lecture 5: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as <strong>not accessible</strong>.</p>

<h2>Lecture 6: Cell Division</h2><video src='lecture.mp4' controls></video><p",100
pythia,12B,pythia-12b,evalp_captions_primary_conformant,captions_primary,closed captions,conformant,decl_captions_001,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls><track kind='captions' src='lecture.vtt' srclang='en' label='English'></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <b>not accessible</b>.</p>
<p>The <code>cell</code> element is the only element in the document that is not a descendant of the <code>body</code> element. The <code>cell</code> element is a container for the <code>div</code> element. The <code>div</code> element is a container for the <code>span</code> element. The <code>span</",100
pythia,12B,pythia-12b,evalp_contrast_primary_violation,color_contrast_primary,color contrast,violation,decl_color_contrast_001,evaluative_paired,neutral_review,"<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as", <strong>not accessible</strong>.</p><p>The <strong>Accessibility Checker</strong> is a tool that can be used to check the accessibility of web pages. It is based on the <a href='http://www.w3.org/TR/WCAG20-TECHS/'>Web Content Accessibility Guidelines (WCAG) 2.0</a>.</p><p>The <strong>Accessibility Checker</strong> is,100
pythia,12B,pythia-12b,evalp_contrast_primary_conformant,color_contrast_primary,color contrast,conformant,decl_color_contrast_001,evaluative_paired,neutral_review,"<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as", <strong>not accessible</strong>.</p><p>The <strong>Accessibility Checker</strong> is a tool that helps you to check if your website is accessible. It will check if your website conforms to the WCAG 2.0 guidelines. It will also check if your website is accessible to people with disabilities. The tool will check if your website is accessible to people with disabilities by checking if your website conforms to the WCAG 2.0 guidelines. The tool,100
pythia,12B,pythia-12b,evalp_focus_indicator_primary_violation,focus_indicator_primary,focus indicator,violation,decl_focus_indicator_001,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not accessible</strong>.</p>

<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as <strong>not accessible</strong>.</p>

<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code",100
pythia,12B,pythia-12b,evalp_focus_indicator_primary_conformant,focus_indicator_primary,focus indicator,conformant,decl_focus_indicator_001,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," <strong>not accessible</strong>.</p>

<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as <strong>not accessible</strong>.</p>

<button class='buy'>Buy now</button><style>.buy:focus { outline:",100
pythia,12B,pythia-12b,evalp_keyboard_navigation_primary_violation,keyboard_navigation_primary,keyboard navigation,violation,decl_keyboard_nav_001,evaluative_paired,neutral_review,"<form><label>First name <input name='first' tabindex='2'></label><label>Last name <input name='last' tabindex='1'></label><button type='submit' tabindex='3'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as", having a high risk of failure. The form is not accessible because the tabindex attribute is not set on the submit button. The submit button is not accessible because it is not labeled with a label. The first name and last name inputs are not accessible because they are not labeled with a label. The first name input is not accessible because it is not labeled with a label. The last name input is not accessible because it is not labeled with a label. The submit button is not accessible because it is,100
pythia,12B,pythia-12b,evalp_keyboard_navigation_primary_conformant,keyboard_navigation_primary,keyboard navigation,conformant,decl_keyboard_nav_001,evaluative_paired,neutral_review,"<form><label>First name <input name='first'></label><label>Last name <input name='last'></label><button type='submit'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as", having a high risk of failure. The form is not accessible because the label for the first name input is not visible. The label for the last name input is not visible because the input is not in the same form element as the label. The button is not accessible because it is not in the same form element as the label. The form is not accessible because the label for the first name input is not visible. The label for the last name input is not visible because the input is not in the,100
