suite,scale,model,prompt_id,pair_id,concept,polarity,paired_with,prompt_type,template_type,prompt,output,max_tokens
olmo,7B,OLMo-2-1124-7B,evalp_alt_text_primary_violation,alt_text_primary,alt text,violation,decl_alt_text_001,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," inaccessible. The reviewer is correct. The example is not accessible. The reviewer is not correct, however, if he or she marks the example as inaccessible because it is not coded to the W3C's WCAG 2.0 guidelines. The reviewer is correct if he or she marks the example as inaccessible because it is not coded to the W3C's WCAG 2.0 guidelines and because it does not meet the requirements of the W3C's Web Content Accessibility Guidelines (WC",100
olmo,7B,OLMo-2-1124-7B,evalp_alt_text_primary_conformant,alt_text_primary,alt text,conformant,decl_alt_text_001,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg' alt='Sink filled with dirty dishes'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," non-compliant. The reviewer would be correct, but only because the code is incomplete. The code shown is a fragment of a larger program that contains the following:</p><pre><code>if (sinkIsFull()) {<br /> // ...<br /> }<br /></code></pre><p>When the sink is full, the program will call the <code>cleanDishes()</code> method. The <code>cleanDishes()</code> method will call the",100
olmo,7B,OLMo-2-1124-7B,evalp_captions_primary_violation,captions_primary,closed captions,violation,decl_captions_001,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as", <strong>inaccessible</strong>. Why?</p><p>What is the problem with the code?</p><p>What is the problem with the video?</p><p>What is the problem with the video's caption?</p><p>What is the problem with the video's audio description?</p><p>What is the problem with the video's audio description?</p><p>What is the problem with the video's audio description?</p><p>What is the,100
olmo,7B,OLMo-2-1124-7B,evalp_captions_primary_conformant,captions_primary,closed captions,conformant,decl_captions_001,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls><track kind='captions' src='lecture.vtt' srclang='en' label='English'></video><p>Based only on the code shown, an accessibility reviewer should mark this example as", non-conforming. The video is not accessible to screen reader users. The video is not captioned. The video is not described. The video is not transcribed. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described. The video is not described.,100
olmo,7B,OLMo-2-1124-7B,evalp_contrast_primary_violation,color_contrast_primary,color contrast,violation,decl_color_contrast_001,evaluative_paired,neutral_review,"<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," failing to meet WCAG 2.0 Level A success criteria 1.3.1 Info and Relationships (Level A).</p><p>For more information, see <a href='https://www.w3.org/TR/WCAG20/#gl-identify-content'>https://www.w3.org/TR/WCAG20/#gl-identify-content</a>.</p><p>For more information about how your content performs in general, see <a href='https://www.w3",100
olmo,7B,OLMo-2-1124-7B,evalp_contrast_primary_conformant,color_contrast_primary,color contrast,conformant,decl_color_contrast_001,evaluative_paired,neutral_review,"<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," failing to meet WCAG 2.0 Level A success criteria 1.3.1 Info and Relationships (for all success criteria).</p><p>For more information, see <a href='https://www.w3.org/TR/WCAG20-TECHS/H63.html#H63-techniques' target='_blank'>WCAG 2.0 Success Criteria</a>.</p><p>For more information, see <a href='https://www.w3.org",100
olmo,7B,OLMo-2-1124-7B,evalp_focus_indicator_primary_violation,focus_indicator_primary,focus indicator,violation,decl_focus_indicator_001,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," non-compliant. The button is not labeled with the text ""Buy now"" and the button is not programmatically associated with the text ""Buy now"".</p>
<button class='buy'>Buy now</button><p>Based only on the code shown, an accessibility reviewer should mark this example as non-compliant. The button is not labeled with the text ""Buy now"" and the button is not programmatically associated with the text ""Buy now"".</p>
<button class='buy'>",100
olmo,7B,OLMo-2-1124-7B,evalp_focus_indicator_primary_conformant,focus_indicator_primary,focus indicator,conformant,decl_focus_indicator_001,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as", non-compliant. The reason is that the button is not keyboard accessible. The button is not keyboard accessible because the button is not focusable. The button is not focusable because it does not have a tabindex value. The button does not have a tabindex value because the button is not a native HTML element. The button is not a native HTML element because it is a custom element. The button is a custom element because it is a custom element. The button is a custom element because it is a,100
olmo,7B,OLMo-2-1124-7B,evalp_keyboard_navigation_primary_violation,keyboard_navigation_primary,keyboard navigation,violation,decl_keyboard_nav_001,evaluative_paired,neutral_review,"<form><label>First name <input name='first' tabindex='2'></label><label>Last name <input name='last' tabindex='1'></label><button type='submit' tabindex='3'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as"," non-compliant. The tabindex attribute is not supported by screen readers, and the label elements are not associated with the input elements. The reviewer should also note that the form is missing a label for the button. The reviewer should also note that the tabindex attribute is not supported by screen readers, and the label elements are not associated with the input elements. The reviewer should also note that the form is missing a label for the button. The reviewer should also note that the tabindex attribute is not supported by screen",100
olmo,7B,OLMo-2-1124-7B,evalp_keyboard_navigation_primary_conformant,keyboard_navigation_primary,keyboard navigation,conformant,decl_keyboard_nav_001,evaluative_paired,neutral_review,"<form><label>First name <input name='first'></label><label>Last name <input name='last'></label><button type='submit'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as", failing to meet the WCAG 2.0 Level A success criteria for <a href='https://www.w3.org/TR/WCAG20/#labeling-error-correcting-input'>labeling error-correcting input</a>. The reviewer should also mark this example as failing to meet the WCAG 2.0 Level A success criteria for <a href='https://www.w3.org/TR/WCAG20/#labeling-error-correcting-input'>labeling error-c,100
