domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
finance,cash_flow,cash flow,declarative,cloze,Cash flow is,4,5.459,3.8175,6.7631,3.8175,gpt2-xl
finance,balance_sheet,balance sheet,declarative,cloze,A balance sheet is,5,4.9804,2.4702,7.7341,2.4702,gpt2-xl
finance,journal_entry,journal entry,declarative,cloze,A journal entry is,5,5.1911,3.0387,7.7341,3.0387,gpt2-xl
finance,accelerated_depreciation,accelerated depreciation,declarative,cloze,Accelerated depreciation is,6,4.5239,2.9264,7.5946,2.1658,gpt2-xl
finance,impairment_goodwill,impairment goodwill,declarative,cloze,Goodwill impairment occurs when,6,4.3629,3.4197,6.7631,0.9937,gpt2-xl
finance,yield_maturity,yield maturity,declarative,cloze,Yield to maturity is,6,5.2451,4.0793,7.4464,2.9236,gpt2-xl
finance,bond_coupon,bond coupon,declarative,cloze,A bond coupon is,5,5.0514,1.8055,7.7341,1.8055,gpt2-xl
finance,credit_spread,credit spread,declarative,cloze,A credit spread is,5,4.6246,2.212,7.7341,2.212,gpt2-xl
finance,modified_duration,modified duration,declarative,cloze,Modified duration measures,5,4.883,4.3717,6.7631,3.9736,gpt2-xl
finance,interest_swap,interest swap,declarative,cloze,An interest swap is,5,4.4271,1.7661,6.9793,1.7661,gpt2-xl
finance,call_option,call option,declarative,cloze,A call option gives,5,4.5331,1.6411,7.7341,1.6411,gpt2-xl
finance,commodity_futures,commodity futures,declarative,cloze,Commodity futures are,6,4.6643,5.6905,6.7631,1.4068,gpt2-xl
finance,currency_hedge,currency hedge,declarative,cloze,A currency hedge is,5,4.658,2.0943,7.7341,1.4932,gpt2-xl
finance,implied_volatility,implied volatility,declarative,cloze,Implied volatility refers to,6,3.5153,1.882,6.7631,0.1321,gpt2-xl
finance,zero_collar,zero collar,declarative,cloze,A zero collar strategy,5,5.1652,3.8382,7.7341,2.2725,gpt2-xl
finance,diluted_earnings,diluted earnings,declarative,cloze,Diluted earnings per share is,8,4.4515,3.3678,7.6099,0.0745,gpt2-xl
finance,price_ratio,price ratio,declarative,cloze,The price to earnings ratio is,7,4.1072,2.9017,8.4116,0.714,gpt2-xl
finance,preferred_dividend,preferred dividend,declarative,cloze,A preferred dividend is,5,5.6067,2.1586,7.7341,2.1586,gpt2-xl
finance,financial_leverage,financial leverage,declarative,cloze,Financial leverage is,4,5.1034,3.4746,6.7631,3.4746,gpt2-xl
finance,debt_covenant,debt covenant,declarative,cloze,A debt covenant is,5,4.7275,1.2568,7.7341,1.2568,gpt2-xl
finance,capital_structure,capital structure,declarative,cloze,Capital structure refers to,5,3.5672,1.5984,6.7631,0.1558,gpt2-xl
finance,due_diligence,due diligence,declarative,cloze,Due diligence is,4,3.913,3.9792,6.7631,0.5293,gpt2-xl
finance,public_offering,public offering,declarative,cloze,A public offering is,5,4.998,2.191,7.7341,2.191,gpt2-xl
finance,market_liquidity,market liquidity,declarative,cloze,Market liquidity refers to,5,3.4575,1.5398,6.7631,0.1099,gpt2-xl
finance,trade_settlement,trade settlement,declarative,cloze,Trade settlement is,4,5.8933,4.2367,6.7631,4.2367,gpt2-xl
finance,central_clearing,central clearing,declarative,cloze,Central clearing houses,4,5.1478,4.6496,6.7631,3.0658,gpt2-xl
finance,maintenance_margin,maintenance margin,declarative,cloze,A maintenance margin is,5,4.7506,2.4024,7.7341,2.4024,gpt2-xl
finance,regulatory_compliance,regulatory compliance,declarative,cloze,Regulatory compliance means,5,5.4617,5.5135,6.7631,3.6932,gpt2-xl
finance,money_laundering,money laundering,declarative,cloze,Money laundering is,4,5.0382,3.53,6.7631,3.53,gpt2-xl
finance,asset_allocation,asset allocation,declarative,cloze,Asset allocation is,4,4.0812,3.3607,6.7631,2.1986,gpt2-xl
finance,systemic_risk,systemic risk,declarative,cloze,Systemic risk is,5,5.5084,3.4043,7.3704,3.4043,gpt2-xl
finance,stress_test,stress test,declarative,cloze,A stress test is,5,5.0256,2.593,7.7341,2.593,gpt2-xl
finance,credit_default,credit default,declarative,cloze,A credit default is,5,3.9586,2.0142,7.7341,0.0654,gpt2-xl
finance,stock_market,stock market,declarative,cloze,The stock market is,5,5.6294,5.6128,8.4116,3.1254,gpt2-xl
finance,mutual_fund,mutual fund,declarative,cloze,A mutual fund is,5,5.1963,2.3516,7.7341,2.3516,gpt2-xl
finance,hedge_fund,hedge fund,declarative,cloze,A hedge fund is,5,4.9372,5.5723,7.7341,1.2055,gpt2-xl
finance,bear_market,bear market,declarative,cloze,A bear market is,5,5.466,3.9163,7.7341,3.6334,gpt2-xl
finance,bull_market,bull market,declarative,cloze,A bull market is,5,5.5133,4.4474,7.7341,3.8804,gpt2-xl
finance,credit_rating,credit rating,declarative,cloze,A credit rating is,5,4.3337,2.6046,7.7341,1.3505,gpt2-xl
finance,tax_shelter,tax shelter,declarative,cloze,A tax shelter is,5,5.1059,1.8255,7.7341,1.8255,gpt2-xl
finance,venture_capital,venture capital,declarative,cloze,Venture capital is,5,5.1107,4.746,6.7631,3.9131,gpt2-xl
finance,prime_rate,prime rate,declarative,cloze,The prime rate is,5,4.5903,3.3974,8.4116,0.8017,gpt2-xl
finance,fiscal_policy,fiscal policy,declarative,cloze,Fiscal policy refers to,6,4.2234,2.748,6.7631,0.1577,gpt2-xl
finance,trade_deficit,trade deficit,declarative,cloze,A trade deficit occurs when,6,4.3526,3.024,7.7341,0.3592,gpt2-xl
