layer,token,token_id,rank,prob,logit
0, the,262,1406,1e-06,4.5704
0, in,287,472,2e-06,5.6904
0, a,257,715,1e-06,5.2872
0, for,329,1497,1e-06,4.4944
0, subtitles,44344,9837,0.0,2.0596
0, on,319,298,3e-06,6.1677
0, only,691,861,1e-06,5.0827
0, when,618,1907,0.0,4.2509
0, text,2420,3400,0.0,3.5568
0, an,281,2457,0.0,3.9487
1, the,262,945,2e-05,4.6618
1, in,287,295,5.8e-05,5.7272
1, a,257,320,5.4e-05,5.669
1, for,329,958,1.9e-05,4.6415
1, subtitles,44344,8450,2e-06,2.1696
1, on,319,89,0.000165,6.7788
1, only,691,541,3.3e-05,5.1753
1, when,618,2290,8e-06,3.7852
1, text,2420,3006,6e-06,3.4883
1, an,281,1259,1.5e-05,4.3822
2, the,262,527,8.5e-05,5.4606
2, in,287,150,0.000266,6.5983
2, a,257,144,0.000273,6.622
2, for,329,906,4.9e-05,4.9151
2, subtitles,44344,2802,1.5e-05,3.7456
2, on,319,32,0.000813,7.7148
2, only,691,204,0.000203,6.3279
2, when,618,1691,2.7e-05,4.3102
2, text,2420,1309,3.5e-05,4.5716
2, an,281,656,6.8e-05,5.2313
3, the,262,653,0.000171,5.084
3, in,287,128,0.000719,6.5213
3, a,257,112,0.000773,6.5934
3, for,329,527,0.000208,5.2788
3, subtitles,44344,2190,5.4e-05,3.9238
3, on,319,21,0.002063,7.5752
3, only,691,280,0.000362,5.8347
3, when,618,1814,6.5e-05,4.1208
3, text,2420,630,0.000176,5.1122
3, an,281,718,0.000158,5.0088
4, the,262,692,0.000216,5.0129
4, in,287,103,0.001057,6.5986
4, a,257,111,0.000984,6.5272
4, for,329,715,0.000211,4.9873
4, subtitles,44344,2238,7.3e-05,3.9306
4, on,319,21,0.002551,7.4799
4, only,691,117,0.000928,6.4688
4, when,618,2384,6.8e-05,3.8562
4, text,2420,1244,0.000134,4.5353
4, an,281,635,0.000233,5.0883
5, the,262,451,0.000306,5.6667
5, in,287,71,0.001423,7.2019
5, a,257,53,0.001864,7.472
