model,prompt,layer,attn_norm,mlp_norm,mlp_attn_ratio,resid_norm,layer_frac
pythia-6.9b,skip_link,0,23.352617,33.219311,1.4225,52.909821,0.0
pythia-6.9b,skip_link,1,11.826236,8.643547,0.7309,57.068172,0.0323
pythia-6.9b,skip_link,2,11.099239,10.541451,0.9497,64.46167,0.0645
pythia-6.9b,skip_link,3,15.932912,12.208167,0.7662,69.576752,0.0968
pythia-6.9b,skip_link,4,13.647587,11.913917,0.873,73.633537,0.129
pythia-6.9b,skip_link,5,14.54312,16.242996,1.1169,82.125488,0.1613
pythia-6.9b,skip_link,6,16.362835,22.026529,1.3461,90.584229,0.1935
pythia-6.9b,skip_link,7,12.081908,23.867252,1.9755,96.874756,0.2258
pythia-6.9b,skip_link,8,16.802593,25.362204,1.5094,101.164421,0.2581
pythia-6.9b,skip_link,9,22.584021,29.894421,1.3237,115.070557,0.2903
pythia-6.9b,skip_link,10,25.800547,35.600872,1.3798,131.549042,0.3226
pythia-6.9b,skip_link,11,13.371479,33.169079,2.4806,134.109772,0.3548
pythia-6.9b,skip_link,12,17.108545,35.740543,2.089,146.806671,0.3871
pythia-6.9b,skip_link,13,19.913616,34.562847,1.7356,159.415131,0.4194
pythia-6.9b,skip_link,14,18.542952,30.462648,1.6428,169.061584,0.4516
pythia-6.9b,skip_link,15,16.414682,36.638725,2.2321,195.021194,0.4839
pythia-6.9b,skip_link,16,21.431896,36.546616,1.7052,226.484207,0.5161
pythia-6.9b,skip_link,17,12.816789,37.480484,2.9243,252.619949,0.5484
pythia-6.9b,skip_link,18,24.882673,33.125221,1.3313,275.997681,0.5806
pythia-6.9b,skip_link,19,22.511608,42.97937,1.9092,316.643402,0.6129
pythia-6.9b,skip_link,20,22.805611,42.245785,1.8524,353.596619,0.6452
pythia-6.9b,skip_link,21,17.454847,36.790382,2.1077,376.143707,0.6774
pythia-6.9b,skip_link,22,13.88601,39.16415,2.8204,403.127899,0.7097
pythia-6.9b,skip_link,23,11.285301,33.520847,2.9703,416.814453,0.7419
pythia-6.9b,skip_link,24,8.276437,33.948631,4.1018,428.186951,0.7742
pythia-6.9b,skip_link,25,9.500153,34.102364,3.5897,435.4888,0.8065
pythia-6.9b,skip_link,26,11.352591,33.118534,2.9173,441.606293,0.8387
pythia-6.9b,skip_link,27,10.973102,32.505554,2.9623,445.587128,0.871
pythia-6.9b,skip_link,28,7.054934,37.187885,5.2712,446.435699,0.9032
pythia-6.9b,skip_link,29,9.285388,35.908138,3.8672,446.077301,0.9355
pythia-6.9b,skip_link,30,11.559184,50.020386,4.3273,444.995575,0.9677
pythia-6.9b,skip_link,31,27.604029,233.613281,8.463,350.313202,1.0
pythia-6.9b,color_contrast,0,22.772263,34.485058,1.5143,52.873936,0.0
pythia-6.9b,color_contrast,1,13.269203,9.23875,0.6963,58.450756,0.0323
pythia-6.9b,color_contrast,2,9.376979,12.399605,1.3223,67.559288,0.0645
pythia-6.9b,color_contrast,3,14.484488,12.407581,0.8566,67.610184,0.0968
pythia-6.9b,color_contrast,4,18.279093,13.622201,0.7452,78.661583,0.129
pythia-6.9b,color_contrast,5,12.959417,19.728374,1.5223,85.883324,0.1613
pythia-6.9b,color_contrast,6,14.24987,20.634516,1.448,93.106827,0.1935
pythia-6.9b,color_contrast,7,14.191743,22.826096,1.6084,94.617943,0.2258
pythia-6.9b,color_contrast,8,15.656857,28.24992,1.8043,101.723999,0.2581
pythia-6.9b,color_contrast,9,16.486294,31.079985,1.8852,115.556328,0.2903
pythia-6.9b,color_contrast,10,19.610073,32.283455,1.6463,127.459396,0.3226
pythia-6.9b,color_contrast,11,11.29869,33.621998,2.9757,125.625954,0.3548
pythia-6.9b,color_contrast,12,27.741322,32.343761,1.1659,142.104752,0.3871
pythia-6.9b,color_contrast,13,16.922342,37.714417,2.2287,157.644775,0.4194
pythia-6.9b,color_contrast,14,18.243284,31.14941,1.7074,169.418579,0.4516
pythia-6.9b,color_contrast,15,24.095581,36.669548,1.5218,197.840622,0.4839
pythia-6.9b,color_contrast,16,28.46003,36.799133,1.293,230.960098,0.5161
pythia-6.9b,color_contrast,17,19.405985,38.87714,2.0034,260.858948,0.5484
pythia-6.9b,color_contrast,18,23.314047,36.279209,1.5561,289.474976,0.5806
pythia-6.9b,color_contrast,19,21.991287,45.393627,2.0642,335.621429,0.6129
pythia-6.9b,color_contrast,20,30.886036,45.170319,1.4625,385.145966,0.6452
pythia-6.9b,color_contrast,21,26.140022,37.065693,1.418,417.982544,0.6774
pythia-6.9b,color_contrast,22,17.025503,48.565945,2.8525,454.581757,0.7097
pythia-6.9b,color_contrast,23,13.131201,40.312214,3.07,473.74527,0.7419
pythia-6.9b,color_contrast,24,16.576435,40.375294,2.4357,487.973999,0.7742
pythia-6.9b,color_contrast,25,11.961342,39.210876,3.2781,497.199493,0.8065
pythia-6.9b,color_contrast,26,9.422554,37.374657,3.9665,499.840546,0.8387
pythia-6.9b,color_contrast,27,16.090214,39.714043,2.4682,505.940002,0.871
pythia-6.9b,color_contrast,28,11.585993,42.062336,3.6304,504.964478,0.9032
pythia-6.9b,color_contrast,29,8.794408,40.783363,4.6374,501.660461,0.9355
pythia-6.9b,color_contrast,30,12.200186,55.771915,4.5714,501.269684,0.9677
pythia-6.9b,color_contrast,31,25.496021,269.367767,10.5651,384.89917,1.0
