domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
control,blue_sky,blue sky,declarative,cloze,A blue sky is,"a good thing, but it's not the only thing. The sky is a big place, and it's not always blue. It's not always sunny. It's not always clear. It's not always white. It's not always gray. It's not always black. It's not always red. It's not always yellow. It's not always green. It's not always orange. It's not always purple. It's not always pink. It's not always brown. It's",100,OLMo-2-1124-13B
control,cold_water,cold water,declarative,cloze,Cold water is typically characterized by,"a temperature of 50 degrees Fahrenheit or less. Cold water is not only uncomfortable, but it can be dangerous. Cold water can cause hypothermia, which is a condition that occurs when the body loses heat faster than it can produce heat. Hypothermia can be fatal if not treated immediately. Cold water can also cause shock, which is a condition that occurs when the body’s blood pressure drops suddenly. Shock can be fatal if not treated immediately. Cold water can also cause drowning, which is",100,OLMo-2-1124-13B
control,ice_cream,ice cream,declarative,cloze,Ice cream is a frozen dessert made from,"dairy products, such as milk and cream, and often combined with fruits or other ingredients and flavours. Most varieties contain sugar, although some are made with other sweeteners. In some cases, artificial flavourings and colourings are used in addition to, or instead of, the natural ingredients. The mixture is stirred slowly while cooling to prevent large ice crystals from forming, which results in a smoothly textured ice cream. The result is a semi-solid foam that is easily melted in the mouth.",100,OLMo-2-1124-13B
control,life_jacket,life jacket,declarative,cloze,A life jacket is designed to,"keep you afloat in the water. It is not designed to keep you warm. If you are in cold water, you will need to get out of the water as soon as possible. If you are unable to get out of the water, you will need to get into a position that conserves your body heat. This is called the heat escape lessening position (HELP). To get into the HELP position, you turn onto your back, keep your head out of the water and pull your knees",100,OLMo-2-1124-13B
control,tea_cup,tea cup,declarative,cloze,A tea cup is a vessel used for,"steeping tea leaves. It is usually made of porcelain, ceramic, glass, or plastic. The cup is generally smaller than a coffee cup, and has a handle and a lid. The lid is used to prevent the tea from cooling down too quickly. The lid is also used to prevent the tea from spilling. The tea cup is usually placed on a saucer. The saucer is used to prevent the tea cup from staining the table. The saucer also helps to keep the tea cup",100,OLMo-2-1124-13B
control,living_room,living room,declarative,cloze,A living room is,a place where you can relax and enjoy your time with your family. It is a place where you can entertain your guests and have a good time. A living room is a place where you can relax and enjoy your time with your family. It is a place where you can entertain your guests and have a good time. A living room is a place where you can relax and enjoy your time with your family. It is a place where you can entertain your guests and have a good time. A living,100,OLMo-2-1124-13B
control,roller_coaster,roller coaster,declarative,cloze,A roller coaster is an amusement ride that,"consists of a track that rises, twists, and turns through a series of steep climbs and drops. The track typically consists of an endless steel or aluminum tube. Most roller coasters have multiple cars that are linked together in trains. Some roller coasters, called ""out and back"" roller coasters, have two parallel tracks, with the train moving back and forth between the two tracks. The first roller coaster was built in 1895 by LaMarcus Thompson. The first roller coaster in the United",100,OLMo-2-1124-13B
control,school_bus,school bus,declarative,cloze,A school bus is used to,"transport 30 students to school. The bus has a capacity of 60 students. How many students are on the bus?

Correct answer:

x =  30

Step-by-step explanation:

x=30 30=30  x=30



Tips to related online calculators
Do you want to convert time units like minutes to seconds?


Related math problems and questions:

  • School bus
    schoolbus_1 The school bus has 54 seats, 6 of which are",100,OLMo-2-1124-13B
control,grilled_cheese,grilled cheese,declarative,cloze,A grilled cheese sandwich consists of,"two slices of bread with cheese between them. The bread is usually buttered to enhance the grilled effect. The sandwich may be cooked on a griddle or in a frying pan. It may also be made in a panini press or sandwich toaster (grilled cheese maker). In the United States, the grilled cheese sandwich is often prepared with a filling such as a slice of tomato or strips of bacon. In Australia, the grilled cheese sandwich is known as a 'toastie' or 'grilled",100,OLMo-2-1124-13B
control,peanut_butter,peanut butter,declarative,cloze,Peanut butter is made from,"ground, dry-roasted peanuts. It is a popular food in the United States, where it is used as a sandwich spread, in cookies, and in many other dishes. Peanut butter is also used in many other countries, including the United Kingdom, Australia, and Canada. Peanut butter is a good source of protein and vitamin B6. It also contains small amounts of other vitamins and minerals, such as niacin, folate, magnesium, and zinc.

Peanut butter is made by grinding",100,OLMo-2-1124-13B
control,hot_chocolate,hot chocolate,declarative,cloze,Hot chocolate is a warm beverage typically made from,"hot milk and cocoa powder, chocolate syrup, or melted chocolate. It is often topped with marshmallows, whipped cream, or other toppings. It is usually sweetened with sugar or honey. Hot chocolate is often consumed during the winter months, especially around Christmas time. It is also a popular drink during cold weather in general. Hot chocolate is often served with a spoon to stir the powder into the hot liquid. It is also sometimes served with a small marshmallow or two floating on top. Hot",100,OLMo-2-1124-13B
control,apple_pie,apple pie,declarative,cloze,Apple pie is a dessert featuring,"a pastry dough filled with apple slices. It is a staple of American cuisine. The dish is also popular in the United Kingdom, Canada, Australia, New Zealand, and other countries. Apple pie can be made with many different types of apples, including Granny Smith, Braeburn, and Gala. The filling is typically made with sugar, cinnamon, and nutmeg. Some people also add raisins or other dried fruit to the filling. The pastry dough can be made with either butter or shortening",100,OLMo-2-1124-13B
control,orange_juice,orange juice,declarative,cloze,Orange juice is extracted from,"oranges by pressing them. The juice is then pasteurized to kill any bacteria and packaged in airtight containers. The juice is then shipped to stores where it is sold to consumers. Orange juice is a popular breakfast drink and is often consumed with breakfast cereal. Orange juice is also used in cooking and baking. Orange juice is a good source of vitamin C and other nutrients. Orange juice is also a good source of fiber.

How to make orange juice

To make orange juice, you will need",100,OLMo-2-1124-13B
control,baked_beans,baked beans,declarative,cloze,Baked beans are,"a staple in many households, but they can be expensive. If you want to save money, you can make your own baked beans at home. This recipe is easy to follow and will save you money on your grocery bill.

How to Make Baked Beans

Baked beans are a classic dish that can be enjoyed by everyone. They are easy to make and can be made in large quantities. This recipe will show you how to make baked beans from scratch.

How to Make Baked Beans

B",100,OLMo-2-1124-13B
control,palm_tree,palm tree,declarative,cloze,A palm tree is characterized by,"its trunk, which is unbranched and has a single stem. The trunk is covered with a thick bark. The leaves are long and feather-like, and grow in a crown at the top of the tree. The flowers are small and yellowish-white, and grow in clusters. The fruit is a large, round, fleshy drupe, which is green when unripe and turns yellow when ripe. The fruit is edible and is used to make palm oil.

Palm trees are",100,OLMo-2-1124-13B
control,thunder_storm,thunder storm,declarative,cloze,A thunder storm is,"a storm with lightning and thunder. It is caused by a cumulonimbus cloud. Thunderstorms happen mostly in the summer. Thunderstorms can happen almost anywhere and anytime when the weather is hot and humid. Thunderstorms can also happen in the winter when a warm front comes in and the cold air is pushed up into the atmosphere. This is called an upslope storm. A severe thunderstorm is a thunderstorm that has wind gusts of 58 mph or more, hail at least 0",100,OLMo-2-1124-13B
control,coral_reef,coral reef,declarative,cloze,A coral reef is an underwater formation that,"is made up of calcium carbonate secreted by corals. Coral reefs are the most diverse ecosystems on the planet, and are home to a quarter of all marine species. Coral reefs are also the most threatened marine ecosystems on the planet, and are in danger of disappearing within the next 50 years. Coral reefs are important to humans because they provide food, jobs, and protection from storms. Coral reefs are also important to the global economy, as they are a major tourist attraction.

Coral reefs are",100,OLMo-2-1124-13B
control,shooting_star,shooting star,declarative,cloze,A shooting star is actually,"a meteor, a small piece of rock or dust that burns up as it enters the Earth's atmosphere. The light you see is the meteor burning up. The light is called a meteorite. A meteorite is a meteor that has hit the Earth's surface. A meteorite is a meteor that has hit the Earth's surface. A meteorite is a meteor that has hit the Earth's surface. A meteorite is a meteor that has hit the Earth's surface. A meteorite is a",100,OLMo-2-1124-13B
control,mountain_lion,mountain lion,declarative,cloze,A mountain lion is,"a large cat that lives in the mountains. It is also called a cougar or puma. Mountain lions are found in the western United States and Canada, and in South America. They are the largest cats in North America.

Mountain lions are about 6 to 8 feet (1.8 to 2.4 meters) long. They weigh about 120 to 140 pounds (55 to 65 kilograms). They have a yellowish-brown coat. They have a long tail that is",100,OLMo-2-1124-13B
control,tidal_wave,tidal wave,declarative,cloze,A tidal wave is a large ocean wave caused by,"an underwater earthquake or landslide. Tidal waves are also called tsunamis. The word tsunami is Japanese for ""harbor wave."" The word tidal wave is misleading because tidal waves are not caused by the tides. Tidal waves are not related to the tides at all.

Tidal waves are very dangerous. They can be as high as 100 feet (30 meters) when they reach the shore. Tidal waves can travel as fast as 500 miles (800 kilometers) per",100,OLMo-2-1124-13B
control,dining_table,dining table,declarative,cloze,A dining table is furniture used for,eating. It is usually a table with chairs around it. The table is usually in the kitchen or dining room.,100,OLMo-2-1124-13B
control,car_keys,car keys,declarative,cloze,Car keys are used to,"start the engine of a car. They are also used to lock and unlock the doors of the car. Car keys are usually made of metal and have a small metal piece on the end that fits into the ignition switch. The key is turned to start the engine. The key can also be used to lock and unlock the doors of the car. Car keys are usually kept in a pocket or purse.

Car keys are used to start the engine of a car. They are also used to lock and unlock",100,OLMo-2-1124-13B
control,washing_machine,washing machine,declarative,cloze,A washing machine is an appliance that,cleans clothes. It is a type of home appliance. It is a machine that washes clothes. It is a machine that washes clothes. It is a machine that washes clothes. It is a machine that washes clothes. It is a machine that washes clothes. It is a machine that washes clothes. It is a machine that washes clothes. It is a machine that washes clothes. It is a machine that washes clothes. It is a machine that washes clothes,100,OLMo-2-1124-13B
control,bath_towels,bath towels,declarative,cloze,Bath towels are used for,"drying the body after a bath or shower. They are usually made of terry cloth, which is a type of fabric that is very absorbent. Bath towels come in a variety of sizes and colors, and can be used for both adults and children. Bath towels are an essential part of any bathroom, and can help to keep the bathroom clean and dry.

Bath towels are a necessity in any home. They are used to dry off after a shower or bath, and can also be used to",100,OLMo-2-1124-13B
control,alarm_clock,alarm clock,declarative,cloze,An alarm clock is a device that,"wakes people up at a specific time. It is most commonly found in bedrooms and wakes the user up by making noise, but alarms with other stimuli also exist. Some alarm clocks have radio, CD or iPod functions in addition to the standard timekeeping function. Some with CD functions may be programmed to play a person's favorite music as they wake up. Some alarm clocks have a battery backup so that the alarm will sound during a power failure. Some alarm clocks have a snooze function, allowing a person",100,OLMo-2-1124-13B
control,light_bulb,light bulb,declarative,cloze,A light bulb is,"a device that produces light from electricity. It is made up of a glass bulb, a filament, and a base. The filament is a thin wire made of tungsten. The base is the part of the light bulb that screws into a socket. The glass bulb is filled with an inert gas, such as argon. When the light bulb is turned on, the filament heats up and glows, producing light.

The light bulb was invented in 1879 by Thomas Edison. He was trying",100,OLMo-2-1124-13B
control,post_office,post office,declarative,cloze,A post office is an institution that,"provides a public service for the delivery of mail. The term post office is also used to refer to the building where mail is received, sorted, and sent out for delivery. The United States Postal Service (USPS) is the largest postal service in the world. It delivers mail to more than 144 million addresses in the United States and its territories. The USPS is a government agency that is independent of the executive branch. It is governed by a board of governors appointed by the president. The USPS",100,OLMo-2-1124-13B
control,parking_lot,parking lot,declarative,cloze,A parking lot is,"a piece of land that is used for parking vehicles. It is a type of parking facility consisting of a level, paved or hard surface. It can be for public or private use, and may be for paid or free parking. The term parking lot is chiefly North American in usage; elsewhere, the term car park is commonly used. The term parking garage is used in some parts of the world, but not in the United States or Canada. In North American English, the term parking garage is used",100,OLMo-2-1124-13B
control,train_station,train station,declarative,cloze,A train station is a facility where,trains regularly stop to pick up and drop off passengers and freight. It generally consists of a platform next to the tracks and a building (depot) providing related services such as ticket sales and waiting rooms.,100,OLMo-2-1124-13B
control,fire_station,fire station,declarative,cloze,A fire station is,"a building where firefighters work and keep their fire engines and other equipment. Fire stations are usually located in the center of a city or town. They are usually painted red. Fire stations are also called firehouses.

Fire stations are usually built in a way that makes it easy for firefighters to get to the fire engines quickly. The fire engines are usually kept in the front of the building. The firefighters' living quarters are usually in the back of the building. Fire stations also have a place for firefighters to",100,OLMo-2-1124-13B
control,swimming_pool,swimming pool,declarative,cloze,A swimming pool is a structure designed for,"swimming, bathing, and other water activities. Pools are most commonly used for recreation and exercise, and many health clubs, fitness centers, and private clubs have pools used for general exercise. Many hotels have pools for guest recreation. Pools are also used for diving, games, and competitive swimming.

The term ""swimming pool"" may be used for a public, or semi-public, pool, or for a private pool, as in the pool of a private residence, hotel, or club.",100,OLMo-2-1124-13B
control,coffee_shop,coffee shop,declarative,cloze,A coffee shop is,"a place where people can go to drink coffee and other beverages, eat a snack, or socialize. Coffee shops are also called cafés or cafetinas. A bar is a place where people can go to drink alcoholic beverages, such as beer, wine, or cocktails. Bars are also called pubs or taverns. A restaurant is a place where people can go to eat a meal. Restaurants are also called eateries or diners. A fast food restaurant is a type of restaurant that serves",100,OLMo-2-1124-13B
control,hard_drive,hard drive,declarative,cloze,A hard drive is a computer component used for,storing data. It is a type of disk drive that contains one or more platters on which data is magnetically stored. The platters are coated with a magnetic material and are spun at high speed. The data is written to the platters by a magnetic head that moves over the surface of the platter. The head is attached to an arm that moves across the platter surface. The arm is moved by an actuator that is controlled by the computer. The hard drive is connected to the,100,OLMo-2-1124-13B
control,operating_system,operating system,declarative,cloze,An operating system is software that,"manages computer hardware and software resources and provides common services for computer programs. The operating system is a vital component of the computer system. It is the first software loaded into a computer after the computer is turned on. Without an operating system, a computer is useless. The operating system is responsible for the management and coordination of activities and the sharing of the resources of the computer. The specific operating system software is determined by the type of computer. For example, Windows 7 is an operating system that is designed",100,OLMo-2-1124-13B
control,search_engine,search engine,declarative,cloze,A search engine is,"a program that searches for information on the Internet. The most popular search engines are Google, Yahoo, and Bing. Search engines use a variety of methods to find information, including keyword searches, image searches, and video searches. Search engines are constantly evolving to provide users with the most relevant and up-to-date information possible.

What is a search engine?

A search engine is a program that helps you find information on the Internet. When you type a word or phrase into a search engine, it looks for",100,OLMo-2-1124-13B
control,user_name,user name,declarative,cloze,A user name is typically used for,"identification purposes on a computer system. It is a unique name that identifies a specific user. User names are used to log in to a computer system and to access resources on a network. User names are also used to send and receive e-mail.

Updated: N/A",100,OLMo-2-1124-13B
control,power_supply,power supply,declarative,cloze,A power supply is,"a device that provides electrical energy to an electrical load. The term is most commonly applied to electrical energy converters that take a form of electrical energy and convert it to another form of electrical energy. In a more general sense, a power supply is an arrangement of components used to provide electrical power to an electrical load. The term is most commonly applied to electrical energy converters that take a form of electrical energy (AC or DC) from a power source and convert it to another form of electrical energy (AC or",100,OLMo-2-1124-13B
control,data_base,data base,declarative,cloze,A data base is,"a collection of data that is organized in such a way that a computer program can quickly select desired pieces of data. A data base management system (DBMS) is a collection of programs that enables users to store, modify, and extract information from a data base. A DBMS makes it possible to manage data in large data bases. A DBMS accepts requests for data from the application program and instructs the operating system to transfer the appropriate data.

A DBMS is a collection of programs that enables",100,OLMo-2-1124-13B
control,sore_throat,sore throat,declarative,cloze,A sore throat is,"a common symptom of a cold or flu. It can also be caused by a bacterial infection, such as strep throat. A sore throat can be painful and uncomfortable, but it usually goes away on its own within a week. However, if you have a sore throat that lasts longer than a week, you should see your doctor.

What is a sore throat?

A sore throat is a common symptom of a cold or flu. It can also be caused by a bacterial infection, such as strep",100,OLMo-2-1124-13B
control,blood_pressure,blood pressure,declarative,cloze,Blood pressure refers to,"the force of blood pushing against the walls of the arteries as it flows through the body. Blood pressure is highest when the heart beats, pumping blood into the arteries. This is called systolic pressure. When the heart is at rest, between beats, blood pressure falls. This is called diastolic pressure. Blood pressure is always given as two numbers, for example, 120/80. The first number is the systolic pressure. The second number is the diastolic pressure.

Blood pressure",100,OLMo-2-1124-13B
control,collar_bone,collar bone,declarative,cloze,The collar bone is,"a long bone that connects the upper arm to the chest. It is also known as the clavicle. The collar bone is a long bone that connects the upper arm to the chest. It is also known as the clavicle. The collar bone is a long bone that connects the upper arm to the chest. It is also known as the clavicle.

The collar bone is a long bone that connects the upper arm to the chest. It is also known as the clavicle.",100,OLMo-2-1124-13B
control,heart_rate,heart rate,declarative,cloze,Heart rate measures,"the number of times your heart beats per minute. It is a good indicator of your overall health. A normal resting heart rate for adults is between 60 and 100 beats per minute. A lower heart rate at rest implies more efficient heart function and better cardiovascular fitness. A higher resting heart rate is associated with increased risk of death from all causes and of death from heart disease.

Heart rate is controlled by the autonomic nervous system. The autonomic nervous system is the part of the nervous system that",100,OLMo-2-1124-13B
control,dental_appointment,dental appointment,declarative,cloze,A dental appointment is,"a dental appointment, right? Not so fast. There are many different types of dental appointments, and each one has a different purpose. Some dental appointments are for routine cleanings, while others are for more complex procedures. Some dental appointments are for children, while others are for adults. Some dental appointments are for emergencies, while others are for preventative care. So, what is the difference between a dental cleaning and a dental exam? Let’s take a closer look.

Dental Cleaning

A dental cleaning",100,OLMo-2-1124-13B
