domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
accessibility,decl_screen_reader_001,screen reader,declarative,cloze,A screen reader is,"a software program that reads the text on a computer screen out loud. This allows people with visual impairments to use computers and the Internet. There are many different screen readers available, and they all work in a similar way. The user presses a key to activate the screen reader, and then the screen reader reads the text on the screen aloud. The user can then navigate through the text using the arrow keys on the keyboard. Some screen readers also have a Braille display, which allows the user to",100,OLMo-2-1124-13B
accessibility,decl_wcag_001,WCAG,declarative,cloze,WCAG stands for,"Web Content Accessibility Guidelines. It is a set of guidelines that help make the web accessible to people with disabilities. The guidelines are split into three levels: A, AA, and AAA. The higher the level, the more accessible the website is. The guidelines are split into four categories: perceivable, operable, understandable, and robust. Each category has a set of guidelines that must be followed in order for a website to be considered accessible.

The WCAG guidelines are constantly evolving. The most recent",100,OLMo-2-1124-13B
accessibility,decl_skip_link_001,skip link,declarative,cloze,A skip link is,"a link that allows a user to jump to a specific part of a page. It is a useful feature for long pages, or pages with a lot of content. It allows users to quickly jump to the part of the page they are interested in.

Skip links are usually placed at the top of the page, and are often styled to look like a button. They can be styled to match the rest of the page, or to stand out.

Skip links are usually placed at the top of the page",100,OLMo-2-1124-13B
accessibility,decl_alt_text_001,alt text,declarative,cloze,The purpose of alt text is,"to provide a text alternative for images. This is useful for people who cannot see images, such as the blind, but it is also useful for people who have chosen not to download images, or whose browsers do not display images.

The alt attribute is the most important attribute to include when adding images to your web pages. It is required under the Web Content Accessibility Guidelines (WCAG) 1.0, which is the basis for Section 508 of the Rehabilitation Act in the United States.

The",100,OLMo-2-1124-13B
accessibility,decl_aria_001,ARIA,declarative,cloze,ARIA stands for,"Accessible Rich Internet Applications. It is a set of guidelines that help developers create accessible web applications. It is a W3C specification that is part of the HTML5 specification.

ARIA is a set of attributes that can be added to HTML elements to provide additional information to assistive technologies. This information can be used to provide a better user experience for people with disabilities.

ARIA is a set of attributes that can be added to HTML elements to provide additional information to assistive technologies. This information",100,OLMo-2-1124-13B
accessibility,decl_focus_indicator_001,focus indicator,declarative,cloze,A focus indicator is,"a visual indicator that shows the user which part of the screen is currently in focus. This is useful for users who use a keyboard to navigate a website, as it allows them to know where they are on the page and what they can interact with.

A focus indicator can be a simple outline around the element that is currently in focus, or it can be more complex, such as a color change or a glow effect.

Focus indicators are important for accessibility, as they help users who are visually impaired to",100,OLMo-2-1124-13B
accessibility,decl_keyboard_nav_001,keyboard navigation,declarative,cloze,Keyboard navigation allows,"you to navigate through the web page using the keyboard. This is useful for people who cannot use a mouse, or who have difficulty using a mouse. Keyboard navigation is also useful for people who use screen readers, as it allows them to navigate the page without having to use a mouse.

Keyboard navigation is also useful for people who use a keyboard as their primary input device. This includes people who have difficulty using a mouse, people who have a disability that prevents them from using a mouse, and people who",100,OLMo-2-1124-13B
accessibility,decl_color_contrast_001,color contrast,declarative,cloze,Color contrast is important because,"it helps us to see things clearly. It is also important for people with low vision or color blindness. Color contrast is the difference between two colors. It is measured by the luminance contrast ratio. The luminance contrast ratio is the ratio of the luminance of the lighter color to the luminance of the darker color. The higher the ratio, the greater the contrast. The luminance contrast ratio is calculated by dividing the luminance of the lighter color by the luminance of the darker color.",100,OLMo-2-1124-13B
accessibility,decl_semantic_html_001,semantic HTML,declarative,cloze,Semantic HTML helps,"search engines understand your content

Semantic HTML helps search engines understand your content

Semantic HTML helps search engines understand your content

Semantic HTML helps search engines understand your content

Semantic HTML helps search engines understand your content

Semantic HTML helps search engines understand your content

Semantic HTML helps search engines understand your content

Semantic HTML helps search engines understand your content

Semantic HTML helps search engines understand your content

Semantic HTML helps search engines understand your content

Semantic HTML helps search engines understand your content

Semantic HTML helps search",100,OLMo-2-1124-13B
accessibility,decl_captions_001,closed captions,declarative,cloze,Closed captions are used for,"the hearing impaired. They are a text version of the audio portion of a video. Closed captions are usually displayed at the bottom of the screen. They can be turned on or off. Closed captions are often used for videos that are shown in public places, such as airports, gyms, and restaurants. Closed captions are also used for videos that are shown on television. Closed captions are not the same as subtitles. Subtitles are a translation of the audio into another language. Closed captions are a text",100,OLMo-2-1124-13B
accessibility,decl_keyboard_interaction_001,keyboard interaction,declarative,cloze,A keyboard interaction is,"a way to interact with a user interface using a keyboard. Keyboard interactions are used to perform actions such as opening a menu, clicking a button, or typing text.

Keyboard interactions are used in the following ways:

  • To perform actions that are not available on the screen, such as opening a menu or clicking a button.
  • To perform actions that are available on the screen, but are not accessible using a mouse or touch screen, such as typing text.
  • To perform actions that are",100,OLMo-2-1124-13B
accessibility,decl_section_heading_001,section heading,declarative,cloze,A section heading is,"a heading that is used to divide a page into sections. Section headings are usually larger than other headings and are usually in bold. Section headings are used to organize the content of a page and make it easier to find information.

Section headings are usually placed at the top of a page, but they can also be placed in the middle or at the bottom. Section headings should be used sparingly, as too many can make a page look cluttered.

Section headings should be used to divide a page into",100,OLMo-2-1124-13B
accessibility,decl_text_alternative_001,text alternative,declarative,cloze,A text alternative is,a text-only version of the content of a non-text element. Text alternatives are used to provide text for non-text content. Text alternatives are used to provide text for non-text content. Text alternatives are used to provide text for non-text content. Text alternatives are used to provide text for non-text content. Text alternatives are used to provide text for non-text content. Text alternatives are used to provide text for non-text content. Text alternatives are used to provide text for non-text content. Text alternatives are,100,OLMo-2-1124-13B
accessibility,decl_audio_description_001,audio description,declarative,cloze,An audio description is,"a narration of the visual elements of a video. It is a separate audio track that can be turned on or off. It is designed to be used by people who are blind or have low vision. It describes what is happening on the screen, including actions, gestures, scene changes, and on-screen text. It also describes titles, speaker names, and other text that may appear on the screen. Audio descriptions are also useful for people who are deaf-blind.

Audio descriptions are not the same as closed",100,OLMo-2-1124-13B
accessibility,decl_sign_language_001,sign language,declarative,cloze,Sign language is,"a language that uses manual communication, body language, and lip movements instead of sound to convey meaning. It is used by people who are deaf or hard of hearing. Sign language is not universal, and there are hundreds of different sign languages. Sign languages are not based on spoken languages, and they are not derived from them. Sign languages are independent languages in their own right, and have complex grammatical structures of their own, distinct from any spoken languages in their geographical area. Wherever communities of deaf",100,OLMo-2-1124-13B
accessibility,decl_sensory_characteristics_001,sensory characteristics,declarative,cloze,Sensory characteristics are,the most important factors in determining the quality of a food product. The sensory characteristics of a food product are determined by the chemical and physical properties of the food. The chemical properties of a food product are determined by the chemical composition of the food. The physical properties of a food product are determined by the physical structure of the food. The chemical and physical properties of a food product are determined by the ingredients used in the food product. The ingredients used in a food product are determined by the manufacturing process used,100,OLMo-2-1124-13B
accessibility,decl_input_purpose_001,input purpose,declarative,cloze,An input purpose is,"a string that describes the purpose of an input. The purpose of an input is used to determine how the input is handled by the browser. For example, an input with a purpose of ""search"" is typically used to search a website. The purpose of an input is not the same as the value of an input. The purpose of an input is a string, while the value of an input is the actual data entered by the user.

The purpose of an input is typically set by the web developer",100,OLMo-2-1124-13B
accessibility,decl_target_size_001,target size,declarative,cloze,A target size is,"a number that represents the size of the target. The target size is used to determine the size of the target image. The target size is specified in the following format:

<width> x <height>

The width and height are integers. The width and height are measured in pixels. The target size is optional. If the target size is not specified, the target image is the same size as the source image.

The target size is specified in the following ways:

  • In the command line,",100,OLMo-2-1124-13B
accessibility,decl_touch_target_001,touch target,declarative,cloze,A touch target is,"a visual element that a user can interact with by touching it. Touch targets are used in touch-based user interfaces, such as those on mobile devices and touch-screen kiosks. Touch targets are also used in graphical user interfaces (GUIs) that support mouse input, such as those on desktop computers.

Touch targets are typically used to initiate an action, such as clicking a button or selecting an item from a list. They can also be used to provide feedback, such as when an element is selected",100,OLMo-2-1124-13B
accessibility,decl_drag_movement_001,drag movement,declarative,cloze,A drag movement is,"a movement of air or gas in a particular direction. The movement of air or gas is caused by differences in pressure, temperature, or density between two regions. The direction of the movement is from the region of high pressure, temperature, or density to the region of low pressure, temperature, or density. The pressure gradient force is the force that drives a drag movement. The pressure gradient force is the force per unit area pointing in the direction of decreasing pressure. The pressure gradient force is proportional to the",100,OLMo-2-1124-13B
accessibility,decl_focus_appearance_001,focus appearance,declarative,cloze,A focus appearance is,"a visual representation of a control that is displayed when the user clicks the control. The focus appearance is typically used to indicate that the control is ready to receive user input. The focus appearance is also used to indicate the current selection in a list or grid control.

The focus appearance is typically a rectangle that is drawn around the control. The rectangle is usually drawn using the control's foreground color. The rectangle is typically drawn one pixel wide and one pixel high. The rectangle is typically drawn around the control's",100,OLMo-2-1124-13B
accessibility,decl_consistent_help_001,consistent help,declarative,cloze,Consistent help is,"the key to success

Consistent help is the key to success

The key to success is consistency. It is not enough to have a good idea, you have to be able to execute it. You have to be able to do it over and over again. You have to be able to do it when you are tired, when you are sick, when you are busy, when you are bored, when you are distracted, when you are stressed, when you are happy, when you are sad",100,OLMo-2-1124-13B
accessibility,decl_redundant_entry_001,redundant entry,declarative,cloze,A redundant entry is,"a duplicate entry in a database. It is a common problem in databases that have been created over a long period of time. Redundant entries can be caused by a number of factors, including:

  • Data entry errors
  • Data entry by multiple people
  • Data entry by multiple systems
  • Data entry by multiple departments
  • Data entry by multiple locations
  • Data entry by multiple people in different locations
  • Data entry by multiple people in different departments",100,OLMo-2-1124-13B
accessibility,decl_accessible_authentication_001,accessible authentication,declarative,cloze,Accessible authentication is,a key component of the digital transformation of the public sector. It is a critical part of the digital transformation of the public sector. It is a critical part of the digital transformation of the public sector. It is a critical part of the digital transformation of the public sector. It is a critical part of the digital transformation of the public sector. It is a critical part of the digital transformation of the public sector. It is a critical part of the digital transformation of the public sector. It is a critical,100,OLMo-2-1124-13B
accessibility,decl_text_spacing_001,text spacing,declarative,cloze,Text spacing is,"a very important aspect of typography. It is the spacing between characters, words, and lines of text. It is also known as letter spacing, word spacing, and line spacing. Text spacing is a very important aspect of typography. It is the spacing between characters, words, and lines of text. It is also known as letter spacing, word spacing, and line spacing. Text spacing is a very important aspect of typography. It is the spacing between characters, words, and lines of text. It",100,OLMo-2-1124-13B
accessibility,decl_status_message_001,status message,declarative,cloze,A status message is,"a short message that is displayed to the user when a task is completed. For example, when a user uploads a file, a status message is displayed to indicate that the file has been uploaded successfully. Status messages are displayed in the status bar at the bottom of the page.

Status messages are displayed in the status bar at the bottom of the page.

Status messages are displayed in the status bar at the bottom of the page. The status bar is a bar that is displayed at the bottom of the page",100,OLMo-2-1124-13B
accessibility,decl_error_identification_001,error identification,declarative,cloze,Error identification is,"the process of determining the cause of a problem. It is a critical step in the troubleshooting process. The following sections describe the steps involved in error identification.

  1. Identify the problem. The first step in error identification is to identify the problem. This is usually done by interviewing the user and by examining the system. The user may be able to provide information about the problem, such as when it started, what was being done at the time, and what changes were made to the system.",100,OLMo-2-1124-13B
accessibility,decl_pointer_cancellation_001,pointer cancellation,declarative,cloze,Pointer cancellation is,"a technique used to reduce the number of pointers in a program. It is a form of pointer compression. It is used in garbage collection and in the implementation of persistent data structures.

In garbage collection, pointer cancellation is used to reduce the number of pointers that must be traced. In a garbage collected system, the garbage collector must trace all of the pointers in the heap to determine which objects are live. The more pointers there are, the longer the tracing takes. In a system with pointer cancellation, the",100,OLMo-2-1124-13B
accessibility,decl_character_key_001,character key,declarative,cloze,A character key is,"a key that is used to represent a character. The character key is usually a single key on the keyboard, but it can also be a combination of keys. For example, the character key for the letter ""A"" is the ""A"" key on the keyboard. The character key for the letter ""B"" is the ""B"" key on the keyboard. The character key for the letter ""C"" is the ""C"" key on the keyboard. And so on.

Character keys are used",100,OLMo-2-1124-13B
accessibility,decl_accessibility_tree_001,accessibility tree,declarative,cloze,An accessibility tree is,"a data structure, which represents a web page. It’s a tree, because the elements are arranged hierarchically. The root of the tree is the <html> element, and the leaves are the text nodes. Each node is an object having a role, name, state, and other properties.

The accessibility tree is used by assistive technologies, such as screen readers and screen magnifiers, to provide an alternative user interface for people with disabilities. It’s also used by other user agents and",100,OLMo-2-1124-13B
accessibility,decl_accessible_name_001,accessible name,declarative,cloze,An accessible name is,"a text string that describes the content of an object. It is used to provide a name for the object that can be read by assistive technologies such as screen readers. The accessible name is used to identify the object in the user interface and is the primary way that the object is identified to users of assistive technologies.

The accessible name is used to provide a name for the object that can be read by assistive technologies such as screen readers. The accessible name is used to identify the object in the",100,OLMo-2-1124-13B
accessibility,decl_accessible_description_001,accessible description,declarative,cloze,An accessible description is,"a brief, concise, and accurate description of a visual image. It is designed to provide the same information to a person who cannot see the image as a person who can see the image. An accessible description is not a substitute for the visual image, but rather a supplement to it. It is not a transcript of the visual image, but rather a description of the visual image. An accessible description is not a description of the visual image for the purpose of enhancing the visual image, but rather a description",100,OLMo-2-1124-13B
