domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
control,blue_sky,blue sky,declarative,cloze,A blue sky is,5,5.6386,4.9701,7.7485,4.4536,pythia-6.9b
control,cold_water,cold water,declarative,cloze,Cold water is typically characterized by,7,4.4859,3.3709,6.4594,0.9842,pythia-6.9b
control,ice_cream,ice cream,declarative,cloze,Ice cream is a frozen dessert made from,9,4.1315,2.9572,6.4594,1.6864,pythia-6.9b
control,life_jacket,life jacket,declarative,cloze,A life jacket is designed to,7,4.1351,3.3408,7.7485,0.8007,pythia-6.9b
control,tea_cup,tea cup,declarative,cloze,A tea cup is a vessel used for,9,4.4535,2.9121,7.7485,1.3243,pythia-6.9b
control,living_room,living room,declarative,cloze,A living room is,5,5.6147,3.238,7.7485,3.238,pythia-6.9b
control,roller_coaster,roller coaster,declarative,cloze,A roller coaster is an amusement ride that,10,3.42,3.8608,7.7485,0.0083,pythia-6.9b
control,school_bus,school bus,declarative,cloze,A school bus is used to,7,4.1602,1.1687,7.7485,1.1687,pythia-6.9b
control,grilled_cheese,grilled cheese,declarative,cloze,A grilled cheese sandwich consists of,7,3.9355,2.2477,7.7485,0.2285,pythia-6.9b
control,peanut_butter,peanut butter,declarative,cloze,Peanut butter is made from,7,3.7981,2.1401,6.4594,1.8723,pythia-6.9b
control,hot_chocolate,hot chocolate,declarative,cloze,Hot chocolate is a warm beverage typically made from,10,3.5804,3.4871,6.4594,1.5253,pythia-6.9b
control,apple_pie,apple pie,declarative,cloze,Apple pie is a dessert featuring,7,4.4398,2.8581,6.4594,2.8581,pythia-6.9b
control,orange_juice,orange juice,declarative,cloze,Orange juice is extracted from,7,4.1365,3.1122,6.4594,0.97,pythia-6.9b
control,baked_beans,baked beans,declarative,cloze,Baked beans are,5,5.1509,3.5665,6.4594,3.5665,pythia-6.9b
control,palm_tree,palm tree,declarative,cloze,A palm tree is characterized by,7,4.566,3.2184,7.7485,0.7353,pythia-6.9b
control,thunder_storm,thunder storm,declarative,cloze,A thunder storm is,5,5.0699,4.5392,7.7485,1.4887,pythia-6.9b
control,coral_reef,coral reef,declarative,cloze,A coral reef is an underwater formation that,9,4.2514,3.3104,7.7485,2.3886,pythia-6.9b
control,shooting_star,shooting star,declarative,cloze,A shooting star is actually,6,4.892,2.0032,7.7485,2.0032,pythia-6.9b
control,mountain_lion,mountain lion,declarative,cloze,A mountain lion is,5,5.4295,4.5163,7.7485,4.1584,pythia-6.9b
control,tidal_wave,tidal wave,declarative,cloze,A tidal wave is a large ocean wave caused by,11,3.377,2.2502,7.7485,0.2878,pythia-6.9b
control,dining_table,dining table,declarative,cloze,A dining table is furniture used for,8,4.3505,3.3416,7.7485,1.9359,pythia-6.9b
control,car_keys,car keys,declarative,cloze,Car keys are used to,6,4.2156,3.0456,6.4594,1.6283,pythia-6.9b
control,washing_machine,washing machine,declarative,cloze,A washing machine is an appliance that,8,3.4862,2.8828,7.7485,1.5392,pythia-6.9b
control,bath_towels,bath towels,declarative,cloze,Bath towels are used for,7,4.6296,3.7342,6.4594,2.4847,pythia-6.9b
control,alarm_clock,alarm clock,declarative,cloze,An alarm clock is a device that,8,4.2358,3.5867,6.8674,2.0734,pythia-6.9b
control,light_bulb,light bulb,declarative,cloze,A light bulb is,5,5.2932,3.8539,7.7485,3.4829,pythia-6.9b
control,post_office,post office,declarative,cloze,A post office is an institution that,8,4.4638,3.6135,7.7485,3.3757,pythia-6.9b
control,parking_lot,parking lot,declarative,cloze,A parking lot is,5,5.2784,3.9068,7.7485,3.9068,pythia-6.9b
control,train_station,train station,declarative,cloze,A train station is a facility where,8,4.5486,2.8939,7.7485,2.8939,pythia-6.9b
control,fire_station,fire station,declarative,cloze,A fire station is,5,5.0732,4.7628,7.7485,2.5633,pythia-6.9b
control,swimming_pool,swimming pool,declarative,cloze,A swimming pool is a structure designed for,9,4.2722,3.4088,7.7485,1.0669,pythia-6.9b
control,coffee_shop,coffee shop,declarative,cloze,A coffee shop is,5,5.4638,5.1891,7.7485,3.6757,pythia-6.9b
control,hard_drive,hard drive,declarative,cloze,A hard drive is a computer component used for,10,3.504,2.334,7.7485,0.8991,pythia-6.9b
control,operating_system,operating system,declarative,cloze,An operating system is software that,7,3.5994,2.5067,6.8674,1.282,pythia-6.9b
control,search_engine,search engine,declarative,cloze,A search engine is,5,4.3908,1.5887,7.7485,1.5887,pythia-6.9b
control,user_name,user name,declarative,cloze,A user name is typically used for,8,4.0269,3.1757,7.7485,1.7188,pythia-6.9b
control,power_supply,power supply,declarative,cloze,A power supply is,5,5.1822,3.0705,7.7485,3.0705,pythia-6.9b
control,data_base,data base,declarative,cloze,A data base is,5,5.1631,3.3702,7.7485,3.3702,pythia-6.9b
control,sore_throat,sore throat,declarative,cloze,A sore throat is,5,5.0846,3.2284,7.7485,3.2284,pythia-6.9b
control,blood_pressure,blood pressure,declarative,cloze,Blood pressure refers to,5,3.3582,0.6874,6.4594,0.1305,pythia-6.9b
control,collar_bone,collar bone,declarative,cloze,The collar bone is,5,5.2894,3.3223,7.5087,3.3223,pythia-6.9b
control,heart_rate,heart rate,declarative,cloze,Heart rate measures,4,4.3553,3.7254,6.4594,2.609,pythia-6.9b
control,dental_appointment,dental appointment,declarative,cloze,A dental appointment is,5,5.4938,3.9333,7.7485,3.6101,pythia-6.9b
control,waiting_room,waiting room,declarative,cloze,A waiting room is,5,4.9183,3.3978,7.7485,3.0127,pythia-6.9b
