domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
accessibility,decl_screen_reader_001,screen reader,declarative,cloze,A screen reader is,"a software program that reads text on a computer screen and converts it into speech. It is used by people who are blind or have low vision.

The program is called a screen reader because it reads text on a computer screen and converts it into speech.

The program is called a screen reader because it reads text on a computer screen and converts it into speech.

The program is called a screen reader because it reads text on a computer screen and converts it into speech.",100,gpt2-xl
accessibility,decl_wcag_001,WCAG,declarative,cloze,WCAG stands for,"Web Content Accessibility Guidelines. WCAG is a set of guidelines for web content accessibility. WCAG 2.0 is the latest version of the guidelines.

The WCAG 2.0 guidelines are a set of guidelines for web content accessibility. WCAG 2.0 is the latest version of the guidelines.

The WCAG 2.0 guidelines are a set of guidelines for web content accessibility. WCAG 2.0 is the latest version of the guidelines.

The WCAG",100,gpt2-xl
accessibility,decl_skip_link_001,skip link,declarative,cloze,A skip link is,a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is,100,gpt2-xl
accessibility,decl_alt_text_001,alt text,declarative,cloze,The purpose of alt text is,"to provide a brief description of the image or text. It is not a replacement for the image or text.

The alt text is not part of the image or text.

The alt text is not part of the image or text.

The alt text is not part of the image or text.

The alt text is not part of the image or text.

The alt text is not part of the image or text.

The alt text is not part",100,gpt2-xl
accessibility,decl_aria_001,ARIA,declarative,cloze,ARIA stands for,"""Association of Reggae Artists"". It is a non-profit organisation that promotes the art of Reggae music.

ARIA is a registered charity in the UK and Ireland.

ARIA is a registered charity in the UK and Ireland.

ARIA is a registered charity in the UK and Ireland.

ARIA is a registered charity in the UK and Ireland.

ARIA is a registered charity in the UK and Ireland.

ARIA",100,gpt2-xl
accessibility,decl_focus_indicator_001,focus indicator,declarative,cloze,A focus indicator is,"a device that displays a numerical value on a screen. It is used to indicate the direction of a camera's focus.

The focus indicator is a device that displays a numerical value on a screen. It is used to indicate the direction of a camera's focus.

The focus indicator is a device that displays a numerical value on a screen. It is used to indicate the direction of a camera's focus.

The focus indicator is a device that displays a numerical value on a screen",100,gpt2-xl
accessibility,decl_keyboard_nav_001,keyboard navigation,declarative,cloze,Keyboard navigation allows,"you to navigate the site using the arrow keys.

To navigate to a specific page, click on the page number.

To navigate to a specific section, click on the section number.

To navigate to a specific section, click on the section number.

To navigate to a specific section, click on the section number.

To navigate to a specific section, click on the section number.

To navigate to a specific section, click on the section number.",100,gpt2-xl
accessibility,decl_color_contrast_001,color contrast,declarative,cloze,Color contrast is important because,"it helps you see the difference between two colors.

Color contrast is important because it helps you see the difference between two colors.

Color contrast is important because it helps you see the difference between two colors.

Color contrast is important because it helps you see the difference between two colors.

Color contrast is important because it helps you see the difference between two colors.

Color contrast is important because it helps you see the difference between two colors.

Color contrast is",100,gpt2-xl
accessibility,decl_semantic_html_001,semantic HTML,declarative,cloze,Semantic HTML helps,"you to write HTML that is more semantic. It helps you to write HTML that is more readable and easier to understand.

Semantic HTML is a way to write HTML that is more semantic. It helps you to write HTML that is more readable and easier to understand.

Semantic HTML is a way to write HTML that is more semantic. It helps you to write HTML that is more readable and easier to understand.

Semantic HTML is a way to write HTML that is more",100,gpt2-xl
accessibility,decl_captions_001,closed captions,declarative,cloze,Closed captions are used for,"the deaf and hard of hearing.

The caption is displayed in the audio track.

The caption is displayed in the audio track.

The caption is displayed in the audio track.

The caption is displayed in the audio track.

The caption is displayed in the audio track.

The caption is displayed in the audio track.

The caption is displayed in the audio track.

The caption is displayed in the audio track.

The caption is",100,gpt2-xl
accessibility,decl_keyboard_interaction_001,keyboard interaction,declarative,cloze,A keyboard interaction is,"a sequence of keystrokes that is performed by a user. The keyboard interaction is the result of a user's interaction with a keyboard.

The keyboard interaction is the result of a user's interaction with a keyboard.

The keyboard interaction is the result of a user's interaction with a keyboard.

The keyboard interaction is the result of a user's interaction with a keyboard.

The keyboard interaction is the result of a user's interaction with a keyboard.

The keyboard",100,gpt2-xl
accessibility,decl_section_heading_001,section heading,declarative,cloze,A section heading is,"a heading that appears at the beginning of a section of a document. The heading is used to identify the section of the document.

The heading is also used to identify the section of the document that contains the heading.

The heading is also used to identify the section of the document that contains the heading.

The heading is also used to identify the section of the document that contains the heading.

The heading is also used to identify the section of the document that contains the",100,gpt2-xl
accessibility,decl_text_alternative_001,text alternative,declarative,cloze,A text alternative is,"a text that is displayed in a different font, size, or color than the original text.

Text alternatives are often used to make text easier to read.

Text alternatives are often used to make text easier to read.

Text alternatives are often used to make text easier to read.

Text alternatives are often used to make text easier to read.

Text alternatives are often used to make text easier to read.

Text alternatives are often used to make text easier",100,gpt2-xl
accessibility,decl_audio_description_001,audio description,declarative,cloze,An audio description is,"a recording of a speech or other audio material that is intended to be understood by the listener. It is often used in conjunction with a video or video-on-demand (VOD) service.

The audio description is a recording of a speech or other audio material that is intended to be understood by the listener. It is often used in conjunction with a video or video-on-demand (VOD) service.

Audio description is a recording of a speech or other audio material",100,gpt2-xl
accessibility,decl_sign_language_001,sign language,declarative,cloze,Sign language is,"a language that is used to communicate with people who are deaf or hard of hearing. It is a language that is used to communicate with people who are deaf or hard of hearing.

Sign language is a language that is used to communicate with people who are deaf or hard of hearing. It is a language that is used to communicate with people who are deaf or hard of hearing.

Sign language is a language that is used to communicate with people who are deaf or hard of hearing. It",100,gpt2-xl
accessibility,decl_sensory_characteristics_001,sensory characteristics,declarative,cloze,Sensory characteristics are,"the most important factors in the development of autism. The sensory system is the most complex part of the brain and is affected by a number of factors, including genetics, environment, and the development of the brain.

The sensory system is divided into two main areas: the visual system and the auditory system. The visual system is responsible for processing visual information, while the auditory system is responsible for processing auditory information.

The visual system is divided into two main areas: the retina and the optic",100,gpt2-xl
accessibility,decl_input_purpose_001,input purpose,declarative,cloze,An input purpose is,"a function that takes a value and returns a value.

Input purpose is a function that takes a value and returns a value.

Input purpose is a function that takes a value and returns a value.

Input purpose is a function that takes a value and returns a value.

Input purpose is a function that takes a value and returns a value.

Input purpose is a function that takes a value and returns a value.

Input purpose is a function that takes",100,gpt2-xl
accessibility,decl_target_size_001,target size,declarative,cloze,A target size is,"a number that represents the maximum number of targets that can be hit by a single attack.

The target size for a weapon is the number of attacks that can be made with that weapon.

For example, a weapon with a 1d8 damage die has a target size of 1.

A weapon with a 1d10 damage die has a target size of 2.

A weapon with a 1d12 damage die has a target size of 3.

A weapon",100,gpt2-xl
accessibility,decl_touch_target_001,touch target,declarative,cloze,A touch target is,"a device that can be used to control a computer mouse. The touch target is a small, flat, flat surface that is used to detect the movement of a finger or stylus. The touch target is typically a surface that is flat and has a smooth surface.

The touch target is typically a surface that is flat and has a smooth surface.

The touch target is typically a surface that is flat and has a smooth surface.

The touch target is typically a surface that is",100,gpt2-xl
accessibility,decl_drag_movement_001,drag movement,declarative,cloze,A drag movement is,"a form of drag that is performed by a person who is not a member of the LGBT community. Drag is a form of performance art that is performed by a person who is not a member of the LGBT community. Drag is a form of performance art that is performed by a person who is not a member of the LGBT community.

Drag is a form of performance art that is performed by a person who is not a member of the LGBT community. Drag is a form of performance art that is",100,gpt2-xl
accessibility,decl_focus_appearance_001,focus appearance,declarative,cloze,A focus appearance is,"a special event where a player is given a specific task to complete. The player is given a set amount of time to complete the task, and the player is given a reward for completing the task.

Contents show]

List of focus appearances Edit

The following is a list of focus appearances.

The following is a list of focus appearances.

The following is a list of focus appearances.

The following is a list of focus appearances.

The following",100,gpt2-xl
accessibility,decl_consistent_help_001,consistent help,declarative,cloze,Consistent help is,"a key part of the recovery process.

The first step is to get help.

The next step is to get the help you need.

The third step is to get the help you need.

The fourth step is to get the help you need.

The fifth step is to get the help you need.

The sixth step is to get the help you need.

The seventh step is to get the help you need.

The eighth",100,gpt2-xl
accessibility,decl_redundant_entry_001,redundant entry,declarative,cloze,A redundant entry is,"a file that is not used by the system. It is usually a file that is not used by the system because it is not needed.

A redundant entry is a file that is not used by the system. It is usually a file that is not used by the system because it is not needed.

A redundant entry is a file that is not used by the system. It is usually a file that is not used by the system because it is not needed.

A redundant",100,gpt2-xl
accessibility,decl_accessible_authentication_001,accessible authentication,declarative,cloze,Accessible authentication is,"a way to authenticate users to a web application. It is a way to make sure that the user is who they say they are.

In this article, we will look at how to implement accessible authentication in ASP.NET MVC.

The ASP.NET MVC framework provides a number of authentication methods. The most common ones are:

Basic Authentication

Digest Authentication

OATH

Password Authentication

The ASP.NET MVC framework also provides",100,gpt2-xl
accessibility,decl_text_spacing_001,text spacing,declarative,cloze,Text spacing is,"a common problem in many programming languages. It is a problem that is often overlooked, but it is a very important part of the language design.

In this article, I will show you how to solve text spacing problems in Python.

Text Spacing in Python

The problem with text spacing is that it is often overlooked. It is a problem that is often overlooked, but it is a very important part of the language design.

In this article, I will show you",100,gpt2-xl
accessibility,decl_status_message_001,status message,declarative,cloze,A status message is,"a message that is displayed to the user when the user is in a particular state.

Status messages are used to indicate the user's current state.

Status messages are displayed in the status bar of the user's device.

Status messages are displayed in the status bar of the user's device.

A status message is a message that is displayed to the user when the user is in a particular state.

A status message is displayed in the status bar of the user",100,gpt2-xl
accessibility,decl_error_identification_001,error identification,declarative,cloze,Error identification is,"a critical part of the security process. It is the first step in the process of identifying and fixing a security vulnerability.

The following is a list of common error messages that are commonly seen in the security logs.

Error message:

The following error message is commonly seen in the security logs:

Error message:

The following error message is commonly seen in the security logs:

Error message:

The following error message is commonly seen in the security logs",100,gpt2-xl
accessibility,decl_pointer_cancellation_001,pointer cancellation,declarative,cloze,Pointer cancellation is,"a common problem in C++. It is a problem that can be solved by using the std::is_pointer_safe<T>::value type.

Pointer cancellation is a problem when you have a pointer to a member function and you want to call that member function. For example, if you have a function like this:

void foo(int *x) { x = *x; }

You can't call foo(int *x) because x is",100,gpt2-xl
accessibility,decl_character_key_001,character key,declarative,cloze,A character key is,"a key that can be used to change the appearance of a character.

Contents show]

Character Key Edit

The character key is a key that can be used to change the appearance of a character. It is used to change the character's hair, eye color, skin color, and eye shape.

Character Key Edit

The character key is a key that can be used to change the appearance of a character. It is used to change the character's hair, eye",100,gpt2-xl
accessibility,decl_accessibility_tree_001,accessibility tree,declarative,cloze,An accessibility tree is,"a tree that represents the accessibility of a web page. It is a tree that represents the accessibility of a web page. It is a tree that represents the accessibility of a web page.

The accessibility tree is a tree that represents the accessibility of a web page. It is a tree that represents the accessibility of a web page.

The accessibility tree is a tree that represents the accessibility of a web page. It is a tree that represents the accessibility of a web page.

The",100,gpt2-xl
