domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
control,blue_sky,blue sky,declarative,cloze,A blue sky is,"a beautiful thing. It's a sign of spring, a sign of the end of winter, a sign of the beginning of a new year. But it's also a sign of something else: the end of the world.

The blue sky is a sign of the end of the world.

The blue sky is a sign of the end of the world.

The blue sky is a sign of the end of the world.

The blue sky is a sign of the",100,gpt2-xl
control,cold_water,cold water,declarative,cloze,Cold water is typically characterized by,"a temperature of about -20°C (-4°F). However, the temperature of water can vary greatly depending on the type of water.

The temperature of water is affected by the type of water. The temperature of water is affected by the type of water.

The temperature of water is affected by the type of water.

The temperature of water is affected by the type of water.

The temperature of water is affected by the type of water.

The",100,gpt2-xl
control,ice_cream,ice cream,declarative,cloze,Ice cream is a frozen dessert made from,"milk, cream, sugar, and sometimes other ingredients. It is usually served in a cone or cup.",100,gpt2-xl
control,life_jacket,life jacket,declarative,cloze,A life jacket is designed to,"keep you alive in the event of a water landing. It is a piece of clothing that is designed to keep you afloat in the event of a water landing. It is a piece of clothing that is designed to keep you afloat in the event of a water landing.

A life jacket is designed to keep you alive in the event of a water landing. It is a piece of clothing that is designed to keep you afloat in the event of a water landing.

A life jacket is designed",100,gpt2-xl
control,tea_cup,tea cup,declarative,cloze,A tea cup is a vessel used for,"drinking tea. It is made of a cup, a lid, and a handle. The cup is usually made of porcelain, but can also be made of glass or metal. The lid is usually made of metal, but can also be made of glass or plastic. The handle is usually made of wood, but can also be made of metal.",100,gpt2-xl
control,living_room,living room,declarative,cloze,A living room is,"a place where people gather to talk, watch TV, and play games. It's a place where people gather to have fun, and it's a place where people gather to be happy.

But living rooms are also places where people gather to be miserable.

The living room is a place where people gather to be miserable.

The living room is a place where people gather to be miserable.

The living room is a place where people gather to be miserable.",100,gpt2-xl
control,roller_coaster,roller coaster,declarative,cloze,A roller coaster is an amusement ride that,"is designed to be a roller coaster. Roller coasters are usually designed to be a roller coaster, but they can also be designed to be a looping or a flat ride. Roller coasters are usually designed to be a roller coaster, but they can also be designed to be a looping or a flat ride. Roller coasters are usually designed to be a roller coaster, but they can also be designed to be a looping or a flat ride.

Roller Coaster",100,gpt2-xl
control,school_bus,school bus,declarative,cloze,A school bus is used to,"transport students to and from school in the city of San Francisco, California, U.S., on Wednesday, April 19, 2017. San Francisco is one of the most expensive cities in the U.S. to live in, according to a new report. Photographer: David Paul Morris/Bloomberg via Getty Images

The U.S. is the most expensive country in the world to live in, according to a new report from the Organization for Economic Cooperation and Development.

The report,",100,gpt2-xl
control,grilled_cheese,grilled cheese,declarative,cloze,A grilled cheese sandwich consists of,"a slice of bread, cheese, and mayonnaise. The sandwich is usually served with a pickle, pickle spear, and a pickle spear salad.",100,gpt2-xl
control,peanut_butter,peanut butter,declarative,cloze,Peanut butter is made from,"peanuts, which are the seeds of the peanut plant. Peanuts are a member of the legume family, which also includes beans, peas, lentils, and soybeans. Peanuts are a rich source of protein, vitamins, and minerals.

Peanut butter is a popular snack food. It is made from peanuts, which are the seeds of the peanut plant. Peanuts are a member of the legume family, which also includes beans, peas, lentils, and soybeans",100,gpt2-xl
control,hot_chocolate,hot chocolate,declarative,cloze,Hot chocolate is a warm beverage typically made from,"milk, sugar, and cocoa. It is often served with a spoon or a mug. Hot chocolate is a popular drink in the United States, and is often served at parties and other social gatherings.",100,gpt2-xl
control,apple_pie,apple pie,declarative,cloze,Apple pie is a dessert featuring,"a sweet apple pie filled with a custard-like custard, topped with a layer of whipped cream and a slice of apple. It is a dessert that is often served at Christmas and New Year's Eve parties.",100,gpt2-xl
control,orange_juice,orange juice,declarative,cloze,Orange juice is extracted from,"the fruit of the Citrus aurantium, a citrus tree native to the Americas. It is a popular beverage in the United States, and is also consumed in other countries.

The orange juice industry is a multi-billion dollar industry in the United States. The United States is the world's largest producer of orange juice, and the second largest producer of orange juice in the world.

The orange juice industry is a multi-billion dollar industry in the United States. The United States",100,gpt2-xl
control,baked_beans,baked beans,declarative,cloze,Baked beans are,"a great way to use up leftover cooked beans. They're also a great way to use up leftover cooked beans. They're also a great way to use up leftover cooked beans.

I've been making baked beans for years. I've been making baked beans for years.

I've been making baked beans for years.

I've been making baked beans for years.

I've been making baked beans for years.

I've been making baked beans for years.",100,gpt2-xl
control,palm_tree,palm tree,declarative,cloze,A palm tree is characterized by,"its large, round, and flat leaves. The leaves are arranged in a spiral, and the tips of the leaves are usually pointed. The palm tree is a member of the family of palms, which also includes the banana, fig, and palm tree.",100,gpt2-xl
control,thunder_storm,thunder storm,declarative,cloze,A thunder storm is,"a type of weather phenomenon that occurs when a thunderstorm develops in the atmosphere. Thunderstorms are characterized by the sudden appearance of thunder and lightning.

Thunderstorms are often associated with thunderstorms. Thunderstorms are also known as thunderstorms.

Thunderstorms are often associated with thunderstorms. Thunderstorms are also known as thunderstorms.

Thunderstorms are often associated with thunderstorms. Thunderstorms are also known as thunderstorms.

Thunderstorms are often associated with thunderstorms.",100,gpt2-xl
control,coral_reef,coral reef,declarative,cloze,A coral reef is an underwater formation that,"is composed of coral polyps, which are the tiny plants that grow on the coral. The polyps are surrounded by a protective layer of living tissue called the skeleton. The skeleton is made up of calcium carbonate, which is the same substance that makes up the shells of most animals.

The skeleton is made up of calcium carbonate, which is the same substance that makes up the shells of most animals.

The skeleton is made up of calcium carbonate, which is the same",100,gpt2-xl
control,shooting_star,shooting star,declarative,cloze,A shooting star is actually,"a meteor that has been traveling through space for a long time. The meteoroid is called a meteorite and it is a piece of space rock that has been traveling through space for millions of years.

The meteoroid is called a meteorite and it is a piece of space rock that has been traveling through space for millions of years.

A shooting star is actually a meteor that has been traveling through space for a long time. The meteoroid is called a meteorite and it is",100,gpt2-xl
control,mountain_lion,mountain lion,declarative,cloze,A mountain lion is,"seen in the distance in the San Gabriel Mountains in Los Angeles, California, U.S., on Wednesday, July 9, 2017. A mountain lion is seen in the distance in the San Gabriel Mountains in Los Angeles, California, U.S., on Wednesday, July 9, 2017. Photo: Gabrielle Lurie, Special To The Chronicle

A mountain lion is seen in the distance in the San Gabriel Mountains in Los Angeles, California, U.S., on Wednesday, July 9,",100,gpt2-xl
control,tidal_wave,tidal wave,declarative,cloze,A tidal wave is a large ocean wave caused by,"a large body of water. The wave is usually caused by a large body of water, such as a river or ocean, but it can also be caused by a large object, such as a mountain or a mountain range.

Tidal waves are often used to describe the movement of water in a large body of water. They are also used to describe the movement of water in a large body of water caused by a large object, such as a mountain or a mountain range.

T",100,gpt2-xl
