compound,layer,head,binding_score,word1,word2,prompt,tokens,word1_idx,word2_idx,domain,model
oxygen_saturation,0,0,0.0576,oxygen,saturation,The oxygen saturation dropped below normal levels,"['<|endoftext|>', 'The', ' oxygen', ' saturation', ' dropped', ' below', ' normal', ' levels']",2,3,medical,gpt2-medium
oxygen_saturation,0,1,0.1253,oxygen,saturation,The oxygen saturation dropped below normal levels,"['<|endoftext|>', 'The', ' oxygen', ' saturation', ' dropped', ' below', ' normal', ' levels']",2,3,medical,gpt2-medium
oxygen_saturation,0,2,0.0054,oxygen,saturation,The oxygen saturation dropped below normal levels,"['<|endoftext|>', 'The', ' oxygen', ' saturation', ' dropped', ' below', ' normal', ' levels']",2,3,medical,gpt2-medium
oxygen_saturation,0,3,0.0346,oxygen,saturation,The oxygen saturation dropped below normal levels,"['<|endoftext|>', 'The', ' oxygen', ' saturation', ' dropped', ' below', ' normal', ' levels']",2,3,medical,gpt2-medium
oxygen_saturation,0,4,0.0689,oxygen,saturation,The oxygen saturation dropped below normal levels,"['<|endoftext|>', 'The', ' oxygen', ' saturation', ' dropped', ' below', ' normal', ' levels']",2,3,medical,gpt2-medium
oxygen_saturation,0,5,0.147,oxygen,saturation,The oxygen saturation dropped below normal levels,"['<|endoftext|>', 'The', ' oxygen', ' saturation', ' dropped', ' below', ' normal', ' levels']",2,3,medical,gpt2-medium
oxygen_saturation,0,6,0.0773,oxygen,saturation,The oxygen saturation dropped below normal levels,"['<|endoftext|>', 'The', ' oxygen', ' saturation', ' dropped', ' below', ' normal', ' levels']",2,3,medical,gpt2-medium
oxygen_saturation,0,7,0.0562,oxygen,saturation,The oxygen saturation dropped below normal levels,"['<|endoftext|>', 'The', ' oxygen', ' saturation', ' dropped', ' below', ' normal', ' levels']",2,3,medical,gpt2-medium
oxygen_saturation,0,8,0.129,oxygen,saturation,The oxygen saturation dropped below normal levels,"['<|endoftext|>', 'The', ' oxygen', ' saturation', ' dropped', ' below', ' normal', ' levels']",2,3,medical,gpt2-medium
oxygen_saturation,0,9,0.5157,oxygen,saturation,The oxygen saturation dropped below normal levels,"['<|endoftext|>', 'The', ' oxygen', ' saturation', ' dropped', ' below', ' normal', ' levels']",2,3,medical,gpt2-medium
