layer,token,token_id,rank,prob,logit
0, to,281,40683,0.0,-1.9575
0, not,417,24136,0.0,0.2301
0, two,767,44625,0.0,-2.8669
0, for,323,39458,0.0,-1.7386
0,",",13,47215,0.0,-3.7765
0, simply,3365,16229,1e-06,1.1032
0,"
",187,47552,0.0,-3.944
0, so,594,21551,0.0,0.5088
0, simple,2969,41297,0.0,-2.0783
0, that,326,34180,0.0,-0.9565
1, to,281,37437,0.0,-1.3768
1, not,417,11631,3e-06,1.6233
1, two,767,44127,0.0,-2.615
1, for,323,36544,0.0,-1.2485
1,",",13,47112,0.0,-3.5819
1, simply,3365,14602,2e-06,1.2404
1,"
",187,34948,0.0,-1.0312
1, so,594,28556,0.0,-0.2768
1, simple,2969,40847,0.0,-1.912
1, that,326,28011,0.0,-0.2181
2, to,281,33871,0.0,-0.848
2, not,417,18715,2e-06,0.7164
2, two,767,44989,0.0,-2.6639
2, for,323,38078,0.0,-1.3889
2,",",13,47664,0.0,-3.5903
2, simply,3365,14899,3e-06,1.1295
2,"
",187,36138,0.0,-1.1246
2, so,594,20353,2e-06,0.5547
2, simple,2969,44254,0.0,-2.4938
2, that,326,22217,2e-06,0.3739
3, to,281,35035,1e-06,-0.9769
3, not,417,17918,3e-06,0.7731
3, two,767,44707,0.0,-2.4998
3, for,323,43146,0.0,-2.174
3,",",13,48751,0.0,-3.9864
3, simply,3365,7269,1.1e-05,2.0867
3,"
",187,32580,1e-06,-0.7046
3, so,594,23272,2e-06,0.2503
3, simple,2969,40290,0.0,-1.676
3, that,326,18804,3e-06,0.6904
4, to,281,27597,2e-06,-0.2041
4, not,417,6625,1.7e-05,2.1685
4, two,767,41523,0.0,-1.8202
4, for,323,36515,1e-06,-1.1439
4,",",13,46989,0.0,-3.0493
4, simply,3365,9434,1.1e-05,1.7181
4,"
",187,27340,2e-06,-0.1782
4, so,594,14955,6e-06,1.0541
4, simple,2969,32292,1e-06,-0.6681
4, that,326,12551,7e-06,1.3122
5, to,281,16448,7e-06,0.8862
5, not,417,6309,2.5e-05,2.1902
5, two,767,43812,0.0,-2.1951
5, for,323,21719,4e-06,0.3616
5,",",13,47769,0.0,-3.215
5, simply,3365,6548,2.4e-05,2.1461
5,"
",187,18857,5e-06,0.6315
5, so,594,16738,7e-06,0.8526
5, simple,2969,19887,5e-06,0.5362
5, that,326,23698,3e-06,0.1709
6, to,281,10781,1.5e-05,1.5001
6, not,417,7907,2.2e-05,1.8953
6, two,767,37738,1e-06,-1.2715
6, for,323,32540,2e-06,-0.6994
6,",",13,47765,0.0,-3.1173
6, simply,3365,8548,2e-05,1.7978
6,"
",187,29485,2e-06,-0.4047
6, so,594,25817,3e-06,-0.0559
6, simple,2969,19886,5e-06,0.5134
6, that,326,38409,1e-06,-1.3567
7, to,281,525,0.000242,4.2152
7, not,417,1092,0.000142,3.6779
7, two,767,26617,3e-06,-0.1213
7, for,323,11138,1.5e-05,1.4172
7,",",13,33588,2e-06,-0.7838
7, simply,3365,8037,2.2e-05,1.8259
7,"
",187,17005,8e-06,0.7719
7, so,594,11491,1.4e-05,1.375
7, simple,2969,11716,1.4e-05,1.3482
7, that,326,20069,6e-06,0.4774
8, to,281,1400,0.000117,3.6147
8, not,417,3640,5.1e-05,2.7839
8, two,767,28715,2e-06,-0.327
8, for,323,12635,1.2e-05,1.2956
8,",",13,45527,0.0,-2.5413
8, simply,3365,5548,3.3e-05,2.3409
8,"
",187,16219,8e-06,0.9055
8, so,594,18142,6e-06,0.7169
8, simple,2969,10953,1.4e-05,1.4978
8, that,326,18770,6e-06,0.6519
9, to,281,1394,0.000116,3.5785
9, not,417,3348,5.5e-05,2.8262
9, two,767,32862,2e-06,-0.7478
9, for,323,10938,1.4e-05,1.4894
9,",",13,46781,0.0,-2.819
9, simply,3365,2488,7.2e-05,3.0987
9,"
",187,16973,7e-06,0.8127
9, so,594,19662,6e-06,0.5442
9, simple,2969,10377,1.5e-05,1.5566
9, that,326,20136,5e-06,0.4985
10, to,281,2851,5.7e-05,3.0723
10, not,417,1910,8.4e-05,3.4546
10, two,767,41778,0.0,-1.8779
10, for,323,21393,4e-06,0.383
10,",",13,45318,0.0,-2.5425
10, simply,3365,1522,0.000102,3.65
10,"
",187,7463,2e-05,2.0347
10, so,594,18544,5e-06,0.6778
10, simple,2969,12221,1e-05,1.3722
10, that,326,16819,6e-06,0.8549
11, to,281,2092,7.6e-05,3.2901
11, not,417,697,0.000197,4.2383
11, two,767,36508,1e-06,-1.1557
11, for,323,19393,5e-06,0.5792
11,",",13,40057,1e-06,-1.6004
11, simply,3365,1017,0.000144,3.9277
11,"
",187,6040,2.7e-05,2.26
11, so,594,23140,4e-06,0.2118
11, simple,2969,6920,2.3e-05,2.0988
11, that,326,11731,1.2e-05,1.413
12, to,281,107,0.000679,5.5387
12, not,417,174,0.000496,5.2246
12, two,767,24740,3e-06,0.0638
12, for,323,7017,2.1e-05,2.0501
12,",",13,22409,4e-06,0.2898
12, simply,3365,168,0.000511,5.2535
12,"
",187,405,0.000259,4.5734
12, so,594,12382,1e-05,1.3178
12, simple,2969,1070,0.000119,3.7978
12, that,326,1035,0.000124,3.8363
13, to,281,3,0.016081,8.7986
13, not,417,16,0.003699,7.329
13, two,767,10167,1.3e-05,1.6402
13, for,323,1008,0.000128,3.9647
13,",",13,3932,3.8e-05,2.7421
13, simply,3365,43,0.001498,6.4252
13,"
",187,151,0.000535,5.396
13, so,594,4374,3.4e-05,2.6285
13, simple,2969,121,0.000668,5.6173
13, that,326,148,0.000551,5.4243
14, to,281,1,0.180214,11.7504
14, not,417,6,0.009104,8.765
14, two,767,6121,1.5e-05,2.3721
14, for,323,480,0.00018,4.8436
14,",",13,1744,5.6e-05,3.6706
14, simply,3365,11,0.006219,8.3839
14,"
",187,68,0.001033,6.5889
14, so,594,2133,4.6e-05,3.4742
14, simple,2969,108,0.000623,6.0832
14, that,326,139,0.000496,5.8544
15, to,281,3,0.060186,10.6834
15, not,417,5,0.02187,9.6711
15, two,767,4134,2.3e-05,2.833
15, for,323,405,0.000209,5.0228
15,",",13,2992,3.3e-05,3.1667
15, simply,3365,10,0.006552,8.4657
15,"
",187,104,0.000638,6.1364
15, so,594,2409,4.1e-05,3.3931
15, simple,2969,112,0.000582,6.0438
15, that,326,177,0.000423,5.7258
16, to,281,2,0.098017,11.7703
16, not,417,6,0.018972,10.1281
16, two,767,563,0.000104,4.9247
16, for,323,129,0.0004,6.269
16,",",13,726,8.1e-05,4.674
16, simply,3365,10,0.007162,9.154
16,"
",187,31,0.001863,7.8072
16, so,594,358,0.000157,5.3367
16, simple,2969,48,0.001333,7.4725
16, that,326,91,0.00058,6.6403
17, to,281,2,0.201815,13.5418
17, not,417,5,0.036965,11.8444
17, two,767,96,0.000441,7.4165
17, for,323,40,0.001387,8.5618
17,",",13,201,0.000165,6.4313
17, simply,3365,11,0.011086,10.6401
17,"
",187,19,0.004606,9.7619
17, so,594,67,0.000696,7.8724
17, simple,2969,22,0.002858,9.2846
17, that,326,30,0.001724,8.7789
18, to,281,1,0.606253,17.3595
18, not,417,2,0.177231,16.1297
18, two,767,49,0.000516,10.2912
18, for,323,10,0.005998,12.7437
18,",",13,52,0.000485,10.2281
18, simply,3365,5,0.010623,13.3153
