layer,token,token_id,rank,prob,logit
0, on,327,497,0.000271,4.3811
0, in,275,31,0.001603,6.1586
0, a,247,52,0.001194,5.8639
0,"
",187,2938,6.5e-05,2.9567
0, of,273,84,0.000833,5.5041
0, the,253,104,0.000726,5.3674
0, are,403,2434,7.7e-05,3.1237
0, text,2505,32,0.001551,6.126
0, images,3888,6,0.003655,6.9831
0, and,285,182,0.000539,5.0684
1, on,327,1229,0.000139,3.5004
1, in,275,38,0.001191,5.6513
1, a,247,31,0.001335,5.7654
1,"
",187,2248,8.2e-05,2.9805
1, of,273,126,0.000613,4.988
1, the,253,253,0.000406,4.5757
1, are,403,4494,4.5e-05,2.3658
1, text,2505,180,0.000511,4.8047
1, images,3888,2,0.003158,6.6268
1, and,285,1469,0.00012,3.3557
2, on,327,630,0.000222,4.1452
2, in,275,84,0.000848,5.4858
2, a,247,46,0.001163,5.8025
2,"
",187,1473,0.000118,3.5144
2, of,273,24,0.001632,6.1411
2, the,253,62,0.001029,5.6799
2, are,403,6628,2.8e-05,2.0753
2, text,2505,231,0.000475,4.9069
2, images,3888,33,0.001351,5.9518
2, and,285,355,0.000341,4.5767
3, on,327,44,0.001396,6.1605
3, in,275,8,0.004386,7.3054
3, a,247,5,0.006063,7.6291
3,"
",187,654,0.000211,4.2729
3, of,273,18,0.002613,6.7873
3, the,253,16,0.00321,6.9934
3, are,403,2701,6.5e-05,3.095
3, text,2505,3,0.006691,7.7277
3, images,3888,233,0.000476,5.0841
3, and,285,166,0.0006,5.3159
4, on,327,100,0.000849,5.7646
4, in,275,19,0.00324,7.104
4, a,247,11,0.00737,7.9258
4,"
",187,162,0.000591,5.403
4, of,273,5,0.008562,8.0758
4, the,253,7,0.007829,7.9863
4, are,403,426,0.000276,4.641
4, text,2505,50,0.001507,6.3386
4, images,3888,338,0.000335,4.836
4, and,285,323,0.000357,4.8977
5, on,327,35,0.0018,6.577
5, in,275,16,0.003336,7.1938
5, a,247,6,0.008533,8.1331
5,"
",187,1571,9.7e-05,3.6577
5, of,273,5,0.008572,8.1376
5, the,253,14,0.003677,7.2913
5, are,403,2423,6.6e-05,3.2761
5, text,2505,19,0.002578,6.936
5, images,3888,878,0.000161,4.1604
5, and,285,173,0.000586,5.4544
6, on,327,63,0.001061,6.1612
6, in,275,42,0.001284,6.3517
6, a,247,11,0.004897,7.6906
6,"
",187,662,0.00018,4.3859
6, of,273,22,0.002537,7.0331
6, the,253,8,0.006662,7.9985
6, are,403,2989,4.8e-05,3.0719
6, text,2505,7,0.007302,8.0903
6, images,3888,244,0.000403,5.1942
6, and,285,93,0.000871,5.9638
7, on,327,62,0.001275,6.2324
7, in,275,23,0.002541,6.9221
7, a,247,17,0.003969,7.3682
7,"
",187,550,0.000221,4.4804
7, of,273,5,0.009104,8.1984
7, the,253,16,0.004277,7.443
7, are,403,246,0.000426,5.1366
7, text,2505,7,0.007603,8.0183
7, images,3888,549,0.000222,4.4842
7, and,285,29,0.002017,6.6914
8, on,327,40,0.002137,7.2571
8, in,275,15,0.005633,8.2261
8, a,247,8,0.009514,8.7502
8,"
",187,103,0.00092,6.4142
8, of,273,6,0.022781,9.6234
8, the,253,10,0.008057,8.5841
8, are,403,112,0.000845,6.3297
8, text,2505,5,0.02361,9.6592
8, images,3888,186,0.000504,5.8124
8, and,285,34,0.002531,7.4261
9, on,327,32,0.003207,7.7857
9, in,275,21,0.004401,8.1021
9, a,247,13,0.006506,8.4929
9,"
",187,43,0.002145,7.3833
9, of,273,5,0.013266,9.2055
9, the,253,16,0.005693,8.3595
9, are,403,17,0.00518,8.2652
9, text,2505,2,0.036249,10.2107
9, images,3888,24,0.003689,7.9257
9, and,285,11,0.007745,8.6673
10, on,327,25,0.004498,7.7934
10, in,275,9,0.00925,8.5144
10, a,247,2,0.017127,9.1304
10,"
",187,42,0.002233,7.0933
10, of,273,4,0.015765,9.0475
10, the,253,7,0.009605,8.5521
10, are,403,10,0.008602,8.4418
10, text,2505,1,0.031534,9.7408
10, images,3888,27,0.003484,7.538
10, and,285,19,0.005472,7.9893
11, on,327,19,0.010528,10.1655
11, in,275,2,0.054031,11.8011
11, a,247,3,0.042755,11.567
11,"
",187,28,0.005813,9.5716
11, of,273,11,0.017962,10.6998
11, the,253,7,0.025103,11.0345
11, are,403,53,0.002338,8.6607
11, text,2505,6,0.029339,11.1904
11, images,3888,12,0.016683,10.6259
11, and,285,8,0.021324,10.8713
12, on,327,10,0.017599,10.6599
12, in,275,5,0.042763,11.5478
12, a,247,2,0.064522,11.9591
12,"
",187,23,0.00648,9.6609
12, of,273,1,0.064802,11.9634
12, the,253,8,0.022522,10.9066
12, are,403,65,0.001659,8.298
12, text,2505,9,0.020082,10.7919
12, images,3888,18,0.010548,10.148
12, and,285,3,0.04816,11.6666
13, on,327,5,0.04148,11.5582
13, in,275,3,0.050685,11.7586
13, a,247,11,0.021927,10.9207
13,"
",187,6,0.037221,11.4498
13, of,273,2,0.058112,11.8953
13, the,253,14,0.011806,10.3016
13, are,403,9,0.023735,10.9999
13, text,2505,7,0.03145,11.2813
13, images,3888,32,0.003318,9.0323
13, and,285,1,0.059362,11.9166
14, on,327,1,0.079891,12.3064
14, in,275,3,0.054487,11.9237
14, a,247,6,0.036923,11.5345
14,"
",187,5,0.03785,11.5594
14, of,273,2,0.05714,11.9712
14, the,253,11,0.015014,10.6347
14, are,403,9,0.016376,10.7216
14, text,2505,12,0.013401,10.521
14, images,3888,28,0.004269,9.3772
14, and,285,4,0.045988,11.7541
15, on,327,1,0.053599,12.9177
15, in,275,2,0.052746,12.9017
15, a,247,3,0.048492,12.8176
