layer,token,token_id,rank,prob,logit
0, it,352,15,0.002743,6.6483
0, the,253,35,0.001658,6.145
0, color,3295,19437,6e-06,0.5394
0, of,273,2,0.021722,8.7176
0, a,247,549,0.000222,4.1362
0, we,359,1,0.02534,8.8716
0, different,1027,1630,9.8e-05,3.3146
0, contrast,4499,18024,7e-06,0.672
0,",",13,1011,0.000147,3.72
0, humans,7497,11723,1.3e-05,1.3276
1, it,352,6,0.005507,7.4578
1, the,253,3,0.00649,7.6222
1, color,3295,14972,9e-06,1.015
1, of,273,1,0.041853,9.486
1, a,247,21,0.002171,6.5271
1, we,359,9,0.004291,7.2083
1, different,1027,1639,9.8e-05,3.427
1, contrast,4499,13977,1e-05,1.1204
1,",",13,81,0.000814,5.5466
1, humans,7497,8902,1.8e-05,1.7389
2, it,352,3,0.013466,8.462
2, the,253,2,0.014993,8.5694
2, color,3295,5678,2.8e-05,2.277
2, of,273,1,0.051707,9.8074
2, a,247,16,0.003128,7.0023
2, we,359,7,0.008368,7.9863
2, different,1027,1352,0.000106,3.6206
2, contrast,4499,12559,1e-05,1.2895
2,",",13,24,0.002243,6.6698
2, humans,7497,1668,8.9e-05,3.4381
3, it,352,4,0.009211,8.2148
3, the,253,11,0.007009,7.9416
3, color,3295,18618,5e-06,0.6417
3, of,273,3,0.012207,8.4964
3, a,247,110,0.000662,5.5812
3, we,359,10,0.007137,7.9597
3, different,1027,1166,0.000116,3.8376
3, contrast,4499,9198,1.4e-05,1.7251
3,",",13,139,0.000569,5.4307
3, humans,7497,5779,2.5e-05,2.2933
4, it,352,3,0.016189,8.8267
4, the,253,5,0.013152,8.6189
4, color,3295,29771,2e-06,-0.43
4, of,273,2,0.026743,9.3286
4, a,247,48,0.001499,6.447
4, we,359,6,0.012655,8.5804
4, different,1027,2629,5.3e-05,3.0982
4, contrast,4499,17326,5e-06,0.7635
4,",",13,74,0.001071,6.1106
4, humans,7497,16158,6e-06,0.8822
5, it,352,1,0.112095,11.2745
5, the,253,7,0.019708,9.5362
5, color,3295,17575,3e-06,0.775
5, of,273,3,0.048337,10.4334
5, a,247,54,0.001141,6.6869
5, we,359,5,0.041382,10.278
5, different,1027,1107,7.4e-05,3.9518
5, contrast,4499,8412,9e-06,1.878
5,",",13,44,0.001563,7.0019
5, humans,7497,7223,1.1e-05,2.0694
6, it,352,2,0.056902,9.9297
6, the,253,7,0.009961,8.187
6, color,3295,16719,6e-06,0.7766
6, of,273,3,0.02886,9.2508
6, a,247,77,0.000776,5.6346
6, we,359,5,0.020266,8.8974
6, different,1027,606,0.000171,4.1211
6, contrast,4499,7807,1.7e-05,1.8107
6,",",13,120,0.000558,5.3046
6, humans,7497,2893,4.8e-05,2.8464
7, it,352,1,0.081154,10.6219
7, the,253,9,0.011461,8.6645
7, color,3295,12479,7e-06,1.2362
