layer,token,token_id,rank,prob,logit
0, a,247,95,0.000503,4.7902
0, an,271,4063,3.6e-05,2.1402
0, used,908,1326,8.2e-05,2.9755
0, known,1929,3077,4.5e-05,2.3646
0, provided,2530,31531,3e-06,-0.4443
0, typically,5431,9693,1.6e-05,1.332
0, generally,3839,13097,1.1e-05,0.9872
0, commonly,7744,16405,8e-06,0.7015
0, often,2223,10408,1.5e-05,1.255
0, disclosed,10557,18591,7e-06,0.5273
1, a,247,73,0.000674,5.0079
1, an,271,3190,4.5e-05,2.3095
1, used,908,643,0.000141,3.4429
1, known,1929,1385,8.6e-05,2.9438
1, provided,2530,24706,5e-06,0.0714
1, typically,5431,10379,1.6e-05,1.243
1, generally,3839,6687,2.4e-05,1.6877
1, commonly,7744,7963,2.1e-05,1.5248
1, often,2223,7916,2.1e-05,1.5287
1, disclosed,10557,13825,1.1e-05,0.917
2, a,247,70,0.000675,4.9897
2, an,271,2137,6.5e-05,2.6563
2, used,908,593,0.000155,3.5175
2, known,1929,645,0.000146,3.4595
2, provided,2530,11109,1.5e-05,1.188
2, typically,5431,6611,2.5e-05,1.7129
2, generally,3839,5668,3e-05,1.8608
2, commonly,7744,3582,4.4e-05,2.2535
2, often,2223,6756,2.5e-05,1.6954
2, disclosed,10557,9338,1.8e-05,1.3738
3, a,247,53,0.001191,5.5723
3, an,271,967,0.000124,3.3125
3, used,908,252,0.00034,4.3197
3, known,1929,290,0.000301,4.1962
3, provided,2530,3551,4.8e-05,2.3523
3, typically,5431,4752,3.7e-05,2.0921
3, generally,3839,2542,6.1e-05,2.6082
3, commonly,7744,1474,9.2e-05,3.015
3, often,2223,5034,3.5e-05,2.0439
3, disclosed,10557,5145,3.4e-05,2.0225
4, a,247,57,0.001025,5.4008
4, an,271,572,0.000189,3.7126
4, used,908,63,0.00096,5.3354
4, known,1929,445,0.00023,3.9052
4, provided,2530,934,0.000134,3.3655
4, typically,5431,2092,7.3e-05,2.7661
4, generally,3839,638,0.000177,3.6434
4, commonly,7744,588,0.000185,3.6906
4, often,2223,3048,5.5e-05,2.4708
4, disclosed,10557,6060,3e-05,1.8769
5, a,247,256,0.000298,3.9835
5, an,271,902,0.000134,3.1869
5, used,908,10,0.00246,6.0954
5, known,1929,400,0.000227,3.7132
5, provided,2530,317,0.000263,3.8614
5, typically,5431,148,0.000448,4.3914
5, generally,3839,223,0.000326,4.0751
5, commonly,7744,266,0.000294,3.9694
5, often,2223,487,0.000199,3.5823
5, disclosed,10557,2274,7.1e-05,2.5532
6, a,247,69,0.000799,4.9364
6, an,271,152,0.000473,4.4121
6, used,908,4,0.004746,6.7176
6, known,1929,103,0.000604,4.6566
6, provided,2530,94,0.000653,4.7345
6, typically,5431,24,0.001503,5.5675
6, generally,3839,47,0.00111,5.2646
6, commonly,7744,90,0.000665,4.7516
6, often,2223,66,0.000832,4.9764
6, disclosed,10557,678,0.000169,3.3808
7, a,247,18,0.002633,6.3223
7, an,271,40,0.00158,5.8115
7, used,908,1,0.014429,8.0236
7, known,1929,45,0.001507,5.7646
7, provided,2530,9,0.003848,6.7019
7, typically,5431,15,0.00292,6.4258
7, generally,3839,17,0.002761,6.3698
7, commonly,7744,57,0.001249,5.5764
7, often,2223,19,0.002563,6.2954
7, disclosed,10557,264,0.000386,4.4029
8, a,247,18,0.001842,5.8002
8, an,271,52,0.001022,5.2107
8, used,908,1,0.013414,7.7855
8, known,1929,45,0.001154,5.3323
8, provided,2530,3,0.005535,6.9003
8, typically,5431,7,0.003621,6.4759
8, generally,3839,5,0.004532,6.7002
8, commonly,7744,36,0.001297,5.4491
8, often,2223,4,0.005453,6.8853
8, disclosed,10557,181,0.00044,4.368
9, a,247,31,0.001534,5.7185
9, an,271,23,0.002008,5.9879
9, used,908,1,0.011819,7.7605
9, known,1929,25,0.00187,5.9169
9, provided,2530,8,0.004524,6.8003
9, typically,5431,7,0.006234,7.1208
9, generally,3839,2,0.011718,7.7519
9, commonly,7744,13,0.002734,6.2965
9, often,2223,3,0.011487,7.732
9, disclosed,10557,60,0.001044,5.3336
10, a,247,34,0.001232,5.4235
10, an,271,14,0.002438,6.1064
10, used,908,3,0.00888,7.3989
10, known,1929,16,0.002129,5.9707
10, provided,2530,8,0.004821,6.7881
10, typically,5431,5,0.00766,7.2511
10, generally,3839,1,0.013625,7.827
10, commonly,7744,7,0.00494,6.8125
10, often,2223,2,0.013545,7.8211
10, disclosed,10557,18,0.001975,5.8959
11, a,247,25,0.002214,6.2753
11, an,271,15,0.003024,6.5872
11, used,908,5,0.011166,7.8935
11, known,1929,16,0.002852,6.5288
11, provided,2530,6,0.007997,7.5596
11, typically,5431,3,0.017119,8.3208
11, generally,3839,2,0.021134,8.5315
11, commonly,7744,8,0.005693,7.2199
11, often,2223,1,0.027522,8.7956
11, disclosed,10557,22,0.002409,6.3597
12, a,247,9,0.007682,7.7519
12, an,271,8,0.008199,7.817
12, used,908,10,0.006819,7.6326
12, known,1929,19,0.003909,7.0763
