prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
decl_screen_reader_001,screen reader,declarative,cloze,A screen reader is,"a software application that reads aloud the text on a computer screen. It is designed to be used by people who are blind or have low vision.

A screen reader is a software application that reads aloud the text on a computer screen. It is designed to be used by people who are blind or have low vision.

A screen reader is a software application that reads aloud the text on a computer screen. It is designed to be used by people who are blind or have low vision.",100,EleutherAI/pythia-2.8b
decl_wcag_001,WCAG,declarative,cloze,WCAG stands for,"the World Council of Churches. The WCC is a worldwide association of churches, which is made up of over 1,000 denominations and over 100 million members. The WCC is a member of the World Council of Churches, which is a global network of churches.

The WCC is a member of the World Council of Churches, which is a global network of churches. The WCC is a member of the World Council of Churches, which is a global network of",100,EleutherAI/pythia-2.8b
decl_skip_link_001,skip link,declarative,cloze,A skip link is,"a link that is used to skip a section of a web page. The skip link is typically used to skip a section of a web page that is not relevant to the current page. For example, a skip link may be used to skip a section of a web page that is not relevant to the current page. The skip link may be used to skip a section of a web page that is not relevant to the current page. The skip link may be used to skip a section of a web page",100,EleutherAI/pythia-2.8b
decl_alt_text_001,alt text,declarative,cloze,The purpose of alt text is,"to provide a brief description of the image.

The alt text is not displayed in the browser window.

The alt text is used to provide a brief description of the image.

The alt text is not displayed in the browser window.

The alt text is used to provide a brief description of the image.

The alt text is not displayed in the browser window.

The alt text is used to provide a brief description of the image.

The alt",100,EleutherAI/pythia-2.8b
decl_aria_001,ARIA,declarative,cloze,ARIA stands for,"“A Rational Approach to Information and Automation”.

The ARIA framework is a set of principles and guidelines for the design of intelligent systems. It is a set of principles and guidelines for the design of intelligent systems. It is a set of principles and guidelines for the design of intelligent systems.

The ARIA framework is a set of principles and guidelines for the design of intelligent systems. It is a set of principles and guidelines for the design of intelligent systems. It is a set",100,EleutherAI/pythia-2.8b
decl_focus_indicator_001,focus indicator,declarative,cloze,A focus indicator is,a device that is used to indicate the focus of a camera. The focus indicator is typically a small light source that is mounted on the camera. The light source is typically a light emitting diode (LED) that is mounted on the camera. The light source is typically mounted on the camera in a position that is substantially parallel to the optical axis of the camera. The light source is typically mounted on the camera in a position that is substantially parallel to the optical axis of the camera. The light source is,100,EleutherAI/pythia-2.8b
decl_keyboard_nav_001,keyboard navigation,declarative,cloze,Keyboard navigation allows,"you to navigate through the pages of this website.

The navigation bar at the top of the page allows you to move between pages of this website.

The navigation bar at the bottom of the page allows you to move between pages of this website.

The navigation bar at the top of the page allows you to move between pages of this website.

The navigation bar at the bottom of the page allows you to move between pages of this website.

The navigation bar at",100,EleutherAI/pythia-2.8b
decl_color_contrast_001,color contrast,declarative,cloze,Color contrast is important because,"it is a key factor in determining the quality of a printed image. In a color image, the colors of the image are represented by a combination of three primary colors, red, green, and blue. The colors of the image are represented by the amount of each color in the image. The colors of the image are represented by the amount of each color in the image. The colors of the image are represented by the amount of each color in the image. The colors of the image are represented by",100,EleutherAI/pythia-2.8b
decl_semantic_html_001,semantic HTML,declarative,cloze,Semantic HTML helps,"you create semantic HTML documents.

Semantic HTML is a set of HTML elements and attributes that help you create semantic HTML documents.

Semantic HTML is a set of HTML elements and attributes that help you create semantic HTML documents.

Semantic HTML is a set of HTML elements and attributes that help you create semantic HTML documents.

Semantic HTML is a set of HTML elements and attributes that help you create semantic HTML documents.

Semantic HTML is a set of HTML",100,EleutherAI/pythia-2.8b
decl_captions_001,captions,declarative,cloze,Captions are used for,the purpose of identifying the subject of a photograph. The captions are typically written in a language that is understood by the viewer of the photograph. The captions are typically written in a language that is understood by the viewer of the photograph. The captions are typically written in a language that is understood by the viewer of the photograph. The captions are typically written in a language that is understood by the viewer of the photograph. The captions are typically written in a language that is understood by the,100,EleutherAI/pythia-2.8b
eval_alt_text_001,alt text,evaluative,code_review,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,"The following code is not accessible because it doesn't have what? <img src='photo.jpg'>

The following code is not accessible because it doesn't have what? <img src='photo.jpg'>

The following code is not accessible because it doesn't have what? <img src='photo.jpg'>

The following code is not accessible because it doesn't have what? <img src='photo.jpg'>

The following code is not accessible",100,EleutherAI/pythia-2.8b
