token_id,b_U
0,1.0352717638015747
1,-0.2972644567489624
2,1.093287467956543
3,1.2062729597091675
4,0.7754297256469727
5,0.8013126254081726
6,0.7336165308952332
7,0.8643105030059814
8,1.2551517486572266
9,1.2770538330078125
10,1.1116985082626343
11,1.2191417217254639
12,0.990657389163971
13,2.1109371185302734
14,2.007633924484253
15,1.9264874458312988
16,1.5327036380767822
17,0.9486234784126282
18,1.284658432006836
19,1.1796050071716309
20,1.052220106124878
21,0.9666391611099243
22,0.8840227127075195
23,0.8015239238739014
24,0.8037322759628296
25,0.7982281446456909
26,0.7708793878555298
27,1.4358246326446533
28,1.3886902332305908
29,0.702905535697937
30,0.8660620450973511
31,0.7921627759933472
32,1.0597374439239502
33,0.7027713656425476
34,0.9734401702880859
35,0.9981586337089539
36,0.969011664390564
37,0.9219930768013
38,0.8250349164009094
39,0.9365331530570984
40,0.8959598541259766
41,0.9355260133743286
42,0.9754789471626282
43,0.8287881016731262
44,0.8604416847229004
45,0.9106346964836121
46,0.9850236177444458
47,0.9011616706848145
48,0.7755367159843445
49,0.9193228483200073
50,0.6796672940254211
51,0.9041281342506409
52,1.0038431882858276
53,0.9852578639984131
54,0.7369116544723511
55,0.8372180461883545
56,0.8916884064674377
57,0.7860685586929321
58,0.6656422019004822
59,0.7080148458480835
60,1.193455696105957
61,1.1446956396102905
62,0.9019030332565308
63,0.8590970635414124
64,1.4170587062835693
65,0.8343286514282227
66,1.0228214263916016
67,1.0445833206176758
68,1.0321992635726929
69,0.9671753644943237
70,0.7534980773925781
71,1.0341259241104126
72,0.9083315134048462
73,1.01963210105896
74,1.008845567703247
75,0.9352141618728638
76,0.9211245775222778
77,1.0499992370605469
78,0.9861513376235962
79,1.016347050666809
80,0.8925341367721558
81,0.9946932196617126
82,0.7143498659133911
83,0.9016165733337402
84,0.9931383728981018
85,0.9220654964447021
86,0.8367613554000854
87,0.9192831516265869
88,0.9691237211227417
89,0.8697161078453064
90,0.8112004995346069
91,0.8729295134544373
92,0.7556097507476807
93,0.7530791759490967
94,0.814609169960022
95,0.8872731328010559
96,0.004235446453094482
97,0.044165194034576416
98,-0.057814598083496094
99,0.13149338960647583
100,-0.01986628770828247
101,-0.02521491050720215
102,0.01655125617980957
103,0.0030592679977416992
104,-0.09093403816223145
105,0.023923516273498535
106,-0.08379155397415161
107,0.033177077770233154
108,-0.07501518726348877
109,-0.09386664628982544
110,-0.06933987140655518
111,0.016147255897521973
112,-0.07822626829147339
113,-0.03044503927230835
114,0.025001823902130127
115,0.062032341957092285
116,-0.005254507064819336
117,-0.04618328809738159
118,0.06762856245040894
119,-0.015781521797180176
120,-0.06957590579986572
121,-0.09215497970581055
122,-0.1908797025680542
123,-0.06879228353500366
124,0.009889066219329834
125,-0.05567967891693115
126,-0.30084019899368286
127,0.602025032043457
128,0.24742180109024048
129,0.31553253531455994
130,-0.009558022022247314
131,0.1088477373123169
132,-0.022514760494232178
133,0.04694938659667969
134,0.32945019006729126
135,0.32081419229507446
136,0.2575933337211609
137,-0.17783254384994507
138,0.27433347702026367
139,-0.09403890371322632
140,0.37431800365448
141,-0.012623310089111328
142,0.043415069580078125
143,-0.01303720474243164
144,-0.41358327865600586
145,0.14368778467178345
146,0.1123151183128357
147,0.23294135928153992
148,0.019271135330200195
149,0.2754490077495575
150,-0.00874185562133789
151,0.026026248931884766
152,-0.486209511756897
153,-0.5954139232635498
154,-0.5540878772735596
155,-0.43242335319519043
156,0.15503564476966858
157,0.16568270325660706
158,0.48683616518974304
159,-0.12134629487991333
160,-0.2369682788848877
161,0.36008334159851074
162,0.409466028213501
163,0.4928200840950012
164,0.39475786685943604
165,0.4759397506713867
166,0.2540707588195801
167,0.3044930100440979
168,0.35551005601882935
169,0.2571640908718109
170,-0.275806188583374
171,0.3414710462093353
172,0.1085050106048584
173,-0.5229964256286621
174,-0.4330780506134033
175,-0.8643980026245117
176,-0.5679327249526978
177,-0.5953576564788818
178,-0.15311700105667114
179,-0.3298470973968506
180,0.33882996439933777
181,-0.5514061450958252
182,-0.37657642364501953
183,-0.4908890724182129
184,-0.5295042991638184
185,-0.3604987859725952
186,0.8342741131782532
187,2.1467251777648926
188,-0.37913763523101807
189,0.1958591341972351
190,0.8548936247825623
191,-0.5964400768280029
192,0.03439444303512573
193,-0.10063868761062622
194,0.0064383745193481445
195,-0.5274914503097534
196,-0.1368054747581482
197,-0.0746690034866333
198,-0.0786542296409607
199,-0.14423108100891113
200,-0.20201295614242554
201,-0.11451876163482666
202,-0.14242637157440186
203,-0.22705495357513428
204,-0.0668097734451294
205,-0.07175803184509277
206,-0.31364887952804565
207,-0.3352425694465637
208,-0.4785376787185669
209,1.3540239334106445
210,-0.5107320547103882
211,0.09539914131164551
212,0.009945511817932129
213,0.06680142879486084
214,-0.06284981966018677
215,0.05714613199234009
216,0.06307131052017212
217,-0.017113208770751953
218,-0.0014308691024780273
219,0.06210529804229736
220,-0.0004729032516479492
221,0.056766390800476074
222,-0.002077817916870117
223,0.04378390312194824
224,0.05740278959274292
225,-0.005607187747955322
226,0.0242881178855896
227,0.013754010200500488
228,0.050905585289001465
229,0.016462385654449463
230,0.053209543228149414
231,-0.026861071586608887
232,0.07183736562728882
233,-0.13256531953811646
234,0.07427144050598145
235,0.03412818908691406
236,0.04875713586807251
237,0.11691933870315552
238,0.04120856523513794
239,0.15245673060417175
240,0.013878941535949707
241,0.042954206466674805
242,-0.06647312641143799
243,0.12873852252960205
244,0.08375084400177002
245,0.13850879669189453
246,1.192345380783081
247,1.6389992237091064
248,0.683078944683075
249,1.0456162691116333
250,0.8683477640151978
251,0.8395237922668457
252,0.06524968147277832
253,1.7915083169937134
254,0.6910288333892822
255,0.8281692862510681
256,1.1298298835754395
257,0.8947223424911499
258,1.1386809349060059
259,1.090477705001831
260,1.1889369487762451
261,0.876447319984436
262,0.7725121974945068
263,0.7965729832649231
264,0.7243987917900085
265,0.7372024655342102
266,0.849860668182373
267,0.8264709115028381
268,1.109660029411316
269,1.130698561668396
270,1.1304759979248047
271,1.3518027067184448
272,0.7809845209121704
273,1.7798105478286743
274,0.8003873229026794
275,1.8567149639129639
276,0.5544248819351196
277,1.1396141052246094
278,1.1280370950698853
279,0.4161526560783386
280,0.7114582061767578
281,1.7092047929763794
282,0.7487382292747498
283,1.0749598741531372
284,0.8442801237106323
285,1.9897292852401733
286,-0.8748496770858765
287,0.6006882786750793
288,1.094653844833374
289,0.8596644401550293
290,0.6152676343917847
291,0.4109806716442108
292,0.6017049551010132
293,0.6733946204185486
294,1.1675500869750977
295,1.0780906677246094
296,0.88872891664505
