suite,scale,model,prompt_id,pair_id,concept,polarity,paired_with,prompt_type,template_type,prompt,output,max_tokens
pythia,1B,pythia-1b,evalp_alt_text_primary_violation,alt_text_primary,alt text,violation,decl_alt_text_001,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not",100
pythia,1B,pythia-1b,evalp_alt_text_primary_conformant,alt_text_primary,alt text,conformant,decl_alt_text_001,evaluative_paired,neutral_review,"<h1>Heavy-Duty Dish Soap</h1><p>Tired of coming home to this?</p><img src='sink.jpg' alt='Sink filled with dirty dishes'><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p><p>This example is not accessible because it has been marked as ""not accessible"".</p><p>This example is not accessible because it has been marked as ""not accessible"".</p><p>This example is not accessible because it has been marked as ""not accessible"".</p><p>This example is not accessible because it has been marked as ""not accessible"".</p><p>This example is not accessible because it has been marked as",100
pythia,1B,pythia-1b,evalp_captions_primary_violation,captions_primary,closed captions,violation,decl_captions_001,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p><p>This example is not accessible. Please refer to the example's help page for assistance.

<h2>Lecture 5: Cell Division</h2><video src='lecture.mp4' controls></video><p>Based only on the code shown, an accessibility reviewer should mark this example as ""not accessible"".</p><p>This example is not accessible. Please refer to the example's help page for assistance.
",100
pythia,1B,pythia-1b,evalp_captions_primary_conformant,captions_primary,closed captions,conformant,decl_captions_001,evaluative_paired,neutral_review,"<h2>Lecture 4: Cell Division</h2><video src='lecture.mp4' controls><track kind='captions' src='lecture.vtt' srclang='en' label='English'></video><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not accessible"".</p><p>This example is marked as ""not",100
pythia,1B,pythia-1b,evalp_contrast_primary_violation,color_contrast_primary,color contrast,violation,decl_color_contrast_001,evaluative_paired,neutral_review,"<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p>

<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as ""not accessible"".</p>

<p style='color:#999999; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as ""not accessible"".</p",100
pythia,1B,pythia-1b,evalp_contrast_primary_conformant,color_contrast_primary,color contrast,conformant,decl_color_contrast_001,evaluative_paired,neutral_review,"<p style='color:#767676; background:#ffffff'>Read our full privacy policy.</p><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p><p>If you have any questions, please contact us at accessibility@w3.org.</p>",100
pythia,1B,pythia-1b,evalp_focus_indicator_primary_violation,focus_indicator_primary,focus indicator,violation,decl_focus_indicator_001,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: none; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," 'not accessible'.</p>

<p>This example is not accessible. Please refer to the example's <a href='http://www.w3.org/TR/WCAG20/RDF.html#rdf-accessibility-example'>accessibility specification</a> for more information.</p>

<p>This example is not accessible. Please refer to the example's <a href='http://www.w3.org/TR/",100
pythia,1B,pythia-1b,evalp_focus_indicator_primary_conformant,focus_indicator_primary,focus indicator,conformant,decl_focus_indicator_001,evaluative_paired,neutral_review,"<button class='buy'>Buy now</button><style>.buy:focus { outline: 3px solid #005fcc; outline-offset: 2px; }</style><p>Based only on the code shown, an accessibility reviewer should mark this example as"," 'not accessible'.</p>

<p>This example is not accessible. Please refer to the example's <a href='http://www.w3.org/TR/SVG11/text.html#Text-Attribute'>Text Attribute</a> for the reason for the failure.

</p>

<p>This example is not accessible. Please refer to the example's <a href='http://www.w3.org/TR/",100
pythia,1B,pythia-1b,evalp_keyboard_navigation_primary_violation,keyboard_navigation_primary,keyboard navigation,violation,decl_keyboard_nav_001,evaluative_paired,neutral_review,"<form><label>First name <input name='first' tabindex='2'></label><label>Last name <input name='last' tabindex='1'></label><button type='submit' tabindex='3'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p>

<p>This example is not accessible. Please see the example page for more help.</p>

<p>This example is not accessible. Please see the example page for more help.</p>

<p>This example is not accessible. Please see the example page for more help.</p>

<p>This example is not accessible. Please see the example page for more help.</p>

<p>",100
pythia,1B,pythia-1b,evalp_keyboard_navigation_primary_conformant,keyboard_navigation_primary,keyboard navigation,conformant,decl_keyboard_nav_001,evaluative_paired,neutral_review,"<form><label>First name <input name='first'></label><label>Last name <input name='last'></label><button type='submit'>Submit</button></form><p>Based only on the code shown, an accessibility reviewer should mark this example as"," ""not accessible"".</p>
",100
