domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
medical,oxygen_saturation,oxygen saturation,declarative,cloze,Oxygen saturation refers to,"the percentage of oxygen in the blood. The oxygen saturation of the blood is measured by a pulse oximeter. The pulse oximeter is a device that measures the amount of light reflected from the skin of a patient. The pulse oximeter is typically attached to a finger, earlobe, or nose. The pulse oximeter measures the amount of light reflected from the skin of the patient. The pulse oximeter is calibrated to measure the amount of light reflected from the skin of",100,pythia-1b
medical,body_temperature,body temperature,declarative,cloze,Body temperature is,"a key factor in the development of the immune response to infection. The immune response is initiated by the activation of the hypothalamic-pituitary-adrenal (HPA) axis, which is a complex network of interrelated hormones and neurotransmitters that regulate the body's temperature. The HPA axis is activated by stress, and the HPA axis is also activated by infection. The HPA axis is also activated by the release of glucocorticoids, which are hormones that are produced by the adrenal",100,pythia-1b
medical,platelet_count,platelet count,declarative,cloze,Platelet count measures,"of the severity of coronary artery disease.
Platelet count is a simple, inexpensive, and noninvasive method of assessing the severity of coronary artery disease. The purpose of this study was to determine the correlation between the severity of coronary artery disease and platelet count. The study population consisted of patients with coronary artery disease who were admitted to the coronary care unit of a university hospital. The severity of coronary artery disease was assessed by the extent of coronary artery disease and the severity of congestive heart failure.",100,pythia-1b
medical,metabolic_panel,metabolic panel,declarative,cloze,A metabolic panel is,"a test that is used to determine the presence of metabolic abnormalities. The test is performed by measuring the levels of certain metabolites in the blood. The test is used to determine the presence of metabolic abnormalities, such as diabetes, high blood pressure, and high cholesterol.

The test is performed by measuring the levels of certain metabolites in the blood. The test is used to determine the presence of metabolic abnormalities, such as diabetes, high blood pressure, and high cholesterol.

The test is performed by",100,pythia-1b
medical,bacterial_infection,bacterial infection,declarative,cloze,A bacterial infection is caused by,"a variety of bacteria, including bacteria of the genus Staphylococcus. Staphylococcus aureus is a common cause of skin infections, particularly in the elderly. Staphylococcus aureus is a gram-positive, coccus-shaped bacterium that is found in the skin and mucous membranes of humans and animals. Staphylococcus aureus is a normal inhabitant of the skin and mucous membranes of humans and animals. Staphylococcus aureus is a normal inhabitant of the skin and mucous membranes of humans and animals.
St",100,pythia-1b
medical,magnetic_resonance,magnetic resonance,declarative,cloze,Magnetic resonance imaging is,"a powerful tool for the diagnosis of many diseases. However, the use of magnetic resonance imaging is limited by the need for a strong magnetic field and the requirement for a large amount of radio frequency power. The use of radio frequency power is limited by the fact that the radio frequency power is limited by the size of the antenna.
The use of a small antenna is desirable for many applications. For example, the use of a small antenna is desirable for the use of a magnetic resonance imaging system. The",100,pythia-1b
medical,multiple_sclerosis,multiple sclerosis,declarative,cloze,Multiple sclerosis is,"a chronic inflammatory disease of the central nervous system (CNS) that affects the myelin sheath of the axons of the neurons. The disease is characterized by a progressive loss of myelin, leading to a loss of the axons and a loss of the neurons. The disease is characterized by a progressive loss of myelin, leading to a loss of the axons and a loss of the neurons. The disease is characterized by a progressive loss of myelin, leading to a loss of the axons and a loss",100,pythia-1b
medical,complete_remission,complete remission,declarative,cloze,Complete remission means,"that the tumor has been completely eradicated.

Complete remission is a term used to describe the complete disappearance of a tumor.

Complete remission is a term used to describe the complete disappearance of a tumor.

Complete remission is a term used to describe the complete disappearance of a tumor.

Complete remission is a term used to describe the complete disappearance of a tumor.

Complete remission is a term used to describe the complete disappearance of a tumor.

Complete remission is a",100,pythia-1b
medical,bowel_resection,bowel resection,declarative,cloze,A bowel resection is,"a surgical procedure that is performed to remove a portion of the colon or rectum. The colon is a tube-like organ that is located in the lower part of the abdomen. The colon is divided into two sections, the cecum and the colon. The cecum is the portion of the colon that is located in the lower part of the abdomen. The colon is divided into two sections, the cecum and the colon. The colon is divided into two sections, the cec",100,pythia-1b
medical,organ_transplant,organ transplant,declarative,cloze,An organ transplant is,"a medical procedure that allows a person to live a normal life. The procedure is performed by transplanting a part of the body's own organs into the body of a person who is otherwise healthy.

The procedure is performed by transplanting a part of the body's own organs into the body of a person who is otherwise healthy.

The procedure is performed by transplanting a part of the body's own organs into the body of a person who is otherwise healthy.

The procedure is",100,pythia-1b
medical,therapeutic_dosage,therapeutic dosage,declarative,cloze,A therapeutic dosage is,"a dosage that is administered to a patient in a controlled manner to achieve a therapeutic effect. Therapeutic dosages are often administered to patients in a controlled manner to achieve a therapeutic effect. For example, a therapeutic dosage may be administered to a patient in a controlled manner to achieve a therapeutic effect, such as to reduce a pain level of the patient.
A therapeutic dosage may be administered to a patient in a controlled manner to achieve a therapeutic effect, such as to reduce a pain level of the patient",100,pythia-1b
medical,drug_interaction,drug interaction,declarative,cloze,A drug interaction occurs when,"a drug interacts with a drug or drug metabolite. The interaction may be a direct interaction between the drug and the drug metabolite, or an indirect interaction between the drug and the drug itself. The interaction may be a synergistic or antagonistic interaction.
The interaction between a drug and a drug metabolite may be a synergistic interaction, a synergistic interaction, a synergistic interaction, a synergistic interaction, a synergistic interaction, a synergistic interaction, a synergistic interaction, a synergistic interaction, a synergistic interaction, a synergistic interaction,",100,pythia-1b
medical,antibiotic_resistance,antibiotic resistance,declarative,cloze,Antibiotic resistance is,"a global health problem that is increasing at an alarming rate. The World Health Organization estimates that by 2050, antibiotic resistance will be responsible for the deaths of more than 1 billion people worldwide. The development of antibiotic resistance is a complex process that involves the transfer of resistance genes from one species to another. The transfer of resistance genes is mediated by a variety of mechanisms, including horizontal gene transfer, conjugation, and transduction.
The transfer of resistance genes from one species to another is mediated by a variety of",100,pythia-1b
