domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
medical,oxygen_saturation,oxygen saturation,declarative,cloze,Oxygen saturation refers to,"the percentage of hemoglobin in the blood that is oxygenated. The oxygen saturation of hemoglobin is a function of the amount of oxygen in the blood. The oxygen saturation of hemoglobin is a measure of the amount of oxygen in the blood. The oxygen saturation of hemoglobin is a measure of the amount of oxygen in the blood. The oxygen saturation of hemoglobin is a measure of the amount of oxygen in the blood.

Oxygen saturation refers to the percentage of hemoglobin in the blood that is oxygenated. The",100,pythia-2.8b
medical,body_temperature,body temperature,declarative,cloze,Body temperature is,"a key factor in the regulation of the immune system. Body temperature is regulated by the hypothalamus and the thermoregulatory center in the brain. The hypothalamus is a key regulator of body temperature, and the thermoregulatory center in the brain is a key regulator of body temperature. The thermoregulatory center in the brain is located in the hypothalamus, and the thermoregulatory center in the brain is located in the hypothalamus. The thermoregulatory center in the brain is located in",100,pythia-2.8b
medical,platelet_count,platelet count,declarative,cloze,Platelet count measures,"the number of platelets in a blood sample. The number of platelets in a blood sample is an important indicator of the health of a patient. For example, a low platelet count may indicate a condition known as thrombocytopenia, which is a condition in which the body does not produce enough platelets. Thrombocytopenia may be caused by a variety of conditions, including, for example, cancer, infection, and other diseases.
Platelet count is typically measured by a hematology analyzer. A",100,pythia-2.8b
medical,metabolic_panel,metabolic panel,declarative,cloze,A metabolic panel is,"a blood test that measures the levels of various substances in the blood. It is used to diagnose and monitor a number of diseases and conditions. A metabolic panel is a blood test that measures the levels of various substances in the blood. It is used to diagnose and monitor a number of diseases and conditions.

A metabolic panel is a blood test that measures the levels of various substances in the blood. It is used to diagnose and monitor a number of diseases and conditions. A metabolic panel is a blood",100,pythia-2.8b
medical,bacterial_infection,bacterial infection,declarative,cloze,A bacterial infection is caused by,"a bacterium that is capable of invading the body and causing disease. The bacterium is capable of invading the body through the skin, the mouth, the nose, the eyes, the ears, the vagina, the rectum, the urethra, the anus, the bloodstream, the lungs, the heart, the brain, the liver, the spleen, the kidneys, the intestines, the bone marrow, the bone, the joints, the muscles, the skin, the eyes, the ears",100,pythia-2.8b
medical,magnetic_resonance,magnetic resonance,declarative,cloze,Magnetic resonance imaging is,"a non-invasive imaging technique that uses a magnetic field and radio waves to produce images of the inside of the body. The images are produced by the interaction of the radio waves with the tissues of the body. The magnetic field is produced by a magnet, and the radio waves are generated by a radio frequency (RF) coil. The RF coil is typically placed in close proximity to the body, and the magnetic field is generated by the magnet.
Magnetic resonance imaging is used to produce images of",100,pythia-2.8b
medical,multiple_sclerosis,multiple sclerosis,declarative,cloze,Multiple sclerosis is,"a chronic inflammatory disease of the central nervous system (CNS) that is characterized by demyelination and axonal loss. The etiology of multiple sclerosis is unknown, but it is believed to be a complex interaction between genetic and environmental factors. The disease is more common in women than in men, and the incidence of multiple sclerosis increases with age. The disease is characterized by a relapsing-remitting course, with exacerbations and remissions. The relapsing-remitting course is the most common form",100,pythia-2.8b
medical,complete_remission,complete remission,declarative,cloze,Complete remission means,"that the cancer has been completely removed and that there are no signs of the disease.

Complete remission means that the cancer has been completely removed and that there are no signs of the disease.

Complete remission means that the cancer has been completely removed and that there are no signs of the disease.

Complete remission means that the cancer has been completely removed and that there are no signs of the disease.

Complete remission means that the cancer has been completely removed and that there are no",100,pythia-2.8b
medical,bowel_resection,bowel resection,declarative,cloze,A bowel resection is,"a surgical procedure that removes part of the bowel. It is performed to treat a number of conditions, including cancer, diverticulitis, and inflammatory bowel disease.

A bowel resection is a surgical procedure that removes part of the bowel. It is performed to treat a number of conditions, including cancer, diverticulitis, and inflammatory bowel disease.

A bowel resection is a surgical procedure that removes part of the bowel. It is performed to treat a number of conditions, including cancer, divert",100,pythia-2.8b
medical,organ_transplant,organ transplant,declarative,cloze,An organ transplant is,"a surgical procedure in which a person's own organs are transplanted into another person. The organs are removed from the donor and transplanted into the recipient. The recipient's body will then grow new organs and tissues to replace those that were removed.

The first successful human organ transplant was performed in 1954. Since then, thousands of people have received transplants.

The first successful organ transplant was performed in 1954. Since then, thousands of people have received transplants.

The first successful human",100,pythia-2.8b
medical,therapeutic_dosage,therapeutic dosage,declarative,cloze,A therapeutic dosage is,"a dosage that is effective for the treatment of a disease or condition.

A therapeutic dosage is a dosage that is effective for the treatment of a disease or condition.

A therapeutic dosage is a dosage that is effective for the treatment of a disease or condition.

A therapeutic dosage is a dosage that is effective for the treatment of a disease or condition.

A therapeutic dosage is a dosage that is effective for the treatment of a disease or condition.

A therapeutic dosage is",100,pythia-2.8b
medical,drug_interaction,drug interaction,declarative,cloze,A drug interaction occurs when,"a drug is given in combination with another drug. The interaction may be beneficial or harmful. For example, a drug may be given in combination with another drug to treat a disease. The drug may be given in combination with another drug to treat a disease because the drug is more effective when given in combination with another drug. The drug may be given in combination with another drug to treat a disease because the drug is less effective when given in combination with another drug. The drug may be given in combination with",100,pythia-2.8b
