domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
finance,cash_flow,cash flow,declarative,cloze,Cash flow is,the amount of money that a business generates in a given period of time. Cash flow is a measure of the ability of a business to generate cash. Cash flow is a measure of the ability of a business to generate cash. Cash flow is a measure of the ability of a business to generate cash. Cash flow is a measure of the ability of a business to generate cash. Cash flow is a measure of the ability of a business to generate cash. Cash flow is a measure of the ability of a,100,pythia-2.8b
finance,balance_sheet,balance sheet,declarative,cloze,A balance sheet is,"a financial statement that shows the assets and liabilities of a business. It is a snapshot of the financial position of a business at a particular point in time.

A balance sheet is a snapshot of the financial position of a business at a particular point in time. It is a snapshot of the financial position of a business at a particular point in time.

A balance sheet is a snapshot of the financial position of a business at a particular point in time. It is a snapshot of the financial",100,pythia-2.8b
finance,journal_entry,journal entry,declarative,cloze,A journal entry is,"a record of your thoughts, feelings, and experiences. It is a way to document your thoughts and feelings. It is a way to share your thoughts and feelings with others. It is a way to express yourself.

A journal entry is a record of your thoughts, feelings, and experiences. It is a way to document your thoughts and feelings. It is a way to share your thoughts and feelings with others. It is a way to express yourself.

A journal entry is a record",100,pythia-2.8b
finance,accelerated_depreciation,accelerated depreciation,declarative,cloze,Accelerated depreciation is,"a tax deduction that allows you to deduct the full cost of a capital asset over a shorter period of time.

The IRS allows you to deduct the full cost of a capital asset over a shorter period of time. For example, if you purchase a new car, you can deduct the full cost of the car over a shorter period of time.

The IRS allows you to deduct the full cost of a capital asset over a shorter period of time. For example, if you purchase a new",100,pythia-2.8b
finance,impairment_goodwill,impairment goodwill,declarative,cloze,Goodwill impairment occurs when,"a person's ability to perform a task is reduced due to a physical or mental condition.

The following are some examples of impairment:

A person who is unable to walk or stand for long periods of time

A person who is unable to perform a task due to a physical or mental condition

A person who is unable to perform a task due to a physical or mental condition that is permanent or long-lasting

A person who is unable to perform a task due to",100,pythia-2.8b
finance,yield_maturity,yield maturity,declarative,cloze,Yield to maturity is,"a measure of the total amount of grain produced from a crop at the end of the growing season. It is calculated by dividing the weight of a sample of the crop by the number of seeds per bushel. Yield to maturity is usually reported on a per acre basis.

Yield to maturity is a measure of the total amount of grain produced from a crop at the end of the growing season. It is calculated by dividing the weight of a sample of the crop by the number of seeds",100,pythia-2.8b
finance,bond_coupon,bond coupon,declarative,cloze,A bond coupon is,"a coupon that is issued by a bond issuer to a bondholder. The coupon is a fixed amount of money that is paid to the bondholder at the time of the bond's maturity. The coupon is usually expressed as a percentage of the face value of the bond. The coupon is usually paid to the bondholder at the time of the bond's maturity.

A bond coupon is a fixed amount of money that is paid to the bondholder at the time of the bond's maturity.",100,pythia-2.8b
finance,credit_spread,credit spread,declarative,cloze,A credit spread is,"a financial instrument that is used to spread the risk of default on a loan or other financial obligation. The credit spread is the difference between the amount of the loan or other financial obligation and the amount of the credit risk premium. The credit risk premium is the amount of money that the lender is willing to pay to insure against the risk of default. The credit spread is the amount of money that the borrower is willing to pay to insure against the risk of default.
The credit spread is typically calculated",100,pythia-2.8b
finance,modified_duration,modified duration,declarative,cloze,Modified duration measures,"for the assessment of the quality of life in patients with chronic obstructive pulmonary disease.
The aim of this study was to develop and validate a modified version of the Quality of Life Questionnaire (QLQ-C30) for the assessment of the quality of life in patients with chronic obstructive pulmonary disease (COPD). The QLQ-C30 was modified by adding a new item to assess the impact of dyspnea on the quality of life. The modified QLQ-C30 was administered to a",100,pythia-2.8b
finance,interest_swap,interest swap,declarative,cloze,An interest swap is,"a type of swap that allows you to borrow money from a bank and then pay it back to the bank at a later date. The interest rate on the loan is usually higher than the rate you would get on a traditional loan.

Interest rate swaps are a type of swap that allows you to borrow money from a bank and then pay it back to the bank at a later date. The interest rate on the loan is usually higher than the rate you would get on a traditional loan.",100,pythia-2.8b
finance,call_option,call option,declarative,cloze,A call option gives,"the buyer the right to buy a security at a fixed price (the strike price) on or before a specified date. The buyer pays a premium for the right to buy the security at the fixed price. The buyer can exercise the right by buying the security at the fixed price. The buyer can also exercise the right by selling the security at the fixed price.

A call option is a derivative contract. A derivative contract is a contract that is based on the value of an underlying asset or a",100,pythia-2.8b
finance,commodity_futures,commodity futures,declarative,cloze,Commodity futures are,"a great way to make money.

But they are also a great way to lose money.

The Commodity Futures Trading Commission (CFTC) is the federal agency that regulates the futures markets.

The CFTC has been under fire for years for its lack of transparency and its failure to regulate the futures markets.

The CFTC has been under fire for years for its lack of transparency and its failure to regulate the futures markets.

The C",100,pythia-2.8b
finance,currency_hedge,currency hedge,declarative,cloze,A currency hedge is,"a financial instrument that is used to reduce the risk of currency fluctuations. It is a financial instrument that is used to reduce the risk of currency fluctuations. It is a financial instrument that is used to reduce the risk of currency fluctuations.

A currency hedge is a financial instrument that is used to reduce the risk of currency fluctuations. It is a financial instrument that is used to reduce the risk of currency fluctuations.

A currency hedge is a financial instrument that is used to reduce the risk of currency",100,pythia-2.8b
finance,implied_volatility,implied volatility,declarative,cloze,Implied volatility refers to,the volatility of the underlying asset that is not directly observable. The implied volatility is the volatility of the asset that is implied by the price of the asset. The implied volatility is the volatility of the asset that is implied by the price of the asset. The implied volatility is the volatility of the asset that is implied by the price of the asset. The implied volatility is the volatility of the asset that is implied by the price of the asset. The implied volatility is the volatility of the asset that is implied,100,pythia-2.8b
finance,zero_collar,zero collar,declarative,cloze,A zero collar strategy,"for the treatment of chronic pain.
The purpose of this study was to determine the effectiveness of a zero collar strategy for the treatment of chronic pain. A total of 30 patients with chronic pain were randomly assigned to either a zero collar group or a standard collar group. The zero collar group wore a soft, non-stretching, non-elastic, non-elasticated, non-elasticated, non-elasticated, non-elasticated, non-elasticated, non-elasticated",100,pythia-2.8b
finance,diluted_earnings,diluted earnings,declarative,cloze,Diluted earnings per share is,"a measure of a company's profitability. It is calculated by dividing the company's earnings per share by the number of shares outstanding.

Diluted earnings per share is a measure of a company's profitability. It is calculated by dividing the company's earnings per share by the number of shares outstanding.

Diluted earnings per share is a measure of a company's profitability. It is calculated by dividing the company's earnings per share by the number of shares outstanding.",100,pythia-2.8b
finance,price_ratio,price ratio,declarative,cloze,The price to earnings ratio is,"a measure of the price of a stock relative to its earnings. It is calculated by dividing the stock's price by its earnings per share.

The price to earnings ratio is a measure of the price of a stock relative to its earnings per share. It is calculated by dividing the stock's price by its earnings per share.

The price to earnings ratio is a measure of the price of a stock relative to its earnings per share. It is calculated by dividing the stock's price by its",100,pythia-2.8b
