domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
medical,oxygen_saturation,oxygen saturation,declarative,cloze,Oxygen saturation refers to,6,4.1736,0.8669,7.1345,0.0926,OLMo-2-0425-1B
medical,body_temperature,body temperature,declarative,cloze,Body temperature is,4,5.8286,4.4339,7.1345,4.4339,OLMo-2-0425-1B
medical,platelet_count,platelet count,declarative,cloze,Platelet count measures,5,4.5643,3.1053,7.1345,3.1053,OLMo-2-0425-1B
medical,metabolic_panel,metabolic panel,declarative,cloze,A metabolic panel is,5,4.9433,1.3632,8.0804,1.3632,OLMo-2-0425-1B
medical,bacterial_infection,bacterial infection,declarative,cloze,A bacterial infection is caused by,7,4.2561,2.6002,8.0804,0.369,OLMo-2-0425-1B
medical,magnetic_resonance,magnetic resonance,declarative,cloze,Magnetic resonance imaging is,6,4.1737,2.0418,7.1345,0.8166,OLMo-2-0425-1B
medical,multiple_sclerosis,multiple sclerosis,declarative,cloze,Multiple sclerosis is,4,5.2529,2.2766,8.0066,2.2766,OLMo-2-0425-1B
medical,complete_remission,complete remission,declarative,cloze,Complete remission means,5,4.8551,3.1224,7.1345,3.1224,OLMo-2-0425-1B
medical,bowel_resection,bowel resection,declarative,cloze,A bowel resection is,6,4.1897,2.1516,8.0804,0.6705,OLMo-2-0425-1B
medical,organ_transplant,organ transplant,declarative,cloze,An organ transplant is,5,4.9914,2.6015,7.1345,2.6015,OLMo-2-0425-1B
medical,therapeutic_dosage,therapeutic dosage,declarative,cloze,A therapeutic dosage is,5,5.5168,3.0292,8.0804,2.7192,OLMo-2-0425-1B
medical,drug_interaction,drug interaction,declarative,cloze,A drug interaction occurs when,6,4.5174,2.0626,8.0804,0.4449,OLMo-2-0425-1B
medical,antibiotic_resistance,antibiotic resistance,declarative,cloze,Antibiotic resistance is,6,3.9705,2.7681,7.1345,1.6556,OLMo-2-0425-1B
medical,gastrointestinal_absorption,gastrointestinal absorption,declarative,cloze,Gastrointestinal absorption refers to,7,3.7384,1.6268,7.1345,0.1111,OLMo-2-0425-1B
medical,respiratory_tract,respiratory tract,declarative,cloze,The respiratory tract is,5,5.1618,3.8811,8.5535,2.7661,OLMo-2-0425-1B
medical,cerebral_cortex,cerebral cortex,declarative,cloze,The cerebral cortex is,5,4.8806,2.906,8.5535,2.7284,OLMo-2-0425-1B
medical,informed_consent,informed consent,declarative,cloze,Informed consent requires,5,4.9948,4.1309,7.1345,3.8882,OLMo-2-0425-1B
medical,clinical_trial,clinical trial,declarative,cloze,A clinical trial is,5,5.3742,2.0756,8.0804,2.0756,OLMo-2-0425-1B
medical,nerve_damage,nerve damage,declarative,cloze,Nerve damage can result in,7,4.7493,4.99,7.1345,1.1307,OLMo-2-0425-1B
medical,chest_pain,chest pain,declarative,cloze,Chest pain can indicate,6,4.8764,3.4276,7.1345,2.659,OLMo-2-0425-1B
medical,bone_marrow,bone marrow,declarative,cloze,Bone marrow is,4,5.0297,3.2131,7.1345,3.2131,OLMo-2-0425-1B
medical,brain_stem,brain stem,declarative,cloze,The brain stem controls,5,5.3885,3.882,8.5535,3.0796,OLMo-2-0425-1B
medical,birth_defect,birth defect,declarative,cloze,A birth defect is,5,5.1656,2.1338,8.0804,2.1338,OLMo-2-0425-1B
medical,wound_care,wound care,declarative,cloze,Wound care is,5,5.3239,3.4771,7.1345,3.4771,OLMo-2-0425-1B
medical,pain_management,pain management,declarative,cloze,Pain management involves,5,5.3692,4.4921,7.1345,4.1652,OLMo-2-0425-1B
medical,blood_clot,blood clot,declarative,cloze,A blood clot is,5,5.0399,1.82,8.0804,1.82,OLMo-2-0425-1B
medical,tumor_growth,tumor growth,declarative,cloze,Tumor growth is,5,5.7423,4.7014,7.1345,4.5723,OLMo-2-0425-1B
medical,joint_replacement,joint replacement,declarative,cloze,A joint replacement is,5,5.0816,2.2239,8.0804,2.2239,OLMo-2-0425-1B
medical,immune_response,immune response,declarative,cloze,An immune response is,5,5.0869,3.4677,7.1345,3.4677,OLMo-2-0425-1B
medical,viral_infection,viral infection,declarative,cloze,A viral infection is caused by,7,4.1477,1.9951,8.0804,0.2865,OLMo-2-0425-1B
medical,chronic_pain,chronic pain,declarative,cloze,Chronic pain is,5,5.1428,3.4744,7.1345,3.4744,OLMo-2-0425-1B
medical,mental_health,mental health,declarative,cloze,Mental health refers to,6,4.1386,2.6728,7.1345,0.1113,OLMo-2-0425-1B
medical,spinal_cord,spinal cord,declarative,cloze,The spinal cord is,5,4.6956,2.9709,8.5535,1.8975,OLMo-2-0425-1B
medical,scar_tissue,scar tissue,declarative,cloze,Scar tissue is,4,4.7814,3.7109,7.1345,3.7109,OLMo-2-0425-1B
medical,fluid_retention,fluid retention,declarative,cloze,Fluid retention can cause,5,5.2033,5.2983,7.1345,3.2454,OLMo-2-0425-1B
medical,sleep_apnea,sleep apnea,declarative,cloze,Sleep apnea is,5,3.6481,1.9833,7.1345,0.2265,OLMo-2-0425-1B
medical,muscle_spasm,muscle spasm,declarative,cloze,A muscle spasm is,6,4.2444,2.3568,8.0804,0.1618,OLMo-2-0425-1B
medical,breast_cancer,breast cancer,declarative,cloze,Breast cancer is,5,4.0087,2.4243,7.1345,1.7596,OLMo-2-0425-1B
medical,lung_cancer,lung cancer,declarative,cloze,Lung cancer is,5,4.9217,2.3348,7.1345,2.3348,OLMo-2-0425-1B
medical,skin_graft,skin graft,declarative,cloze,A skin graft is,5,5.0428,1.9092,8.0804,1.9092,OLMo-2-0425-1B
medical,stem_cell,stem cell,declarative,cloze,A stem cell is,5,4.692,1.9048,8.0804,1.5576,OLMo-2-0425-1B
medical,side_effect,side effect,declarative,cloze,A side effect is,5,4.7631,3.1283,8.0804,1.122,OLMo-2-0425-1B
