domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
accessibility,decl_screen_reader_001,screen reader,declarative,cloze,A screen reader is,5,5.2107,1.9129,8.0804,1.9129,OLMo-2-0425-1B
accessibility,decl_wcag_001,WCAG,declarative,cloze,WCAG stands for,5,3.5948,2.1629,7.1345,0.066,OLMo-2-0425-1B
accessibility,decl_skip_link_001,skip link,declarative,cloze,A skip link is,5,5.5619,2.6621,8.0804,2.6621,OLMo-2-0425-1B
accessibility,decl_alt_text_001,alt text,declarative,cloze,The purpose of alt text is,7,3.8751,0.7274,8.5535,0.2401,OLMo-2-0425-1B
accessibility,decl_aria_001,ARIA,declarative,cloze,ARIA stands for,5,5.0009,5.0281,7.1345,0.2147,OLMo-2-0425-1B
accessibility,decl_focus_indicator_001,focus indicator,declarative,cloze,A focus indicator is,5,4.8448,2.2264,8.0804,2.2264,OLMo-2-0425-1B
accessibility,decl_keyboard_nav_001,keyboard navigation,declarative,cloze,Keyboard navigation allows,4,5.0711,2.6791,7.1345,2.6791,OLMo-2-0425-1B
accessibility,decl_color_contrast_001,color contrast,declarative,cloze,Color contrast is important because,6,4.8831,3.6396,7.1345,2.8999,OLMo-2-0425-1B
accessibility,decl_semantic_html_001,semantic HTML,declarative,cloze,Semantic HTML helps,4,6.0574,4.9134,7.1345,4.9134,OLMo-2-0425-1B
accessibility,decl_captions_001,closed captions,declarative,cloze,Closed captions are used for,6,4.9845,5.1514,7.1345,2.0805,OLMo-2-0425-1B
accessibility,decl_keyboard_interaction_001,keyboard interaction,declarative,cloze,A keyboard interaction is,5,5.8849,3.6519,8.0804,3.6519,OLMo-2-0425-1B
accessibility,decl_section_heading_001,section heading,declarative,cloze,A section heading is,5,4.7823,2.7298,8.0804,1.6664,OLMo-2-0425-1B
accessibility,decl_text_alternative_001,text alternative,declarative,cloze,A text alternative is,5,5.0522,2.8828,8.0804,1.8274,OLMo-2-0425-1B
accessibility,decl_audio_description_001,audio description,declarative,cloze,An audio description is,5,5.6985,2.799,7.1345,2.799,OLMo-2-0425-1B
accessibility,decl_sign_language_001,sign language,declarative,cloze,Sign language is,4,4.3751,4.2541,7.1345,1.3866,OLMo-2-0425-1B
accessibility,decl_sensory_characteristics_001,sensory characteristics,declarative,cloze,Sensory characteristics are,6,4.7712,5.7002,7.1345,1.1413,OLMo-2-0425-1B
accessibility,decl_input_purpose_001,input purpose,declarative,cloze,An input purpose is,5,5.5757,3.2358,7.1345,3.2358,OLMo-2-0425-1B
accessibility,decl_target_size_001,target size,declarative,cloze,A target size is,5,5.7037,2.6711,8.0804,2.6711,OLMo-2-0425-1B
