prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
decl_screen_reader_001,screen reader,declarative,cloze,A screen reader is,"a device that reads text on a screen. It is used to read text on a computer or other device.

Screen readers are used to read text on a computer or other device.

Screen readers are used to read text on a computer or other device.

Screen readers are used to read text on a computer or other device.

Screen readers are used to read text on a computer or other device.

Screen readers are used to read text on a computer or other",100,gpt2-large
decl_wcag_001,WCAG,declarative,cloze,WCAG stands for,"Women's College American Honor Society. It is a non-profit organization that was founded in the early 1970s to promote the interests of women in college. It is a non-profit organization that was founded in the early 1970s to promote the interests of women in college.

The organization is a non-profit organization that was founded in the early 1970s to promote the interests of women in college. It is a non-profit organization that was founded in the early 1970s to promote the",100,gpt2-large
decl_skip_link_001,skip link,declarative,cloze,A skip link is,"a link that is not part of the main article.

Skip links are not part of the main article, but are included in the article for convenience.

Skip links are not part of the main article, but are included in the article for convenience.

Skip links are not part of the main article, but are included in the article for convenience.

Skip links are not part of the main article, but are included in the article for convenience.

Skip links are",100,gpt2-large
decl_alt_text_001,alt text,declarative,cloze,The purpose of alt text is,"to provide a way to provide a more readable alternative to the standard text.

The alt text is a text that is not part of the standard text. It is not part of the standard text because it is not part of the standard text.

The alt text is a text that is not part of the standard text. It is not part of the standard text because it is not part of the standard text.

The alt text is a text that is not part of the standard",100,gpt2-large
decl_aria_001,ARIA,declarative,cloze,ARIA stands for,"""Artificial Intelligence for Artists"" and is a new type of AI that can be used to create art. It's a new type of AI that can be used to create art.

Artificial intelligence is a new type of computer program that can be used to create art. It's a new type of computer program that can be used to create art.

Artificial intelligence is a new type of computer program that can be used to create art. It's a new type of computer",100,gpt2-large
decl_focus_indicator_001,focus indicator,declarative,cloze,A focus indicator is,"a visual indicator that shows the current focus of the application. It is used to indicate the current focus of the application.

The focus indicator is a visual indicator that shows the current focus of the application. It is used to indicate the current focus of the application.

The focus indicator is a visual indicator that shows the current focus of the application. It is used to indicate the current focus of the application.

The focus indicator is a visual indicator that shows the current focus of the",100,gpt2-large
decl_keyboard_nav_001,keyboard navigation,declarative,cloze,Keyboard navigation allows,"you to navigate through your music library, playlists, and playlists.

Playlists allow you to organize your music by genre, artist, or album.

Playlists allow you to organize your music by genre, artist, or album.

Playlists allow you to organize your music by genre, artist, or album.

Playlists allow you to organize your music by genre, artist, or album.

Playlists allow you to organize your music by genre,",100,gpt2-large
decl_color_contrast_001,color contrast,declarative,cloze,Color contrast is important because,"it allows you to see the difference between two colors.

The color contrast of a color is the difference between the two colors.

The color contrast of a color is the difference between the two colors.

The color contrast of a color is the difference between the two colors.

The color contrast of a color is the difference between the two colors.

The color contrast of a color is the difference between the two colors.

The color contrast of a color is",100,gpt2-large
decl_semantic_html_001,semantic HTML,declarative,cloze,Semantic HTML helps,"you to create rich, semantic web pages. It is a powerful tool for creating rich, semantic web pages.

Semantic HTML is a powerful tool for creating rich, semantic web pages. It is a powerful tool for creating rich, semantic web pages.

Semantic HTML is a powerful tool for creating rich, semantic web pages. It is a powerful tool for creating rich, semantic web pages.

Semantic HTML is a powerful tool for creating rich, semantic web pages. It",100,gpt2-large
decl_captions_001,closed captions,declarative,cloze,Closed captions are used for,"the purpose of providing a more accurate and complete description of the events in a film.

The following is a list of all the closed captions in the film.

The following is a list of all the closed captions in the film.

The following is a list of all the closed captions in the film.

The following is a list of all the closed captions in the film.

The following is a list of all the closed captions in the",100,gpt2-large
