domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
legal,due_process,due process,declarative,cloze,Due process is,"a cornerstone of our democracy. It is the bedrock of our system of government. It is the foundation of our system of justice. It is the foundation of our system of freedom.

The Constitution guarantees due process to all citizens. It guarantees that no one shall be deprived of life, liberty, or property without due process of law.

The Constitution also guarantees due process to the accused. It guarantees that no one shall be deprived of life, liberty, or property without due process of law",100,gpt2-large
legal,equal_protection,equal protection,declarative,cloze,Equal protection refers to,"the principle that all people are entitled to the same rights and privileges under the law.

The Equal Protection Clause of the Fourteenth Amendment to the United States Constitution guarantees that all people are entitled to the same rights and privileges under the law.

The Equal Protection Clause of the Fourteenth Amendment to the United States Constitution guarantees that all people are entitled to the same rights and privileges under the law.

The Equal Protection Clause of the Fourteenth Amendment to the United States Constitution guarantees that all",100,gpt2-large
legal,commerce_clause,commerce clause,declarative,cloze,The commerce clause is,"a provision of the Constitution that prohibits the federal government from regulating interstate commerce. The Commerce Clause was originally intended to prevent the federal government from regulating the price of cotton, but it has been interpreted to prohibit the federal government from regulating the price of any commodity.

The Commerce Clause is a part of the Constitution that prohibits the federal government from regulating interstate commerce. The Commerce Clause was originally intended to prevent the federal government from regulating the price of cotton, but it has been interpreted to prohibit the federal government",100,gpt2-large
legal,fifth_amendment,fifth amendment,declarative,cloze,The fifth amendment provides,"that no person shall be deprived of life, liberty, or property without due process of law. The Fifth Amendment is a fundamental right that is guaranteed to all Americans. It is a fundamental right that is guaranteed to all Americans. It is a fundamental right that is guaranteed to all Americans. It is a fundamental right that is guaranteed to all Americans. It is a fundamental right that is guaranteed to all Americans. It is a fundamental right that is guaranteed to all Americans. It is a fundamental right that is",100,gpt2-large
legal,free_speech,free speech,declarative,cloze,Free speech is a right that,"is protected by the First Amendment. The government cannot restrict speech on the basis of viewpoint.

The government cannot restrict speech on the basis of viewpoint.

The government cannot restrict speech on the basis of viewpoint.

The government cannot restrict speech on the basis of viewpoint.

The government cannot restrict speech on the basis of viewpoint.

The government cannot restrict speech on the basis of viewpoint.

The government cannot restrict speech on the basis of viewpoint.

The government",100,gpt2-large
legal,strict_liability,strict liability,declarative,cloze,Strict liability is a legal doctrine holding,"that a person who is negligent in a way that causes death or serious bodily injury is not liable for the death or injury.

The doctrine is based on the idea that a person is responsible for his or her own actions, and that the actions of others are not responsible for the actions of the person.

The doctrine is not a defense to criminal charges.

The doctrine is not available to the following:

A person who is a victim of a crime.

A",100,gpt2-large
legal,punitive_damages,punitive damages,declarative,cloze,Punitive damages are awarded to,"the injured party in a lawsuit. The amount of the damages is determined by the court.

Punitive damages are awarded to the injured party in a lawsuit. The amount of the damages is determined by the court.

Punitive damages are awarded to the injured party in a lawsuit. The amount of the damages is determined by the court.

Punitive damages are awarded to the injured party in a lawsuit. The amount of the damages is determined by the court.",100,gpt2-large
legal,sovereign_immunity,sovereign immunity,declarative,cloze,Sovereign immunity is,"a legal doctrine that protects the U.S. government from lawsuits brought by foreign governments. It is a cornerstone of the U.S. legal system.

The U.S. government has a long history of using sovereign immunity to shield itself from lawsuits brought by foreign governments.

The U.S. government has a long history of using sovereign immunity to shield itself from lawsuits brought by foreign governments.

The U.S. government has a long history of using sovereign immunity to",100,gpt2-large
legal,grand_indictment,grand indictment,declarative,cloze,A grand indictment is,a formal accusation of a crime. It is a formal accusation of a crime. It is a formal accusation of a crime. It is a formal accusation of a crime. It is a formal accusation of a crime. It is a formal accusation of a crime. It is a formal accusation of a crime. It is a formal accusation of a crime. It is a formal accusation of a crime. It is a formal accusation of a crime. It is a formal accusation of a crime. It is a,100,gpt2-large
legal,guilty_plea,guilty plea,declarative,cloze,A guilty plea is when,a person admits to a crime and pleads guilty to it. A guilty plea is a plea of guilty to a crime. A guilty plea is a plea of guilty to a crime. A guilty plea is a plea of guilty to a crime. A guilty plea is a plea of guilty to a crime. A guilty plea is a plea of guilty to a crime. A guilty plea is a plea of guilty to a crime. A guilty plea is a plea of guilty to a crime. A guilty plea,100,gpt2-large
