domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
medical,oxygen_saturation,oxygen saturation,declarative,cloze,Oxygen saturation refers to,"the amount of oxygen present in the air. Oxygen is a gas that is present in the air at all times. Oxygen is a gas that is present in the air at all times.

Oxygen saturation is measured in units of oxygen per cubic meter of air. Oxygen saturation is measured in units of oxygen per cubic meter of air.

Oxygen saturation is measured in units of oxygen per cubic meter of air.

Oxygen saturation is measured in units",100,gpt2-medium
medical,body_temperature,body temperature,declarative,cloze,Body temperature is,a key factor in the development of obesity. The body temperature of a person is determined by the amount of heat that is absorbed by the body. The body temperature of a person is determined by the amount of heat that is absorbed by the body. The body temperature of a person is determined by the amount of heat that is absorbed by the body. The body temperature of a person is determined by the amount of heat that is absorbed by the body. The body temperature of a person is determined by the amount,100,gpt2-medium
medical,platelet_count,platelet count,declarative,cloze,Platelet count measures,"the number of cells in a blood vessel. It is a measure of the number of cells in a blood vessel. It is a measure of the number of cells in a blood vessel.

Platelet count is a measure of the number of cells in a blood vessel. It is a measure of the number of cells in a blood vessel.

Platelet count is a measure of the number of cells in a blood vessel. It is a measure of the number of cells in a",100,gpt2-medium
medical,metabolic_panel,metabolic panel,declarative,cloze,A metabolic panel is,"a device that measures the metabolic rate of a person. It is used to determine the amount of energy a person needs to maintain a certain level of activity.

The metabolic panel is a device that measures the metabolic rate of a person. It is used to determine the amount of energy a person needs to maintain a certain level of activity.

The metabolic panel is a device that measures the metabolic rate of a person. It is used to determine the amount of energy a person needs to maintain a",100,gpt2-medium
medical,bacterial_infection,bacterial infection,declarative,cloze,A bacterial infection is caused by,"a bacterium that lives in the gut. The bacteria can cause a variety of symptoms, including diarrhea, abdominal pain, and fever.

Bacterial infections are usually caused by a bacterium that lives in the gut. The bacteria can cause a variety of symptoms, including diarrhea, abdominal pain, and fever.

Bacterial infections are usually caused by a bacterium that lives in the gut. The bacteria can cause a variety of symptoms, including diarrhea, abdominal pain, and fever.",100,gpt2-medium
medical,magnetic_resonance,magnetic resonance,declarative,cloze,Magnetic resonance imaging is,"a powerful tool for studying the brain. It can reveal the structure of the brain, and it can also reveal the structure of the brain's connections.

But it's also a tool for studying the brain's connections.

In a new study, researchers at the University of California, San Diego, have shown that magnetic resonance imaging can reveal the structure of the brain's connections.

The study, published in the journal Neuron, shows that MRI scans of the brains of healthy volunteers",100,gpt2-medium
medical,multiple_sclerosis,multiple sclerosis,declarative,cloze,Multiple sclerosis is,"a progressive neurodegenerative disease that affects millions of people worldwide. It is characterized by progressive loss of motor function, cognitive impairment, and loss of quality of life.

The disease is caused by a genetic mutation in the MS1 gene. The MS1 gene is located on chromosome 1. It is a gene that encodes for a protein called MS1R. MS1R is a protein that is expressed in the brain and spinal cord. It is a protein that is involved in the",100,gpt2-medium
medical,complete_remission,complete remission,declarative,cloze,Complete remission means,"that the patient has no further symptoms of the disease.

The disease is usually mild and usually goes away on its own.

The disease is usually mild and usually goes away on its own.

The disease is usually mild and usually goes away on its own.

The disease is usually mild and usually goes away on its own.

The disease is usually mild and usually goes away on its own.

The disease is usually mild and usually goes away on its own",100,gpt2-medium
medical,bowel_resection,bowel resection,declarative,cloze,A bowel resection is,"a procedure that removes the contents of the small intestine from the colon. It is performed by a surgeon who removes the colonic contents and then inserts a tube into the small intestine.

The procedure is usually performed by a doctor who has a specialised knowledge of the anatomy of the small intestine.

The procedure is usually performed by a doctor who has a specialised knowledge of the anatomy of the small intestine.

The procedure is usually performed by a doctor who has a specialised knowledge",100,gpt2-medium
medical,organ_transplant,organ transplant,declarative,cloze,An organ transplant is,"a procedure that allows a person to receive a new organ from another person.

The procedure is performed by a doctor who has the permission of the donor's family.

The donor's family must agree to the procedure.

The donor's family must also agree to the transplant.

The donor's family must also agree to the transplant.

The donor's family must also agree to the transplant.

The donor's family must also agree to the transplant.",100,gpt2-medium
medical,therapeutic_dosage,therapeutic dosage,declarative,cloze,A therapeutic dosage is,"a dose that is effective in treating a specific disease or condition. The dosage is usually given in a single dose, usually in a single dose of a drug.

A therapeutic dosage is usually given in a single dose, usually in a single dose of a drug.

A therapeutic dosage is usually given in a single dose, usually in a single dose of a drug.

A therapeutic dosage is usually given in a single dose, usually in a single dose of a drug.",100,gpt2-medium
medical,drug_interaction,drug interaction,declarative,cloze,A drug interaction occurs when,"two drugs interact with each other. This is called a drug interaction.

Drug Interactions

Drugs that interact with each other can cause side effects. These side effects include:

Drowsiness

Dizziness

Dry mouth

Nausea

Vomiting

These side effects can last for several hours or even days.

Drug Interactions can also cause side effects that are not serious. These side effects include:

D",100,gpt2-medium
medical,antibiotic_resistance,antibiotic resistance,declarative,cloze,Antibiotic resistance is,a major threat to human health. The emergence of antibiotic-resistant bacteria is a major public health concern. The emergence of antibiotic-resistant bacteria is a major public health concern. The emergence of antibiotic-resistant bacteria is a major public health concern. The emergence of antibiotic-resistant bacteria is a major public health concern. The emergence of antibiotic-resistant bacteria is a major public health concern. The emergence of antibiotic-resistant bacteria is a major public health concern. The emergence of antibiotic-resistant bacteria is a,100,gpt2-medium
medical,gastrointestinal_absorption,gastrointestinal absorption,declarative,cloze,Gastrointestinal absorption refers to,"the process of the absorption of nutrients from the gastrointestinal tract. The absorption of nutrients from the gastrointestinal tract is the process of the absorption of nutrients from the gastrointestinal tract. The absorption of nutrients from the gastrointestinal tract is the process of the absorption of nutrients from the gastrointestinal tract.

Gastrointestinal absorption is the process of the absorption of nutrients from the gastrointestinal tract. The absorption of nutrients from the gastrointestinal tract is the process of the absorption of nutrients from the gastrointestinal tract.

Gastro",100,gpt2-medium
medical,respiratory_tract,respiratory tract,declarative,cloze,The respiratory tract is,"a complex organ that includes the lungs, bronchus, and esophagus. The respiratory tract is composed of the lungs, bronchus, and esophagus. The lungs are the largest organ in the body and are responsible for breathing. The lungs are made up of two chambers, the upper and lower airways. The upper airways are the lungs and are the main source of oxygen to the body. The lower airways are the stomach, intestines, and small intestine. The",100,gpt2-medium
medical,cerebral_cortex,cerebral cortex,declarative,cloze,The cerebral cortex is,"a region of the brain that is responsible for the processing of sensory information. It is also involved in the regulation of emotions and cognition.

The cerebral cortex is a region of the brain that is responsible for the processing of sensory information. It is also involved in the regulation of emotions and cognition.

The cerebral cortex is a region of the brain that is responsible for the processing of sensory information. It is also involved in the regulation of emotions and cognition.

The cerebral cortex is a",100,gpt2-medium
medical,informed_consent,informed consent,declarative,cloze,Informed consent requires,"that the person giving the consent is aware of the nature of the information being disclosed and that the person giving the consent is aware of the consequences of the disclosure.

The following are examples of situations where informed consent is required:

When a person is being investigated for a crime.

When a person is being investigated for a crime. When a person is being investigated for a crime. When a person is being investigated for a crime.

When a person is being investigated for a",100,gpt2-medium
medical,clinical_trial,clinical trial,declarative,cloze,A clinical trial is,"a clinical trial conducted to evaluate the safety and efficacy of a drug or treatment.

The clinical trial is conducted by a clinical trial center, which is a licensed health care provider that conducts clinical trials.

A clinical trial is conducted by a clinical trial center, which is a licensed health care provider that conducts clinical trials.

A clinical trial is conducted by a clinical trial center, which is a licensed health care provider that conducts clinical trials.

A clinical trial is conducted by a",100,gpt2-medium
medical,nerve_damage,nerve damage,declarative,cloze,Nerve damage can result in,"a variety of symptoms, including dizziness, headache, nausea, vomiting, and blurred vision.

Nerve damage can result in a variety of symptoms, including dizziness, headache, nausea, vomiting, and blurred vision.

Nerve damage can result in a variety of symptoms, including dizziness, headache, nausea, vomiting, and blurred vision.

Nerve damage can result in a variety of symptoms, including dizziness, headache, nausea, vomiting, and blurred vision.",100,gpt2-medium
medical,chest_pain,chest pain,declarative,cloze,Chest pain can indicate,"a heart condition, but it's not always a sign of a heart attack.

The pain is usually mild and usually goes away within a few days.

But if you have chest pain, you may need to see your doctor.

The pain is usually mild and usually goes away within a few days.

But if you have chest pain, you may need to see your doctor.

The pain is usually mild and usually goes away within a few days.",100,gpt2-medium
medical,bone_marrow,bone marrow,declarative,cloze,Bone marrow is,"a vital organ for the body. It is the source of the body's own immune system, which protects the body from infection and disease.

The bone marrow is also the source of the body's own immune system, which protects the body from infection and disease.

The bone marrow is the source of the body's own immune system, which protects the body from infection and disease.

The bone marrow is the source of the body's own immune system, which protects the body from",100,gpt2-medium
medical,brain_stem,brain stem,declarative,cloze,The brain stem controls,"the body's breathing, breathing controls the body's heartbeat, and the heart controls the body's blood pressure.

The brain stem is the part of the brain that controls breathing, breathing controls the body's heartbeat, and the heart controls the body's blood pressure.

The brain stem is the part of the brain that controls breathing, breathing controls the body's heartbeat, and the heart controls the body's blood pressure.

The brain stem is the part of the brain that controls breathing",100,gpt2-medium
