domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
control,blue_sky,blue sky,declarative,cloze,A blue sky is,"seen over the city of Dresden, Germany, February 9, 2015. REUTERS/Fabrizio Bensch

FRANKFURT (Reuters) - The European Central Bank is likely to keep interest rates on hold at its meeting on Thursday, but it will be watching the euro zone economy closely, ECB President Mario Draghi said on Wednesday.

“We are likely to keep the key ECB interest rate on hold at 0.75 percent,” Draghi told a",100,pythia-12b
control,cold_water,cold water,declarative,cloze,Cold water is typically characterized by,"a temperature of less than about 40° F. (4.4° C.). Cold water is often used in swimming pools, spas, and other recreational water facilities. Cold water is also used in industrial applications, such as in cooling towers, and in commercial applications, such as in cooling towers, condensers, and evaporative coolers.
Cold water is typically supplied to a water cooling system by a cold water supply line. The cold water supply line is typically connected to a water source",100,pythia-12b
control,ice_cream,ice cream,declarative,cloze,Ice cream is a frozen dessert made from,"dairy products, usually containing milk, cream, or a combination of the two. It is usually sweetened and flavored with various ingredients, such as chocolate, vanilla, fruit, nuts, and other ingredients. Ice cream is a popular dessert in many countries, and is often served as a dessert or snack.

Ice cream is made by churning a mixture of cream, milk, sugar, and sometimes other ingredients, such as eggs, corn syrup, and gelatin. The mixture is then frozen",100,pythia-12b
control,life_jacket,life jacket,declarative,cloze,A life jacket is designed to,"keep a person afloat in the event of a water accident. A life jacket is typically worn by a person while swimming, boating, or participating in other water activities. A life jacket may be worn by a person while participating in water sports, such as surfing, windsurfing, and kite surfing. A life jacket may also be worn by a person while participating in water activities, such as swimming, water skiing, and water aerobics.
A life jacket typically includes a buoy",100,pythia-12b
control,tea_cup,tea cup,declarative,cloze,A tea cup is a vessel used for,"drinking tea. The tea cup is usually made of ceramic, porcelain, or glass. The tea cup is usually used for drinking tea, but it can also be used for other purposes.

A tea cup is a vessel used for drinking tea. The tea cup is usually made of ceramic, porcelain, or glass. The tea cup is usually used for drinking tea, but it can also be used for other purposes.

A tea cup is a vessel used for drinking tea",100,pythia-12b
control,living_room,living room,declarative,cloze,A living room is,"a place where you can relax and enjoy your time with your family and friends. It is a place where you can enjoy your favorite TV shows, movies, and music. It is a place where you can enjoy your favorite foods and drinks. It is a place where you can enjoy your favorite games. It is a place where you can enjoy your favorite activities. It is a place where you can enjoy your favorite hobbies. It is a place where you can enjoy your favorite sports. It is",100,pythia-12b
control,roller_coaster,roller coaster,declarative,cloze,A roller coaster is an amusement ride that,"includes a track with a series of hills and valleys. The track is supported by a series of support towers, or “spans,” that are spaced apart along the track. The track is supported by the spans, and the track is supported by the support towers. The track is supported by the support towers, and the track is supported by the support towers. The track is supported by the support towers, and the track is supported by the support towers. The track is supported by the support towers,",100,pythia-12b
control,school_bus,school bus,declarative,cloze,A school bus is used to,"transport students to and from school. The school bus is typically a large vehicle having a plurality of seats for transporting students. The school bus is typically equipped with a safety restraint system for restraining the students in their seats. The safety restraint system typically includes a lap belt and a shoulder belt. The lap belt is typically positioned across the lap of the student and the shoulder belt is typically positioned across the chest of the student.
The safety restraint system is typically secured to the vehicle by a latch assembly. The",100,pythia-12b
control,grilled_cheese,grilled cheese,declarative,cloze,A grilled cheese sandwich consists of,"two slices of bread, each with a layer of cheese in the middle. The cheese is usually American cheese, but other cheeses can be used. The cheese is usually melted and then grilled on a griddle or in a pan. The sandwich is then cut in half and served.

A grilled cheese sandwich is a popular food item in the United States. It is often served at lunch or dinner, and is a staple of many American school lunches.

The sandwich is often served",100,pythia-12b
control,peanut_butter,peanut butter,declarative,cloze,Peanut butter is made from,"ground peanuts, salt, and other ingredients. It is a staple food in many countries. It is a popular food in the United States, where it is the most popular spread. It is also popular in many other countries.

Peanut butter is made from ground peanuts, salt, and other ingredients. It is a staple food in many countries. It is a popular food in the United States, where it is the most popular spread. It is also popular in many other countries.",100,pythia-12b
control,hot_chocolate,hot chocolate,declarative,cloze,Hot chocolate is a warm beverage typically made from,"hot water, cocoa powder, and milk. The cocoa powder is typically mixed with the hot water and milk to form a hot chocolate beverage. The hot chocolate beverage is then served in a cup or mug.
Hot chocolate beverages are typically served in a cup or mug. The cup or mug is typically made of a material that is capable of retaining heat. The cup or mug is typically made of a material that is capable of retaining heat. The cup or mug is typically made of a material that is",100,pythia-12b
control,apple_pie,apple pie,declarative,cloze,Apple pie is a dessert featuring,"a sweet, flaky crust, a filling of fruit, and a topping of either sugar or a sweetened egg mixture. The crust is typically made from flour, butter, and sugar, and the filling is typically made from fruit, such as apples, pears, or berries. The topping is typically made from sugar, flour, and an egg.
Traditional apple pies are baked in a pie pan, which is a shallow, round, metal pan with a removable bottom.",100,pythia-12b
control,orange_juice,orange juice,declarative,cloze,Orange juice is extracted from,"the fruit of the orange tree. The orange tree is a member of the Rutaceae family, which also includes the lemon, lime, grapefruit, and mandarin orange. The orange tree is a tropical plant that is native to Southeast Asia. The orange tree is a member of the family Rutaceae, which also includes the lemon, lime, grapefruit, and mandarin orange. The orange tree is a tropical plant that is native to Southeast Asia.

Orange juice is extracted from the",100,pythia-12b
control,baked_beans,baked beans,declarative,cloze,Baked beans are,"a staple of the British diet. They are a cheap, filling and nutritious meal that can be made in advance and stored in the fridge for a quick and easy meal.

Ingredients

1 tin of baked beans

1 tin of kidney beans

1 tin of butter beans

1 tin of cannellini beans

1 tin of chickpeas

1 tin of borlotti beans

1 tin of haricot beans

1",100,pythia-12b
control,palm_tree,palm tree,declarative,cloze,A palm tree is characterized by,"its leaves, which are arranged in a spiral around the stem. The leaves are arranged in a spiral around the stem, and the leaves are arranged in a spiral around the stem. The leaves are arranged in a spiral around the stem. The leaves are arranged in a spiral around the stem. The leaves are arranged in a spiral around the stem. The leaves are arranged in a spiral around the stem. The leaves are arranged in a spiral around the stem. The leaves are arranged in a spiral around the",100,pythia-12b
control,thunder_storm,thunder storm,declarative,cloze,A thunder storm is,"brewing in the South Pacific, and it's bringing with it a massive storm surge.

The storm is expected to hit the Solomon Islands on Saturday, and the surge is expected to hit the islands on Sunday.

The Solomon Islands is a group of islands in the South Pacific, and the storm is expected to hit the islands on Saturday.

The storm is expected to bring with it a massive storm surge, which is expected to hit the Solomon Islands on Sunday.

The storm",100,pythia-12b
control,coral_reef,coral reef,declarative,cloze,A coral reef is an underwater formation that,"is composed of a complex community of organisms. Coral reefs are found in tropical and subtropical waters, and are the most diverse ecosystems on Earth. Coral reefs are found in shallow water, generally less than 30 meters deep. Coral reefs are found in shallow water because they are built by corals, which are sessile animals that live on the sea floor. Corals are composed of calcium carbonate, and are the most abundant organisms on Earth. Corals are found in shallow",100,pythia-12b
control,shooting_star,shooting star,declarative,cloze,A shooting star is actually,"a meteor that has burned up in the atmosphere.

A shooting star is actually a meteor that has burned up in the atmosphere.

A shooting star is actually a meteor that has burned up in the atmosphere.

A shooting star is actually a meteor that has burned up in the atmosphere.

A shooting star is actually a meteor that has burned up in the atmosphere.

A shooting star is actually a meteor that has burned up in the atmosphere.

A shooting star",100,pythia-12b
control,mountain_lion,mountain lion,declarative,cloze,A mountain lion is,"seen in the Santa Monica Mountains in California. (Credit: CBS)

This is an archived article and the information in the article may be outdated. Please look at the time stamp on the story to see when it was last updated.

A mountain lion was shot and killed by a California Department of Fish and Wildlife officer after it attacked a woman and her dog in the Santa Monica Mountains, officials said.

The woman was walking her dog in the area of the 11800 block",100,pythia-12b
control,tidal_wave,tidal wave,declarative,cloze,A tidal wave is a large ocean wave caused by,"the action of the tide. Tidal waves are caused by the gravitational pull of the moon and the sun on the earth. The moon's gravitational pull is stronger than the sun's, so the moon pulls the water on the earth's surface more strongly than the sun does. The moon's gravitational pull is stronger at the earth's equator than at the poles. The moon's gravitational pull is strongest at the earth's equator when the moon is full. The moon's gravitational pull is strongest at",100,pythia-12b
control,dining_table,dining table,declarative,cloze,A dining table is furniture used for,"eating and dining. It is usually made of wood, metal, or plastic. It is a piece of furniture that is used to eat meals and other meals. It is usually placed in the middle of a room. It is usually used for eating meals and other meals. It is usually placed in the middle of a room.

A dining table is furniture used for eating and dining. It is usually made of wood, metal, or plastic. It is a piece of furniture that is used to",100,pythia-12b
control,car_keys,car keys,declarative,cloze,Car keys are used to,"unlock and lock doors, and to start and stop the engine of a vehicle. Car keys are typically made of metal, and are often shaped like a cylinder. The cylinder is typically cylindrical in shape, and has a flat top surface and a flat bottom surface. The flat top surface is used to insert into a keyhole of a vehicle, and the flat bottom surface is used to push against the flat top surface of the keyhole to unlock the vehicle.
Car keys are typically made of metal,",100,pythia-12b
control,washing_machine,washing machine,declarative,cloze,A washing machine is an appliance that,"uses mechanical action of water and detergent to wash laundry. The washing machine is classified into a pulsator type washing machine, a drum type washing machine, and a drum type washing machine having a pulsator.
The drum type washing machine includes a cabinet forming an external appearance of the washing machine, a tub mounted in the cabinet to contain water, a drum rotatably mounted in the tub to contain laundry, and a motor to rotate the drum.
The drum type washing machine is classified into a",100,pythia-12b
control,bath_towels,bath towels,declarative,cloze,Bath towels are used for,"a variety of purposes. For example, bath towels are used to dry the body after bathing, to dry the body after a shower, to dry the body after a shower or bath, to dry the body after a sauna, to dry the body after a steam bath, to dry the body after a hot tub or Jacuzzi bath, to dry the body after a swimming pool or ocean bath, to dry the body after a snow bath, to dry the body after a snowmobile bath,",100,pythia-12b
control,alarm_clock,alarm clock,declarative,cloze,An alarm clock is a device that,"is used to wake a person from sleep. The alarm clock is typically used to wake a person from sleep at a predetermined time. The alarm clock may be used to wake a person from sleep at a predetermined time, such as in the morning, in the afternoon, in the evening, or at night. The alarm clock may be used to wake a person from sleep at a predetermined time, such as in the morning, in the afternoon, in the evening, or at night, and may be used",100,pythia-12b
control,light_bulb,light bulb,declarative,cloze,A light bulb is,"a device that converts electrical energy into light. The most common light bulb is the incandescent light bulb, which uses a tungsten filament enclosed in a glass bulb. The filament is heated to a very high temperature, causing it to glow. The filament is typically heated by passing an electric current through it. The filament is typically supported by a pair of lead wires, which are attached to the filament at one end and to a support at the other end. The glass bulb is filled with a gas",100,pythia-12b
