domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
medical,oxygen_saturation,oxygen saturation,declarative,cloze,Oxygen saturation refers to,the percentage of oxygen in the blood. Oxygen saturation is measured by a pulse oximeter. A pulse oximeter is a device that measures the oxygen saturation of the blood. The pulse oximeter is a noninvasive device that is used to measure the oxygen saturation of the blood. The pulse oximeter is used to measure the oxygen saturation of the blood in a patient's body. The pulse oximeter is used to measure the oxygen saturation of the blood in a patient's body,100,pythia-12b
medical,body_temperature,body temperature,declarative,cloze,Body temperature is,"a major determinant of the circadian rhythm of plasma melatonin in the rat.
The circadian rhythm of plasma melatonin was studied in rats maintained under different ambient temperatures. The animals were housed in a light-dark cycle (LD) of 12:12 h (lights on at 0700 h) and were exposed to different ambient temperatures (Ta) of 22, 30, and 34 degrees C. The animals were killed at 0700, 1100, 1400, 1800, and 2200 h. The plasma",100,pythia-12b
medical,platelet_count,platelet count,declarative,cloze,Platelet count measures,"in the diagnosis of thrombocytopenia in patients with chronic liver disease.
The aim of this study was to evaluate the diagnostic value of platelet count in the diagnosis of thrombocytopenia in patients with chronic liver disease. A total of 100 patients with chronic liver disease were included in the study. The patients were divided into two groups: group 1 (n = 50) included patients with thrombocytopenia and group 2 (n = 50) included patients without thrombocytopenia. The platelet count was measured in",100,pythia-12b
medical,metabolic_panel,metabolic panel,declarative,cloze,A metabolic panel is,"a blood test that measures the levels of various substances in the blood. The test is used to diagnose and monitor a variety of diseases and conditions.

A metabolic panel is a blood test that measures the levels of various substances in the blood. The test is used to diagnose and monitor a variety of diseases and conditions.

A metabolic panel is a blood test that measures the levels of various substances in the blood. The test is used to diagnose and monitor a variety of diseases and conditions.",100,pythia-12b
medical,bacterial_infection,bacterial infection,declarative,cloze,A bacterial infection is caused by,"a bacterium that is present in the body. The bacteria may be present in the blood, the urine, the lungs, the intestines, the skin, the eyes, the ears, the throat, the mouth, the nose, the throat, the vagina, the rectum, the bladder, the joints, the heart, the brain, the bones, the joints, the muscles, the bones, the joints, the joints, the joints, the joints, the joints, the joints, the",100,pythia-12b
medical,magnetic_resonance,magnetic resonance,declarative,cloze,Magnetic resonance imaging is,"a non-invasive imaging technique that utilizes nuclear magnetic resonance techniques to render images within a patient's body. Typically, magnetic resonance imaging systems employ a magnetic coil having a magnetic field strength of approximately 0.2 to 3 Teslas. During the procedure, the body tissue is briefly exposed to RF pulses of electromagnetic energy in a plane perpendicular to the magnetic field. The resultant electromagnetic energy from these pulses can be used to image the body tissue by measuring the relaxation properties of the excited atomic nuclei in the tissue.",100,pythia-12b
medical,multiple_sclerosis,multiple sclerosis,declarative,cloze,Multiple sclerosis is,"a chronic inflammatory disease of the central nervous system (CNS) characterized by demyelination and axonal loss. The disease is thought to be initiated by an autoimmune response against myelin antigens, but the precise mechanisms that lead to the development of the disease are not fully understood. The disease is thought to be initiated by an autoimmune response against myelin antigens, but the precise mechanisms that lead to the development of the disease are not fully understood.
Multiple sclerosis (MS) is a chronic inflammatory disease of",100,pythia-12b
medical,complete_remission,complete remission,declarative,cloze,Complete remission means,"no evidence of disease.

Complete remission means no evidence of disease.

Complete remission means no evidence of disease.

Complete remission means no evidence of disease.

Complete remission means no evidence of disease.

Complete remission means no evidence of disease.

Complete remission means no evidence of disease.

Complete remission means no evidence of disease.

Complete remission means no evidence of disease.

Complete remission means no evidence of disease.

Complete remission means",100,pythia-12b
medical,bowel_resection,bowel resection,declarative,cloze,A bowel resection is,"a surgical procedure that removes a portion of the intestine. The intestine is a long, tube-like organ that extends from the stomach to the anus. The intestine is divided into three sections: the small intestine, the large intestine, and the rectum. The small intestine is divided into three sections: the duodenum, the jejunum, and the ileum. The large intestine is divided into the cecum, the colon, and the rectum. The rectum is the",100,pythia-12b
medical,organ_transplant,organ transplant,declarative,cloze,An organ transplant is,"a surgical procedure in which a healthy organ is removed from a donor and transplanted into a patient who needs the organ. The organ may be a kidney, a liver, a heart, a lung, a pancreas, a small intestine, a large intestine, a stomach, a small bowel, a stomach, a pancreas, a spleen, a thymus, a thyroid, a bone marrow, a cornea, a heart valve, a heart muscle, a heart valve, a heart muscle, a heart valve",100,pythia-12b
medical,therapeutic_dosage,therapeutic dosage,declarative,cloze,A therapeutic dosage is,"defined as the amount of a drug that is sufficient to produce a therapeutic effect in a patient. Therapeutic dosages are typically expressed in terms of the weight of the drug per unit body weight of the patient. For example, a therapeutic dosage of a drug may be expressed as milligrams of the drug per kilogram of body weight.
Therapeutic dosages are typically determined by a physician based on the condition of the patient. For example, a physician may prescribe a dosage of a drug that is",100,pythia-12b
medical,drug_interaction,drug interaction,declarative,cloze,A drug interaction occurs when,"a drug that is normally metabolized by the liver is taken with another drug that inhibits the metabolism of the first drug. The result is that the first drug accumulates in the body and may cause toxic effects.

Drug interactions can occur when a drug is taken with food, with alcohol, or with other drugs.

Drug interactions can also occur when a drug is taken with a drug that is metabolized by the liver.

Drug interactions can also occur when a drug",100,pythia-12b
medical,antibiotic_resistance,antibiotic resistance,declarative,cloze,Antibiotic resistance is,"a major public health problem worldwide. The emergence of antibiotic resistance is a consequence of the extensive use of antibiotics in human and veterinary medicine, agriculture, and aquaculture. The overuse of antibiotics in the treatment of infections has led to the emergence of antibiotic-resistant bacteria. The World Health Organization (WHO) has estimated that antibiotic resistance is responsible for at least 2 million deaths per year, and that the economic cost of antibiotic resistance is at least \$20 billion per year in the United States alone.",100,pythia-12b
medical,gastrointestinal_absorption,gastrointestinal absorption,declarative,cloze,Gastrointestinal absorption refers to,the process by which nutrients are absorbed from the gastrointestinal tract into the bloodstream. The absorption of nutrients is a complex process that involves a number of different organs and tissues. The absorption of nutrients begins in the mouth with the ingestion of food. The food is broken down by the action of saliva and the mechanical action of the teeth. The food is then moved to the stomach where it is mixed with gastric juices and enzymes. The stomach then acts as a reservoir for the food and releases the food into the,100,pythia-12b
medical,respiratory_tract,respiratory tract,declarative,cloze,The respiratory tract is,"the primary site of entry for a variety of pathogenic microorganisms. The respiratory tract is composed of the upper respiratory tract, including the nose, sinuses, pharynx, larynx, trachea and lungs, and the lower respiratory tract, including the trachea, primary bronchi and lungs. The major defense mechanisms of the respiratory tract include coughing, mucociliary action and physical barriers. In the lungs, the primary defense is the mucociliary action of the epithelial cells which continually move the inhaled",100,pythia-12b
