prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
decl_screen_reader_001,screen reader,declarative,cloze,A screen reader is,5,4.8476,2.1262,8.045,2.1262,OLMo-2-1124-13B
decl_wcag_001,WCAG,declarative,cloze,WCAG stands for,5,3.5116,1.8232,6.9841,0.0671,OLMo-2-1124-13B
decl_skip_link_001,skip link,declarative,cloze,A skip link is,5,5.0564,2.6157,8.045,2.6157,OLMo-2-1124-13B
decl_alt_text_001,alt text,declarative,cloze,The purpose of alt text is,7,3.8596,1.1095,8.4302,0.394,OLMo-2-1124-13B
decl_aria_001,ARIA,declarative,cloze,ARIA stands for,5,4.2328,2.5615,6.9841,0.2967,OLMo-2-1124-13B
decl_focus_indicator_001,focus indicator,declarative,cloze,A focus indicator is,5,4.5213,2.6413,8.045,1.2079,OLMo-2-1124-13B
decl_keyboard_nav_001,keyboard navigation,declarative,cloze,Keyboard navigation allows,4,4.9452,2.8974,6.9841,2.8974,OLMo-2-1124-13B
decl_color_contrast_001,color contrast,declarative,cloze,Color contrast is important because,6,4.3405,2.6097,6.9841,2.5429,OLMo-2-1124-13B
decl_semantic_html_001,semantic HTML,declarative,cloze,Semantic HTML helps,4,5.6247,4.3672,6.9841,4.3672,OLMo-2-1124-13B
decl_captions_001,closed captions,declarative,cloze,Closed captions are used for,6,4.8336,4.4468,6.9841,2.2497,OLMo-2-1124-13B
decl_keyboard_interaction_001,keyboard interaction,declarative,cloze,A keyboard interaction is,5,5.7678,3.8997,8.045,3.8997,OLMo-2-1124-13B
decl_section_heading_001,section heading,declarative,cloze,A section heading is,5,4.8965,3.5865,8.045,2.0771,OLMo-2-1124-13B
decl_text_alternative_001,text alternative,declarative,cloze,A text alternative is,5,5.1997,3.0808,8.045,2.9146,OLMo-2-1124-13B
decl_audio_description_001,audio description,declarative,cloze,An audio description is,5,4.9312,2.3552,6.9841,2.3552,OLMo-2-1124-13B
decl_sign_language_001,sign language,declarative,cloze,Sign language is,4,4.1199,3.6316,6.9841,1.0907,OLMo-2-1124-13B
decl_sensory_characteristics_001,sensory characteristics,declarative,cloze,Sensory characteristics are,6,4.9037,5.4826,6.9841,2.0191,OLMo-2-1124-13B
decl_input_purpose_001,input purpose,declarative,cloze,An input purpose is,5,5.7409,4.1358,6.9841,4.1358,OLMo-2-1124-13B
decl_target_size_001,target size,declarative,cloze,A target size is,5,5.7613,4.01,8.045,4.01,OLMo-2-1124-13B
decl_touch_target_001,touch target,declarative,cloze,A touch target is,5,4.7595,2.867,8.045,2.3075,OLMo-2-1124-13B
decl_drag_movement_001,drag movement,declarative,cloze,A drag movement is,5,5.5959,3.444,8.045,3.444,OLMo-2-1124-13B
decl_focus_appearance_001,focus appearance,declarative,cloze,A focus appearance is,5,5.0841,3.8239,8.045,1.2079,OLMo-2-1124-13B
decl_consistent_help_001,consistent help,declarative,cloze,Consistent help is,5,5.2915,4.4186,7.4441,2.6922,OLMo-2-1124-13B
decl_redundant_entry_001,redundant entry,declarative,cloze,A redundant entry is,5,5.8263,3.2805,8.045,3.2805,OLMo-2-1124-13B
decl_accessible_authentication_001,accessible authentication,declarative,cloze,Accessible authentication is,4,5.4621,4.0043,6.9841,4.0043,OLMo-2-1124-13B
decl_text_spacing_001,text spacing,declarative,cloze,Text spacing is,4,5.1454,5.1711,6.9841,3.9369,OLMo-2-1124-13B
decl_status_message_001,status message,declarative,cloze,A status message is,5,5.3766,3.5177,8.045,3.5177,OLMo-2-1124-13B
decl_error_identification_001,error identification,declarative,cloze,Error identification is,4,4.6736,3.4754,6.9841,3.4754,OLMo-2-1124-13B
decl_pointer_cancellation_001,pointer cancellation,declarative,cloze,Pointer cancellation is,4,5.7451,4.4884,6.9841,4.4884,OLMo-2-1124-13B
decl_character_key_001,character key,declarative,cloze,A character key is,5,5.309,2.51,8.045,2.51,OLMo-2-1124-13B
decl_accessibility_tree_001,accessibility tree,declarative,cloze,An accessibility tree is,5,4.8342,2.0921,6.9841,2.0921,OLMo-2-1124-13B
decl_accessible_name_001,accessible name,declarative,cloze,An accessible name is,5,5.3848,3.1183,6.9841,3.1183,OLMo-2-1124-13B
decl_accessible_description_001,accessible description,declarative,cloze,An accessible description is,5,4.9082,3.7829,6.9841,0.6723,OLMo-2-1124-13B
decl_live_region_001,live region,declarative,cloze,A live region is,5,5.699,2.7643,8.045,2.7643,OLMo-2-1124-13B
decl_tab_panel_001,tab panel,declarative,cloze,A tab panel is,5,5.0193,2.2228,8.045,2.2228,OLMo-2-1124-13B
decl_radio_group_001,radio group,declarative,cloze,A radio group is,5,5.9755,4.9465,8.045,4.6784,OLMo-2-1124-13B
decl_tree_grid_001,tree grid,declarative,cloze,A tree grid is,5,5.4049,2.459,8.045,2.459,OLMo-2-1124-13B
decl_menu_bar_001,menu bar,declarative,cloze,A menu bar is,5,5.3085,2.8609,8.045,2.8609,OLMo-2-1124-13B
decl_tool_tip_001,tool tip,declarative,cloze,A tool tip is,5,4.8886,2.3734,8.045,2.3734,OLMo-2-1124-13B
decl_combo_box_001,combo box,declarative,cloze,A combo box is,5,4.9575,1.7554,8.045,1.7554,OLMo-2-1124-13B
decl_semantic_markup_001,semantic markup,declarative,cloze,Semantic markup is,4,5.4184,4.5287,6.9841,3.8729,OLMo-2-1124-13B
decl_focus_management_001,focus management,declarative,cloze,Focus management is,4,4.6465,3.5911,6.9841,3.5911,OLMo-2-1124-13B
decl_reading_order_001,reading order,declarative,cloze,Reading order is,4,5.3268,5.0171,6.9841,3.2172,OLMo-2-1124-13B
decl_text_formatting_001,text formatting,declarative,cloze,Text formatting is,4,5.0368,4.7079,6.9841,3.9657,OLMo-2-1124-13B
decl_form_field_001,form field,declarative,cloze,A form field is,5,4.835,3.4319,8.045,1.5129,OLMo-2-1124-13B
decl_landmark_region_001,landmark region,declarative,cloze,A landmark region is,5,5.3611,3.1917,8.045,3.1917,OLMo-2-1124-13B
decl_low_vision_001,low vision,declarative,cloze,Low vision is,4,5.1833,2.9062,6.9841,2.9062,OLMo-2-1124-13B
decl_cognitive_disabilities_001,cognitive disabilities,declarative,cloze,Cognitive disabilities are,5,5.5433,4.6913,6.9841,3.7211,OLMo-2-1124-13B
decl_universal_design_001,universal design,declarative,cloze,Universal design is,4,5.4466,3.4765,7.0868,3.4765,OLMo-2-1124-13B
decl_decorative_image_001,decorative image,declarative,cloze,A decorative image is,5,5.717,3.5658,8.045,3.0535,OLMo-2-1124-13B
decl_informative_image_001,informative image,declarative,cloze,An informative image is,5,4.566,3.6629,6.9841,1.3686,OLMo-2-1124-13B
decl_responsive_design_001,responsive design,declarative,cloze,Responsive design is,4,4.9931,3.6945,6.9841,3.6945,OLMo-2-1124-13B
eval_alt_text_001,alt text,evaluative,code_review,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,21,3.9647,5.7734,8.4302,0.6426,OLMo-2-1124-13B
eval_div_onclick_001,semantic HTML,evaluative,code_review,A <div> with onclick is not accessible because,11,4.4874,2.8534,8.045,1.9754,OLMo-2-1124-13B
eval_empty_link_001,empty link,evaluative,code_review,The accessibility problem with <a href='#'></a> is,13,4.3871,3.3728,8.4302,0.0245,OLMo-2-1124-13B
eval_unlabeled_input_001,form label,evaluative,code_review,<input type='text'> needs a,8,3.898,6.699,6.9841,0.8959,OLMo-2-1124-13B
eval_click_here_001,link text,evaluative,code_review,A button that only says 'Click here' is bad because,13,4.6905,2.0485,8.045,2.0485,OLMo-2-1124-13B
comp_alt_text_few_shot_001,alt text,completion,few_shot,"<img src=""icons/home.png"" alt=""Home""><img src=""icons/mail.png"" alt=""Inbox""><img src=""photo.jpg""",30,1.7092,1.6298,6.9841,0.0019,OLMo-2-1124-13B
comp_alt_text_bare_001,alt text,completion,bare,"<img src=""photo.jpg""",7,2.5566,2.1048,6.9841,0.6963,OLMo-2-1124-13B
comp_captions_few_shot_001,captions,completion,few_shot,"<video src=""intro.mp4""><track kind=""captions"" src=""intro.vtt""></video><video src=""demo.mp4""><track kind=""captions"" src=""demo.vtt""></video><video src=""lecture.mp4"">",51,1.4866,3.9371,6.9841,0.0003,OLMo-2-1124-13B
comp_captions_bare_001,captions,completion,bare,"<video src=""lecture.mp4"">",9,3.2991,4.3873,6.9841,0.2607,OLMo-2-1124-13B
comp_page_title_few_shot_001,page title,completion,few_shot,<html><head><title>About Us</title></head><html><head><title>Contact</title></head><html><head>,28,1.6183,6.5318,6.9841,0.0097,OLMo-2-1124-13B
comp_page_title_bare_001,page title,completion,bare,"<html><head><meta charset=""utf-8"">",12,1.8122,3.3748,6.9841,0.0059,OLMo-2-1124-13B
comp_script_bare_001,script,completion,bare,<script,2,4.443,1.902,6.9841,1.902,OLMo-2-1124-13B
comp_script_few_shot_001,script,completion,few_shot,"<script src=""utils.js""></script><script src=""main.js""></script><script src=""",20,1.9862,6.7828,6.9841,0.0058,OLMo-2-1124-13B
hypo_alt_text_direct_001,alt text,hypothesis,direct_question,Look at this HTML: <img src='portrait.jpg'>. What specific attribute is missing to make it accessible?,24,3.6578,4.8767,6.9841,1.2193,OLMo-2-1124-13B
hypo_alt_text_correction_001,alt text,hypothesis,error_correction,Correct the following inaccessible code: <img src='logo.png'>,14,4.7801,6.0277,7.7762,1.7678,OLMo-2-1124-13B
hypo_alt_text_socratic_001,alt text,hypothesis,socratic,A screen reader is software that reads text aloud. Why would a screen reader fail to describe this tag: <img src='chart.svg'>?,30,3.0982,4.2396,8.045,0.11,OLMo-2-1124-13B
valid_alt_text_direct_001,alt text,validation,direct_question,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,21,3.9647,5.7734,8.4302,0.6426,OLMo-2-1124-13B
valid_alt_text_instruction_001,alt text,validation,instruction,What accessibility attribute is missing from this HTML: <img src='photo.jpg'>?,18,3.6947,5.2711,6.9841,0.749,OLMo-2-1124-13B
valid_screen_reader_socratic_001,screen reader,validation,socratic,A screen reader is software that reads text aloud. Why would it fail to describe <img src='chart.svg'>?,25,3.239,4.3894,8.045,1.3121,OLMo-2-1124-13B
