prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
cash_flow,cash flow,declarative,cloze,Cash flow is,"a key factor in determining the success of a company.

The company's cash flow is a key factor in determining the success of a company.

The company's cash flow is a key factor in determining the success of a company.

The company's cash flow is a key factor in determining the success of a company.

The company's cash flow is a key factor in determining the success of a company.

The company's cash flow is a key factor in determining",100,gpt2
balance_sheet,balance sheet,declarative,cloze,A balance sheet is,a document that contains information about the assets and liabilities of a company. It is a document that contains information about the assets and liabilities of a company. It is a document that contains information about the assets and liabilities of a company. It is a document that contains information about the assets and liabilities of a company. It is a document that contains information about the assets and liabilities of a company. It is a document that contains information about the assets and liabilities of a company. It is a document that contains,100,gpt2
journal_entry,journal entry,declarative,cloze,A journal entry is,a journal entry that is published in a journal. It is a journal entry that is published in a journal. It is a journal entry that is published in a journal. It is a journal entry that is published in a journal. It is a journal entry that is published in a journal. It is a journal entry that is published in a journal. It is a journal entry that is published in a journal. It is a journal entry that is published in a journal. It is a journal entry that,100,gpt2
accelerated_depreciation,accelerated depreciation,declarative,cloze,Accelerated depreciation is,"a term used to describe the amount of money that is due to be paid to a company in the year it is due to be paid.

Accelerated depreciation is calculated by dividing the amount of money that is due to be paid by the amount of depreciation that is due to be paid.

Accelerated depreciation is calculated by dividing the amount of money that is due to be paid by the amount of depreciation that is due to be paid.

Accelerated depreciation is calculated",100,gpt2
impairment_goodwill,impairment goodwill,declarative,cloze,Goodwill impairment occurs when,"a person is unable to pay for goods or services. Goodwill impairment is a condition that is caused by a person's inability to pay for goods or services.

Goodwill impairment is a condition that is caused by a person's inability to pay for goods or services.

Goodwill impairment is a condition that is caused by a person's inability to pay for goods or services.

Goodwill impairment is a condition that is caused by a person's inability to pay for goods or services",100,gpt2
yield_maturity,yield maturity,declarative,cloze,Yield to maturity is,"a key factor in the success of a business.

The following table shows the yield to maturity of a business.

Yield to maturity is a key factor in the success of a business.

The following table shows the yield to maturity of a business.

Yield to maturity is a key factor in the success of a business.

The following table shows the yield to maturity of a business.

Yield to maturity is a key factor in the success of",100,gpt2
bond_coupon,bond coupon,declarative,cloze,A bond coupon is,"a coupon that is issued by a bank or other financial institution to a person who is a member of the U.S. government. The bond coupon is issued by the U.S. government to a person who is a member of the U.S. government.

The bond coupon is issued by the U.S. government to a person who is a member of the U.S. government.

The bond coupon is issued by the U.S. government to a person",100,gpt2
credit_spread,credit spread,declarative,cloze,A credit spread is,"a credit spread that is spread over a period of time. The credit spread is the amount of time that a credit card issuer will accept a credit card from a customer.

A credit spread is a credit spread that is spread over a period of time. The credit spread is the amount of time that a credit card issuer will accept a credit card from a customer. A credit spread is a credit spread that is spread over a period of time. The credit spread is the amount of time that a",100,gpt2
modified_duration,modified duration,declarative,cloze,Modified duration measures,"the time between the first and last modification of a modifiable variable. Modifiable variables are defined as variables that are not modified by the user. Modifiable variables are defined as variables that are not modified by the user.

Modified duration measures the time between the first and last modification of a modifiable variable. Modifiable variables are defined as variables that are not modified by the user. Modifiable variables are defined as variables that are not modified by the user.

Modified duration measures",100,gpt2
interest_swap,interest swap,declarative,cloze,An interest swap is,"a transaction that allows you to swap money between two parties.

An interest swap is a transaction that allows you to swap money between two parties.

An interest swap is a transaction that allows you to swap money between two parties.

An interest swap is a transaction that allows you to swap money between two parties.

An interest swap is a transaction that allows you to swap money between two parties.

An interest swap is a transaction that allows you to swap money between two",100,gpt2
call_option,call option,declarative,cloze,A call option gives,"you the option to choose between two options:

Option 1: Choose from a list of options.

Option 2: Choose from a list of options.

Option 3: Choose from a list of options.

Option 4: Choose from a list of options.

Option 5: Choose from a list of options.

Option 6: Choose from a list of options.

Option 7: Choose from a list of options.

Option 8: Choose from",100,gpt2
commodity_futures,commodity futures,declarative,cloze,Commodity futures are,a new way to buy and sell commodities. They are a way to buy and sell commodities. They are a way to buy and sell commodities. They are a way to buy and sell commodities. They are a way to buy and sell commodities. They are a way to buy and sell commodities. They are a way to buy and sell commodities. They are a way to buy and sell commodities. They are a way to buy and sell commodities. They are a way to buy and sell commodities. They,100,gpt2
currency_hedge,currency hedge,declarative,cloze,A currency hedge is,"a way to hedge against a currency's volatility.

The currency hedge is a way to hedge against a currency's volatility.

The currency hedge is a way to hedge against a currency's volatility.

The currency hedge is a way to hedge against a currency's volatility.

The currency hedge is a way to hedge against a currency's volatility.

The currency hedge is a way to hedge against a currency's volatility.

The currency hedge is a way to hedge",100,gpt2
implied_volatility,implied volatility,declarative,cloze,Implied volatility refers to,"the amount of money that can be invested in a given asset.

Implied volatility is the amount of money that can be invested in a given asset.

Implied volatility is the amount of money that can be invested in a given asset.

Implied volatility is the amount of money that can be invested in a given asset.

Implied volatility is the amount of money that can be invested in a given asset.

Implied volatility is the amount of money that",100,gpt2
zero_collar,zero collar,declarative,cloze,A zero collar strategy,"is a strategy that involves using a number of different strategies to achieve the same goal.

Zero collar strategies are the most common and most effective. They are designed to be used in conjunction with other strategies to achieve a goal.

Zero collar strategies are designed to be used in conjunction with other strategies to achieve a goal.

Zero collar strategies are designed to be used in conjunction with other strategies to achieve a goal.

Zero collar strategies are designed to be used in conjunction with other",100,gpt2
diluted_earnings,diluted earnings,declarative,cloze,Diluted earnings per share is,"a measure of how much a company's stock price has risen over the past year.

The average diluted earnings per share is calculated by dividing the company's total earnings by its average diluted earnings per share.

The average diluted earnings per share is calculated by dividing the company's total earnings by its average diluted earnings per share.

The average diluted earnings per share is calculated by dividing the company's total earnings by its average diluted earnings per share.

The average diluted earnings per share",100,gpt2
price_ratio,price ratio,declarative,cloze,The price to earnings ratio is,"a measure of the amount of money a company spends on its products and services. The ratio is calculated by dividing the total number of employees by the number of employees in the company.

The average earnings ratio for a company is about 1.5.

The average earnings ratio for a company is about 1.5.

The average earnings ratio for a company is about 1.5.

The average earnings ratio for a company is about 1.5.

The average",100,gpt2
preferred_dividend,preferred dividend,declarative,cloze,A preferred dividend is,"a dividend that is paid to shareholders of a company. The preferred dividend is paid to shareholders of a company by the company's shareholders.

A preferred dividend is a dividend that is paid to shareholders of a company by the company's shareholders.

A preferred dividend is a dividend that is paid to shareholders of a company by the company's shareholders.

A preferred dividend is a dividend that is paid to shareholders of a company by the company's shareholders.

A preferred dividend is a",100,gpt2
financial_leverage,financial leverage,declarative,cloze,Financial leverage is,"a key driver of the financial system. It is the ability to manipulate the value of a financial asset.

The financial leverage of a financial asset is the ability to manipulate the value of a financial asset.

The financial leverage of a financial asset is the ability to manipulate the value of a financial asset.

The financial leverage of a financial asset is the ability to manipulate the value of a financial asset.

The financial leverage of a financial asset is the ability to manipulate the value",100,gpt2
debt_covenant,debt covenant,declarative,cloze,A debt covenant is,"a covenant between two parties to a contract. A debt covenant is a covenant between two parties to a contract.

A debt covenant is a covenant between two parties to a contract.

A debt covenant is a covenant between two parties to a contract.

A debt covenant is a covenant between two parties to a contract.

A debt covenant is a covenant between two parties to a contract.

A debt covenant is a covenant between two parties to a contract.

A",100,gpt2
capital_structure,capital structure,declarative,cloze,Capital structure refers to,"the structure of a capital structure. Capital structure is defined as the structure of a capital structure.

Capital structure is defined as the structure of a capital structure. Capital structure is defined as the structure of a capital structure.

Capital structure is defined as the structure of a capital structure. Capital structure is defined as the structure of a capital structure.

Capital structure is defined as the structure of a capital structure. Capital structure is defined as the structure of a capital structure.

Capital",100,gpt2
due_diligence,due diligence,declarative,cloze,Due diligence is,"required to determine the accuracy of the information provided.

The information provided is provided for informational purposes only and should not be relied upon for any purpose other than the purposes of this website.

The information provided is provided for informational purposes only and should not be relied upon for any purpose other than the purposes of this website.

The information provided is provided for informational purposes only and should not be relied upon for any purpose other than the purposes of this website.

The information provided is",100,gpt2
public_offering,public offering,declarative,cloze,A public offering is,"a public offering of goods or services to the public. The public offering is a public offering of goods or services to the public.

(1) A public offering is a public offering of goods or services to the public if the public offering is made by the public or by a person who is a member of the public.

(2) A public offering is a public offering of goods or services to the public if the public offering is made by the public or by a person who is",100,gpt2
market_liquidity,market liquidity,declarative,cloze,Market liquidity refers to,"the amount of money that can be sold at a given time.

The market is a place where people buy and sell things. It is a place where people buy and sell things.

The market is a place where people buy and sell things.

The market is a place where people buy and sell things.

The market is a place where people buy and sell things.

The market is a place where people buy and sell things.

The market is a",100,gpt2
trade_settlement,trade settlement,declarative,cloze,Trade settlement is,"a major step forward for the United States, but it's not the only one.

The U.S. Department of Justice has announced that it will settle a class-action lawsuit brought by the American Civil Liberties Union (ACLU) and the National Association of Manufacturers (NAM).

The settlement, which was announced on Wednesday, will allow the U.S. to pay $1.5 billion to settle the lawsuit, which was filed in federal court in Washington, D",100,gpt2
central_clearing,central clearing,declarative,cloze,Central clearing houses,"are being set up in the city to deal with the influx of migrants.

The city's central clearing house is being set up to deal with the influx of migrants.

The city's central clearing house is being set up to deal with the influx of migrants.

The city's central clearing house is being set up to deal with the influx of migrants.

The city's central clearing house is being set up to deal with the influx of migrants.

The city's",100,gpt2
maintenance_margin,maintenance margin,declarative,cloze,A maintenance margin is,"a percentage of the total number of days that a service provider has been operating for a specified period of time. The maintenance margin is calculated by dividing the service provider's total number of days in a specified period by the number of days in the specified period.

The maintenance margin is calculated by dividing the service provider's total number of days in a specified period by the number of days in the specified period.

The maintenance margin is calculated by dividing the service provider's total number of days in",100,gpt2
regulatory_compliance,regulatory compliance,declarative,cloze,Regulatory compliance means,"that the government will not be able to impose any new regulations on the market.

The government will not be able to impose any new regulations on the market.

The government will not be able to impose any new regulations on the market.

The government will not be able to impose any new regulations on the market.

The government will not be able to impose any new regulations on the market.

The government will not be able to impose any new regulations on the market",100,gpt2
money_laundering,money laundering,declarative,cloze,Money laundering is,"a major problem in the United States, where the FBI has been cracking down on money laundering since the 1980s.

The FBI has been cracking down on money laundering since the 1980s, and it's been a major problem for the FBI in the United States.

The FBI has been cracking down on money laundering since the 1980s, and it's been a major problem for the FBI in the United States.

The FBI has been cracking down on money laundering since the 1980s",100,gpt2
asset_allocation,asset allocation,declarative,cloze,Asset allocation is,"a process that involves the allocation of assets to a particular asset class. Asset allocation is a process that involves the allocation of assets to a particular asset class.

Asset allocation is a process that involves the allocation of assets to a particular asset class.

Asset allocation is a process that involves the allocation of assets to a particular asset class.

Asset allocation is a process that involves the allocation of assets to a particular asset class.

Asset allocation is a process that involves the allocation of",100,gpt2
systemic_risk,systemic risk,declarative,cloze,Systemic risk is,a major factor in the development of diabetes mellitus (DM). The risk of developing diabetes mellitus is highest in the elderly and is highest in the young. The risk of developing diabetes mellitus is highest in the elderly and is highest in the young. The risk of developing diabetes mellitus is highest in the elderly and is highest in the young. The risk of developing diabetes mellitus is highest in the elderly and is highest in the young. The risk of developing diabetes mellitus is highest in the,100,gpt2
