prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
decl_screen_reader_001,screen reader,declarative,cloze,A screen reader is,"a software program that reads text on a computer screen and converts it into speech. It is used by people who are blind or have low vision.

The program is called a screen reader because it reads text on a computer screen and converts it into speech.

The program is called a screen reader because it reads text on a computer screen and converts it into speech.

The program is called a screen reader because it reads text on a computer screen and converts it into speech.",100,gpt2-xl
decl_wcag_001,WCAG,declarative,cloze,WCAG stands for,"Web Content Accessibility Guidelines. WCAG is a set of guidelines for web content accessibility. WCAG 2.0 is the latest version of the guidelines.

The WCAG 2.0 guidelines are a set of guidelines for web content accessibility. WCAG 2.0 is the latest version of the guidelines.

The WCAG 2.0 guidelines are a set of guidelines for web content accessibility. WCAG 2.0 is the latest version of the guidelines.

The WCAG",100,gpt2-xl
decl_skip_link_001,skip link,declarative,cloze,A skip link is,a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is a link that is not a link. It is,100,gpt2-xl
decl_alt_text_001,alt text,declarative,cloze,The purpose of alt text is,"to provide a brief description of the image or text. It is not a replacement for the image or text.

The alt text is not part of the image or text.

The alt text is not part of the image or text.

The alt text is not part of the image or text.

The alt text is not part of the image or text.

The alt text is not part of the image or text.

The alt text is not part",100,gpt2-xl
decl_aria_001,ARIA,declarative,cloze,ARIA stands for,"""Association of Reggae Artists"". It is a non-profit organisation that promotes the art of Reggae music.

ARIA is a registered charity in the UK and Ireland.

ARIA is a registered charity in the UK and Ireland.

ARIA is a registered charity in the UK and Ireland.

ARIA is a registered charity in the UK and Ireland.

ARIA is a registered charity in the UK and Ireland.

ARIA",100,gpt2-xl
decl_focus_indicator_001,focus indicator,declarative,cloze,A focus indicator is,"a device that displays a numerical value on a screen. It is used to indicate the direction of a camera's focus.

The focus indicator is a device that displays a numerical value on a screen. It is used to indicate the direction of a camera's focus.

The focus indicator is a device that displays a numerical value on a screen. It is used to indicate the direction of a camera's focus.

The focus indicator is a device that displays a numerical value on a screen",100,gpt2-xl
decl_keyboard_nav_001,keyboard navigation,declarative,cloze,Keyboard navigation allows,"you to navigate the site using the arrow keys.

To navigate to a specific page, click on the page number.

To navigate to a specific section, click on the section number.

To navigate to a specific section, click on the section number.

To navigate to a specific section, click on the section number.

To navigate to a specific section, click on the section number.

To navigate to a specific section, click on the section number.",100,gpt2-xl
decl_color_contrast_001,color contrast,declarative,cloze,Color contrast is important because,"it helps you see the difference between two colors.

Color contrast is important because it helps you see the difference between two colors.

Color contrast is important because it helps you see the difference between two colors.

Color contrast is important because it helps you see the difference between two colors.

Color contrast is important because it helps you see the difference between two colors.

Color contrast is important because it helps you see the difference between two colors.

Color contrast is",100,gpt2-xl
decl_semantic_html_001,semantic HTML,declarative,cloze,Semantic HTML helps,"you to write HTML that is more semantic. It helps you to write HTML that is more readable and easier to understand.

Semantic HTML is a way to write HTML that is more semantic. It helps you to write HTML that is more readable and easier to understand.

Semantic HTML is a way to write HTML that is more semantic. It helps you to write HTML that is more readable and easier to understand.

Semantic HTML is a way to write HTML that is more",100,gpt2-xl
decl_captions_001,captions,declarative,cloze,Captions are used for,"the caption of a video. They are a way to describe the video in a way that is easy to understand.

Captions are used for the caption of a video. They are a way to describe the video in a way that is easy to understand.

Captions are used for the caption of a video. They are a way to describe the video in a way that is easy to understand.

Captions are used for the caption of a video. They are a way",100,gpt2-xl
eval_alt_text_001,alt text,evaluative,code_review,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,"The following code is not accessible because it doesn't have what? <img src='photo.jpg'>

The following code is not accessible because it doesn't have what? <img src='photo.jpg'>

The following code is not accessible because it doesn't have what? <img src='photo.jpg'>

The following code is not accessible because it doesn't have what? <img src='photo.jpg'>

The following code is not accessible",100,gpt2-xl
eval_div_onclick_001,semantic HTML,evaluative,code_review,A <div> with onclick is not accessible because,"it is not a descendant of a <div> .

A <div> with onclick is not accessible because it is not a descendant of a <div> .

A <div> with onclick is not accessible because it is not a descendant of a <div> .

A <div> with onclick is not accessible because it is not a descendant of a <div> .

A <div> with onclick is not accessible because it is not a",100,gpt2-xl
eval_empty_link_001,empty link,evaluative,code_review,The accessibility problem with <a href='#'></a> is,"that it's not a link. It's a textarea.

<a href='#'></a> is a textarea.

<a href='#'></a> is a link.

<a href='#'></a> is a link.

<a href='#'></a> is a link.

<a href='#'></a> is a link.

<a href='#'></a>",100,gpt2-xl
eval_unlabeled_input_001,form label,evaluative,code_review,<input type='text'> needs a,"value

<input type='text' id='name' value='John' /> needs a value

<input type='text' id='name' value='John' /> needs a value

<input type='text' id='name' value='John' /> needs a value

<input type='text' id='name' value='John' /> needs a value

<input type='text' id='name' value='John' /> needs a",100,gpt2-xl
eval_click_here_001,link text,evaluative,code_review,A button that only says 'Click here' is bad because,"it's not a button. It's a prompt.

A button that only says 'Click here' is bad because it's not a button. It's a prompt.

A button that only says 'Click here' is bad because it's not a button. It's a prompt.

A button that only says 'Click here' is bad because it's not a button. It's a prompt.

A button that only says 'Click here' is bad because",100,gpt2-xl
comp_alt_text_few_shot_001,alt text,completion,few_shot,"<img src=""icons/home.png"" alt=""Home""><img src=""icons/mail.png"" alt=""Inbox""><img src=""photo.jpg""","alt=""Photo""></a>

<a href=""http://www.google.com/intl/en/policies/privacy/"">Privacy Policy</a>

<a href=""http://www.google.com/intl/en/policies/terms/"">Terms of Service</a>

<a href=""http://www.google.com/intl/en/policies/ads/"">Ads</",100,gpt2-xl
comp_alt_text_bare_001,alt text,completion,bare,"<img src=""photo.jpg""","alt=""The first time I saw the movie, I was in the middle of a conversation with a friend. I was talking about the movie and how it was a great movie, and he said, ""I don't know if I've seen it, but I heard it was really good."" I said, ""Yeah, it was really good."" He said, ""I heard it was really good, but I didn't know it was that good."" I said, ""Well, it was really",100,gpt2-xl
comp_captions_few_shot_001,captions,completion,few_shot,"<video src=""intro.mp4""><track kind=""captions"" src=""intro.vtt""></video><video src=""demo.mp4""><track kind=""captions"" src=""demo.vtt""></video><video src=""lecture.mp4"">","<track kind=""captions"" src=""lecture.vtt""></video><video src=""music.mp4"">

<track kind=""captions"" src=""music.vtt""></video><video src=""music.vtt""></video><video src=""music.vtt""></video><video src=""music.vtt""></video><video src=""music.vtt""></video><video src=""music.vtt""></video><video src=""music.",100,gpt2-xl
