compound,layer,head,binding_score,attention_weight,ov_write_norm,weighted_ov_norm,relative_weighted_ov_norm,target_residual_norm,word1,word2,prompt,prompt_condition,tokens,word1_idx,word2_idx,domain,family,model
screen_reader,0,0,0.8454458713531494,0.8454458713531494,2.3712072372436523,2.004727363586426,2.5136771202087402,0.7975277900695801,screen,reader,A screen reader is,natural,"['<|endoftext|>', 'A', ' screen', ' reader', ' is']",2,3,accessibility,pythia,pythia-410m
screen_reader,0,1,1.694091952231247e-05,1.694091952231247e-05,1.9518848657608032,3.306672442704439e-05,4.146153150941245e-05,0.7975277900695801,screen,reader,A screen reader is,natural,"['<|endoftext|>', 'A', ' screen', ' reader', ' is']",2,3,accessibility,pythia,pythia-410m
screen_reader,0,2,0.004573163576424122,0.004573163576424122,1.2482166290283203,0.005708298645913601,0.007157491985708475,0.7975277900695801,screen,reader,A screen reader is,natural,"['<|endoftext|>', 'A', ' screen', ' reader', ' is']",2,3,accessibility,pythia,pythia-410m
screen_reader,0,3,0.04705706983804703,0.04705706983804703,2.6513187885284424,0.12476329505443573,0.15643754601478577,0.7975277900695801,screen,reader,A screen reader is,natural,"['<|endoftext|>', 'A', ' screen', ' reader', ' is']",2,3,accessibility,pythia,pythia-410m
screen_reader,0,4,0.19664567708969116,0.19664567708969116,1.71501624584198,0.3372505307197571,0.4228699505329132,0.7975277900695801,screen,reader,A screen reader is,natural,"['<|endoftext|>', 'A', ' screen', ' reader', ' is']",2,3,accessibility,pythia,pythia-410m
screen_reader,0,5,0.014602793380618095,0.014602793380618095,1.8314030170440674,0.026743600144982338,0.03353312611579895,0.7975277900695801,screen,reader,A screen reader is,natural,"['<|endoftext|>', 'A', ' screen', ' reader', ' is']",2,3,accessibility,pythia,pythia-410m
screen_reader,0,6,0.26113852858543396,0.26113852858543396,1.3967421054840088,0.364743173122406,0.457342267036438,0.7975277900695801,screen,reader,A screen reader is,natural,"['<|endoftext|>', 'A', ' screen', ' reader', ' is']",2,3,accessibility,pythia,pythia-410m
screen_reader,0,7,0.013894135132431984,0.013894135132431984,2.430723190307617,0.033772796392440796,0.042346857488155365,0.7975277900695801,screen,reader,A screen reader is,natural,"['<|endoftext|>', 'A', ' screen', ' reader', ' is']",2,3,accessibility,pythia,pythia-410m
screen_reader,0,8,0.04309595748782158,0.04309595748782158,2.0016322135925293,0.08626225590705872,0.10816206783056259,0.7975277900695801,screen,reader,A screen reader is,natural,"['<|endoftext|>', 'A', ' screen', ' reader', ' is']",2,3,accessibility,pythia,pythia-410m
screen_reader,0,9,0.2697409689426422,0.2697409689426422,1.4264650344848633,0.3847760558128357,0.48246100544929504,0.7975277900695801,screen,reader,A screen reader is,natural,"['<|endoftext|>', 'A', ' screen', ' reader', ' is']",2,3,accessibility,pythia,pythia-410m
