domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
finance,cash_flow,cash flow,declarative,cloze,Cash flow is,4,5.6172,4.322,6.6701,4.322,gpt2-large
finance,balance_sheet,balance sheet,declarative,cloze,A balance sheet is,5,4.9781,2.6597,7.6199,2.6597,gpt2-large
finance,journal_entry,journal entry,declarative,cloze,A journal entry is,5,5.0542,3.1735,7.6199,3.1735,gpt2-large
finance,accelerated_depreciation,accelerated depreciation,declarative,cloze,Accelerated depreciation is,6,4.7684,3.7715,8.0892,2.103,gpt2-large
finance,impairment_goodwill,impairment goodwill,declarative,cloze,Goodwill impairment occurs when,6,4.3711,3.0301,6.6701,0.5477,gpt2-large
finance,yield_maturity,yield maturity,declarative,cloze,Yield to maturity is,6,5.0459,2.4591,7.6931,2.4591,gpt2-large
finance,bond_coupon,bond coupon,declarative,cloze,A bond coupon is,5,5.2791,2.0305,7.6199,2.0305,gpt2-large
finance,credit_spread,credit spread,declarative,cloze,A credit spread is,5,4.7049,2.1881,7.6199,2.1881,gpt2-large
finance,modified_duration,modified duration,declarative,cloze,Modified duration measures,5,5.1608,4.8409,6.6701,4.193,gpt2-large
finance,interest_swap,interest swap,declarative,cloze,An interest swap is,5,4.438,2.1498,7.0681,2.0303,gpt2-large
finance,call_option,call option,declarative,cloze,A call option gives,5,4.6188,2.1967,7.6199,2.1967,gpt2-large
finance,commodity_futures,commodity futures,declarative,cloze,Commodity futures are,6,4.6663,6.0143,6.6701,1.1498,gpt2-large
finance,currency_hedge,currency hedge,declarative,cloze,A currency hedge is,5,5.1156,2.6285,7.6199,2.6285,gpt2-large
finance,implied_volatility,implied volatility,declarative,cloze,Implied volatility refers to,6,3.5396,2.1278,6.6701,0.1115,gpt2-large
finance,zero_collar,zero collar,declarative,cloze,A zero collar strategy,5,5.2713,3.6968,7.6199,2.1114,gpt2-large
finance,diluted_earnings,diluted earnings,declarative,cloze,Diluted earnings per share is,8,4.4877,2.742,7.5997,0.2818,gpt2-large
finance,price_ratio,price ratio,declarative,cloze,The price to earnings ratio is,7,4.1968,2.7216,8.3779,0.8065,gpt2-large
finance,preferred_dividend,preferred dividend,declarative,cloze,A preferred dividend is,5,5.7225,3.2321,7.6199,3.2321,gpt2-large
finance,financial_leverage,financial leverage,declarative,cloze,Financial leverage is,4,5.3607,3.8559,6.7744,3.8559,gpt2-large
finance,debt_covenant,debt covenant,declarative,cloze,A debt covenant is,5,4.8179,1.526,7.6199,1.526,gpt2-large
finance,capital_structure,capital structure,declarative,cloze,Capital structure refers to,5,3.519,1.3585,6.6701,0.1747,gpt2-large
finance,due_diligence,due diligence,declarative,cloze,Due diligence is,4,3.8553,4.0714,6.6701,0.44,gpt2-large
finance,public_offering,public offering,declarative,cloze,A public offering is,5,5.1345,2.2332,7.6199,2.2332,gpt2-large
finance,market_liquidity,market liquidity,declarative,cloze,Market liquidity refers to,5,2.9442,1.2193,6.6701,0.1015,gpt2-large
finance,trade_settlement,trade settlement,declarative,cloze,Trade settlement is,4,5.885,4.7297,6.6701,4.7297,gpt2-large
finance,central_clearing,central clearing,declarative,cloze,Central clearing houses,4,5.1352,4.246,6.6701,3.4903,gpt2-large
finance,maintenance_margin,maintenance margin,declarative,cloze,A maintenance margin is,5,4.937,2.2974,7.6199,2.2974,gpt2-large
finance,regulatory_compliance,regulatory compliance,declarative,cloze,Regulatory compliance means,5,5.298,4.9425,6.6701,3.9945,gpt2-large
finance,money_laundering,money laundering,declarative,cloze,Money laundering is,4,5.1926,3.5541,6.6701,3.5541,gpt2-large
finance,asset_allocation,asset allocation,declarative,cloze,Asset allocation is,4,4.3536,3.4691,6.6701,2.7629,gpt2-large
finance,systemic_risk,systemic risk,declarative,cloze,Systemic risk is,5,5.3486,3.945,7.2022,3.1221,gpt2-large
finance,stress_test,stress test,declarative,cloze,A stress test is,5,4.9778,2.559,7.6199,2.559,gpt2-large
finance,credit_default,credit default,declarative,cloze,A credit default is,5,3.9432,2.1171,7.6199,0.1304,gpt2-large
finance,stock_market,stock market,declarative,cloze,The stock market is,5,5.501,5.5126,8.3779,2.6879,gpt2-large
finance,mutual_fund,mutual fund,declarative,cloze,A mutual fund is,5,4.87,1.8218,7.6199,1.8218,gpt2-large
finance,hedge_fund,hedge fund,declarative,cloze,A hedge fund is,5,4.7827,5.5638,7.6199,0.9291,gpt2-large
finance,bear_market,bear market,declarative,cloze,A bear market is,5,5.5272,3.8954,7.6199,3.8239,gpt2-large
finance,bull_market,bull market,declarative,cloze,A bull market is,5,5.4993,4.2421,7.6199,3.9791,gpt2-large
finance,credit_rating,credit rating,declarative,cloze,A credit rating is,5,4.3369,2.5401,7.6199,1.6757,gpt2-large
finance,tax_shelter,tax shelter,declarative,cloze,A tax shelter is,5,5.0994,1.7544,7.6199,1.7544,gpt2-large
finance,venture_capital,venture capital,declarative,cloze,Venture capital is,5,5.058,4.9985,6.6701,3.9111,gpt2-large
finance,prime_rate,prime rate,declarative,cloze,The prime rate is,5,4.7022,3.8932,8.3779,0.669,gpt2-large
finance,fiscal_policy,fiscal policy,declarative,cloze,Fiscal policy refers to,6,4.3018,2.561,6.6701,0.15,gpt2-large
finance,trade_deficit,trade deficit,declarative,cloze,A trade deficit occurs when,6,4.3139,2.8429,7.6199,0.3857,gpt2-large
