domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
accessibility,decl_screen_reader_001,screen reader,declarative,cloze,A screen reader is,5,4.7016,2.0006,7.6199,2.0006,gpt2-large
accessibility,decl_wcag_001,WCAG,declarative,cloze,WCAG stands for,5,4.4222,4.0148,6.7843,0.2098,gpt2-large
accessibility,decl_skip_link_001,skip link,declarative,cloze,A skip link is,5,5.2974,2.0312,7.6199,2.0312,gpt2-large
accessibility,decl_alt_text_001,alt text,declarative,cloze,The purpose of alt text is,7,3.2587,0.9438,8.3779,0.1708,gpt2-large
accessibility,decl_aria_001,ARIA,declarative,cloze,ARIA stands for,5,4.517,5.5065,6.9849,0.1194,gpt2-large
accessibility,decl_focus_indicator_001,focus indicator,declarative,cloze,A focus indicator is,5,4.4032,2.0059,7.6199,1.5984,gpt2-large
accessibility,decl_keyboard_nav_001,keyboard navigation,declarative,cloze,Keyboard navigation allows,5,4.8258,2.4721,6.6701,2.4721,gpt2-large
accessibility,decl_color_contrast_001,color contrast,declarative,cloze,Color contrast is important because,6,4.5556,3.4137,6.6701,2.4021,gpt2-large
accessibility,decl_semantic_html_001,semantic HTML,declarative,cloze,Semantic HTML helps,5,4.8428,2.911,6.6701,2.8691,gpt2-large
accessibility,decl_captions_001,closed captions,declarative,cloze,Closed captions are used for,8,4.4891,5.9566,6.6701,0.9561,gpt2-large
accessibility,decl_keyboard_interaction_001,keyboard interaction,declarative,cloze,A keyboard interaction is,5,5.6901,3.5774,7.6199,3.5774,gpt2-large
accessibility,decl_section_heading_001,section heading,declarative,cloze,A section heading is,5,4.622,3.9665,7.6199,0.4804,gpt2-large
accessibility,decl_text_alternative_001,text alternative,declarative,cloze,A text alternative is,5,4.9686,3.8226,7.6199,2.5831,gpt2-large
accessibility,decl_audio_description_001,audio description,declarative,cloze,An audio description is,5,4.642,2.707,7.0681,2.3002,gpt2-large
accessibility,decl_sign_language_001,sign language,declarative,cloze,Sign language is,4,4.3248,4.1288,6.6701,2.391,gpt2-large
accessibility,decl_sensory_characteristics_001,sensory characteristics,declarative,cloze,Sensory characteristics are,6,5.235,6.0933,6.6701,2.628,gpt2-large
accessibility,decl_input_purpose_001,input purpose,declarative,cloze,An input purpose is,5,5.7097,3.2946,7.0681,3.2946,gpt2-large
accessibility,decl_target_size_001,target size,declarative,cloze,A target size is,5,4.9226,3.113,7.6199,2.7317,gpt2-large
accessibility,decl_touch_target_001,touch target,declarative,cloze,A touch target is,5,4.8622,2.2156,7.6199,2.2156,gpt2-large
accessibility,decl_drag_movement_001,drag movement,declarative,cloze,A drag movement is,5,4.9659,3.6778,7.6199,1.8555,gpt2-large
accessibility,decl_focus_appearance_001,focus appearance,declarative,cloze,A focus appearance is,5,4.6216,3.5304,7.6199,1.5984,gpt2-large
accessibility,decl_consistent_help_001,consistent help,declarative,cloze,Consistent help is,5,4.7012,4.662,6.6701,3.1166,gpt2-large
accessibility,decl_redundant_entry_001,redundant entry,declarative,cloze,A redundant entry is,5,5.8795,3.5936,7.8127,3.5936,gpt2-large
accessibility,decl_accessible_authentication_001,accessible authentication,declarative,cloze,Accessible authentication is,5,5.2872,3.8025,7.1875,3.8025,gpt2-large
accessibility,decl_text_spacing_001,text spacing,declarative,cloze,Text spacing is,4,4.6557,4.3938,6.6701,3.3968,gpt2-large
accessibility,decl_status_message_001,status message,declarative,cloze,A status message is,5,4.9558,3.1471,7.6199,2.8972,gpt2-large
accessibility,decl_error_identification_001,error identification,declarative,cloze,Error identification is,4,4.8785,3.8458,6.6701,3.8458,gpt2-large
accessibility,decl_pointer_cancellation_001,pointer cancellation,declarative,cloze,Pointer cancellation is,5,5.3375,3.816,7.3742,3.816,gpt2-large
accessibility,decl_character_key_001,character key,declarative,cloze,A character key is,5,5.2125,2.3825,7.6199,2.3825,gpt2-large
accessibility,decl_accessibility_tree_001,accessibility tree,declarative,cloze,An accessibility tree is,5,5.1564,1.9136,7.0681,1.9136,gpt2-large
