domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
finance,cash_flow,cash flow,declarative,cloze,Cash flow is,4,5.9928,5.3477,7.0106,5.3176,gpt2
finance,balance_sheet,balance sheet,declarative,cloze,A balance sheet is,5,5.5196,3.8402,7.9502,3.78,gpt2
finance,journal_entry,journal entry,declarative,cloze,A journal entry is,5,5.5751,4.8217,7.9502,3.9874,gpt2
finance,accelerated_depreciation,accelerated depreciation,declarative,cloze,Accelerated depreciation is,6,4.9991,4.638,8.4347,2.2396,gpt2
finance,impairment_goodwill,impairment goodwill,declarative,cloze,Goodwill impairment occurs when,6,5.1255,4.1852,7.0106,1.46,gpt2
finance,yield_maturity,yield maturity,declarative,cloze,Yield to maturity is,6,5.6482,5.1583,7.5489,3.9472,gpt2
finance,bond_coupon,bond coupon,declarative,cloze,A bond coupon is,5,5.5928,3.4856,7.9502,3.4856,gpt2
finance,credit_spread,credit spread,declarative,cloze,A credit spread is,5,5.5941,3.9717,7.9502,3.9717,gpt2
finance,modified_duration,modified duration,declarative,cloze,Modified duration measures,5,5.4383,5.1007,7.0106,4.1129,gpt2
finance,interest_swap,interest swap,declarative,cloze,An interest swap is,5,5.0578,3.6354,7.0625,2.8736,gpt2
finance,call_option,call option,declarative,cloze,A call option gives,5,5.08,2.8808,7.9502,2.8808,gpt2
finance,commodity_futures,commodity futures,declarative,cloze,Commodity futures are,6,5.0639,5.9127,7.7749,0.9288,gpt2
finance,currency_hedge,currency hedge,declarative,cloze,A currency hedge is,5,5.6696,4.3787,7.9502,2.991,gpt2
finance,implied_volatility,implied volatility,declarative,cloze,Implied volatility refers to,6,3.9826,2.203,7.7089,0.1619,gpt2
finance,zero_collar,zero collar,declarative,cloze,A zero collar strategy,5,5.8693,4.4711,7.9502,3.3636,gpt2
finance,diluted_earnings,diluted earnings,declarative,cloze,Diluted earnings per share is,8,5.4824,5.0627,7.8614,2.6671,gpt2
finance,price_ratio,price ratio,declarative,cloze,The price to earnings ratio is,7,5.1707,5.6693,8.5531,2.3487,gpt2
finance,preferred_dividend,preferred dividend,declarative,cloze,A preferred dividend is,5,6.307,4.6472,7.9502,4.6472,gpt2
finance,financial_leverage,financial leverage,declarative,cloze,Financial leverage is,4,5.5477,4.5731,7.0106,4.2897,gpt2
finance,debt_covenant,debt covenant,declarative,cloze,A debt covenant is,5,5.418,2.9534,7.9502,2.9534,gpt2
finance,capital_structure,capital structure,declarative,cloze,Capital structure refers to,5,3.9876,2.9607,7.0106,0.1785,gpt2
finance,due_diligence,due diligence,declarative,cloze,Due diligence is,4,4.049,4.1173,7.0106,0.5806,gpt2
finance,public_offering,public offering,declarative,cloze,A public offering is,5,5.6617,4.8842,7.9502,2.6821,gpt2
finance,market_liquidity,market liquidity,declarative,cloze,Market liquidity refers to,5,4.1174,1.85,7.0106,0.1214,gpt2
finance,trade_settlement,trade settlement,declarative,cloze,Trade settlement is,4,6.2676,5.5718,7.0106,5.5718,gpt2
finance,central_clearing,central clearing,declarative,cloze,Central clearing houses,4,5.8575,4.7599,7.0106,4.7599,gpt2
finance,maintenance_margin,maintenance margin,declarative,cloze,A maintenance margin is,5,5.5094,4.2291,7.9502,2.8009,gpt2
finance,regulatory_compliance,regulatory compliance,declarative,cloze,Regulatory compliance means,5,5.381,4.4401,7.0106,4.3117,gpt2
finance,money_laundering,money laundering,declarative,cloze,Money laundering is,4,5.5477,3.836,7.0106,3.836,gpt2
finance,asset_allocation,asset allocation,declarative,cloze,Asset allocation is,4,4.7096,4.4156,7.0106,2.1925,gpt2
finance,systemic_risk,systemic risk,declarative,cloze,Systemic risk is,5,6.0839,5.1665,8.4948,4.211,gpt2
finance,stress_test,stress test,declarative,cloze,A stress test is,5,5.4326,3.8166,7.9502,3.7725,gpt2
finance,credit_default,credit default,declarative,cloze,A credit default is,5,5.3716,3.687,7.9502,3.687,gpt2
finance,stock_market,stock market,declarative,cloze,The stock market is,5,5.6308,5.7753,8.5531,2.7425,gpt2
finance,mutual_fund,mutual fund,declarative,cloze,A mutual fund is,5,5.5167,4.4463,7.9502,3.8269,gpt2
finance,hedge_fund,hedge fund,declarative,cloze,A hedge fund is,5,4.8187,5.9215,7.9502,1.0679,gpt2
finance,bear_market,bear market,declarative,cloze,A bear market is,5,6.1193,5.0849,7.9502,4.6137,gpt2
finance,bull_market,bull market,declarative,cloze,A bull market is,5,5.9065,4.8707,7.9502,4.7873,gpt2
finance,credit_rating,credit rating,declarative,cloze,A credit rating is,5,5.1477,4.0827,7.9502,2.5275,gpt2
finance,tax_shelter,tax shelter,declarative,cloze,A tax shelter is,5,6.0289,4.8412,7.9502,4.5978,gpt2
finance,venture_capital,venture capital,declarative,cloze,Venture capital is,5,4.9235,5.147,7.0106,2.8673,gpt2
finance,prime_rate,prime rate,declarative,cloze,The prime rate is,5,5.3178,5.6328,8.5531,0.4599,gpt2
finance,fiscal_policy,fiscal policy,declarative,cloze,Fiscal policy refers to,6,4.709,3.7528,7.0106,0.4065,gpt2
finance,trade_deficit,trade deficit,declarative,cloze,A trade deficit occurs when,6,4.8446,4.6321,7.9502,0.852,gpt2
