prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
decl_screen_reader_001,screen reader,declarative,cloze,A screen reader is,5,4.6907,1.4788,7.7485,1.4788,EleutherAI/pythia-6.9b
decl_wcag_001,WCAG,declarative,cloze,WCAG stands for,5,4.3533,2.4761,6.4594,0.7999,EleutherAI/pythia-6.9b
decl_skip_link_001,skip link,declarative,cloze,A skip link is,5,5.1593,2.0038,7.7485,2.0038,EleutherAI/pythia-6.9b
decl_alt_text_001,alt text,declarative,cloze,The purpose of alt text is,7,3.1347,1.3355,7.5087,0.1176,EleutherAI/pythia-6.9b
decl_aria_001,ARIA,declarative,cloze,ARIA stands for,5,4.4185,5.2166,6.4594,0.4134,EleutherAI/pythia-6.9b
decl_focus_indicator_001,focus indicator,declarative,cloze,A focus indicator is,5,4.4723,3.1422,7.7485,1.3377,EleutherAI/pythia-6.9b
decl_keyboard_nav_001,keyboard navigation,declarative,cloze,Keyboard navigation allows,5,4.6245,2.8543,6.4594,2.5509,EleutherAI/pythia-6.9b
decl_color_contrast_001,color contrast,declarative,cloze,Color contrast is important because,6,4.0204,2.9647,6.4594,1.7654,EleutherAI/pythia-6.9b
decl_semantic_html_001,semantic HTML,declarative,cloze,Semantic HTML helps,5,4.725,3.5778,6.4594,2.2824,EleutherAI/pythia-6.9b
decl_captions_001,captions,declarative,cloze,Captions are used for,6,4.1322,5.1726,6.4594,2.0784,EleutherAI/pythia-6.9b
eval_alt_text_001,alt text,evaluative,code_review,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,22,3.5863,4.4817,7.5087,0.5642,EleutherAI/pythia-6.9b
eval_div_onclick_001,semantic HTML,evaluative,code_review,A <div> with onclick is not accessible because,11,4.297,3.0286,7.7485,1.9111,EleutherAI/pythia-6.9b
eval_empty_link_001,empty link,evaluative,code_review,The accessibility problem with <a href='#'></a> is,14,3.4157,3.9662,7.5087,0.2863,EleutherAI/pythia-6.9b
eval_unlabeled_input_001,form label,evaluative,code_review,<input type='text'> needs a,9,2.715,4.4731,6.4594,0.1615,EleutherAI/pythia-6.9b
eval_click_here_001,link text,evaluative,code_review,A button that only says 'Click here' is bad because,13,4.4921,2.6597,7.7485,1.5909,EleutherAI/pythia-6.9b
comp_alt_text_few_shot_001,alt text,completion,few_shot,"<img src=""icons/home.png"" alt=""Home""><img src=""icons/mail.png"" alt=""Inbox""><img src=""photo.jpg""",36,1.4254,0.2628,7.2338,0.009,EleutherAI/pythia-6.9b
comp_alt_text_bare_001,alt text,completion,bare,"<img src=""photo.jpg""",9,2.5198,2.1403,6.4594,0.7432,EleutherAI/pythia-6.9b
comp_captions_few_shot_001,captions,completion,few_shot,"<video src=""intro.mp4""><track kind=""captions"" src=""intro.vtt""></video><video src=""demo.mp4""><track kind=""captions"" src=""demo.vtt""></video><video src=""lecture.mp4"">",57,1.1112,1.9205,6.4594,0.0003,EleutherAI/pythia-6.9b
comp_captions_bare_001,captions,completion,bare,"<video src=""lecture.mp4"">",11,2.4094,1.9076,6.4594,0.0057,EleutherAI/pythia-6.9b
comp_page_title_few_shot_001,page title,completion,few_shot,<html><head><title>About Us</title></head><html><head><title>Contact</title></head><html><head>,31,1.4725,2.3482,6.6729,0.0043,EleutherAI/pythia-6.9b
comp_page_title_bare_001,page title,completion,bare,"<html><head><meta charset=""utf-8"">",13,1.4219,0.7873,6.4594,0.0021,EleutherAI/pythia-6.9b
