prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
decl_keyboard_interaction_001,keyboard interaction,declarative,cloze,A keyboard interaction is,"a process in which a user interacts with a computer system by using a keyboard. The keyboard interaction may be performed by a user, a software application, or a hardware device. The keyboard interaction may be performed by a user by using a keyboard. The keyboard interaction may be performed by a software application by using a keyboard. The keyboard interaction may be performed by a hardware device by using a keyboard.
A keyboard interaction may be performed by a user by using a keyboard. The keyboard interaction may be performed",100,EleutherAI/pythia-2.8B
decl_section_heading_001,section heading,declarative,cloze,A section heading is,a way of grouping together a set of related items. It is a way of organizing a set of related items. It is a way of grouping together a set of related items. It is a way of organizing a set of related items. It is a way of organizing a set of related items. It is a way of organizing a set of related items. It is a way of organizing a set of related items. It is a way of organizing a set of related items. It is a way,100,EleutherAI/pythia-2.8B
decl_text_alternative_001,text alternative,declarative,cloze,A text alternative is,"available for the following languages:

English

Spanish

French

German

Italian

Portuguese

Russian

Chinese

Japanese

Korean

Dutch

Swedish

Polish

Portuguese

Dutch

Swedish

Polish

Portuguese

Dutch

Swedish

Polish

Portuguese

Dutch

Swedish

Polish

Portuguese

Dutch

Swedish",100,EleutherAI/pythia-2.8B
decl_audio_description_001,audio description,declarative,cloze,An audio description is,"a way to provide a description of a video or other media content to a user. The audio description is typically presented in a separate audio track that is synchronized with the video or other media content. The audio description may be presented in a separate audio track that is synchronized with the video or other media content, or the audio description may be presented in the same audio track as the video or other media content.
The audio description may be presented in a separate audio track that is synchronized with the video or",100,EleutherAI/pythia-2.8B
decl_sign_language_001,sign language,declarative,cloze,Sign language is,"a language of the deaf, and is used to communicate with deaf people.

Sign language is a language of the deaf, and is used to communicate with deaf people.

Sign language is a language of the deaf, and is used to communicate with deaf people.

Sign language is a language of the deaf, and is used to communicate with deaf people.

Sign language is a language of the deaf, and is used to communicate with deaf people.

Sign language is",100,EleutherAI/pythia-2.8B
decl_sensory_characteristics_001,sensory characteristics,declarative,cloze,Sensory characteristics are,"important for the development of the central nervous system (CNS) and the maintenance of normal function. The olfactory system is a sensory system that is critical for the detection of odorants and the subsequent processing of odor information. The olfactory system is also important for the detection of pheromones, which are chemical signals that are used to communicate with conspecifics. The olfactory system is also important for the detection of food and other environmental stimuli. The olfactory system is also important for the detection of drugs and",100,EleutherAI/pythia-2.8B
decl_input_purpose_001,input purpose,declarative,cloze,An input purpose is,a purpose that is used to determine the output of a function. The input purpose is a purpose that is used to determine the output of a function. The input purpose is a purpose that is used to determine the output of a function. The input purpose is a purpose that is used to determine the output of a function. The input purpose is a purpose that is used to determine the output of a function. The input purpose is a purpose that is used to determine the output of a function. The input,100,EleutherAI/pythia-2.8B
decl_target_size_001,target size,declarative,cloze,A target size is,a size of a target that is to be measured. The target size is determined by a size of a target to be measured. The target size is determined by a size of a target to be measured. The target size is determined by a size of a target to be measured. The target size is determined by a size of a target to be measured. The target size is determined by a size of a target to be measured. The target size is determined by a size of a target to be measured,100,EleutherAI/pythia-2.8B
decl_touch_target_001,touch target,declarative,cloze,A touch target is,"a location on a display screen that can be touched by a user. Touch targets are used in a variety of applications, such as in a touch screen display. A touch screen display is a display that includes a touch sensitive surface that can detect the presence and location of a touch within the display. A touch screen display can be used to display information to a user, such as a menu, a map, or a list of items. A touch screen display can also be used to receive input from a",100,EleutherAI/pythia-2.8B
decl_drag_movement_001,drag movement,declarative,cloze,A drag movement is,"a movement of a fluid, such as a gas or liquid, caused by a force acting on the fluid. The drag movement is a result of the fluid's resistance to the movement of the fluid. The drag movement is a force that opposes the movement of the fluid. The drag movement is a force that opposes the movement of the fluid. The drag movement is a force that opposes the movement of the fluid. The drag movement is a force that opposes the movement of the fluid.",100,EleutherAI/pythia-2.8B
