domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
finance,cash_flow,cash flow,declarative,cloze,Cash flow is,"a common method of measuring the flow of cash.
The flow of cash is a common method of measuring the flow of cash. Cash flow is a measure of the flow of cash. Cash flow is a measure of the flow of cash. Cash flow is a measure of the flow of cash. Cash flow is a measure of the flow of cash. Cash flow is a measure of the flow of cash. Cash flow is a measure of the flow of cash. Cash flow is a measure of the flow",100,pythia-160m
finance,balance_sheet,balance sheet,declarative,cloze,A balance sheet is,"a document that describes the financial and other financial transactions that occur in the financial system.

A balance sheet is a document that describes the financial and other financial transactions that occur in the financial system.

A balance sheet is a document that describes the financial and other financial transactions that occur in the financial system.

A balance sheet is a document that describes the financial and other financial transactions that occur in the financial system.

A balance sheet is a document that describes the financial and other",100,pythia-160m
finance,journal_entry,journal entry,declarative,cloze,A journal entry is,"a publication of a journal.

The journal is a publication of a journal.

The journal is published by the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the journal of the",100,pythia-160m
finance,accelerated_depreciation,accelerated depreciation,declarative,cloze,Accelerated depreciation is,"a common phenomenon in the computer industry.
Accelerated depreciation is a common phenomenon in the computer industry. Accelerated depreciation is a common phenomenon in the computer industry. Accelerated depreciation is a common phenomenon in the computer industry. Accelerated depreciation is a common phenomenon in the computer industry. Accelerated depreciation is a common phenomenon in the computer industry. Accelerated depreciation is a common phenomenon in the computer industry. Accelerated depreciation is a",100,pythia-160m
finance,impairment_goodwill,impairment goodwill,declarative,cloze,Goodwill impairment occurs when,"a person is unable to perform a task or perform a task in a way that is not related to the task or task being performed.

Goodwill impairment occurs when a person is unable to perform a task or perform a task in a way that is not related to the task or task being performed.

Goodwill impairment occurs when a person is unable to perform a task or perform a task in a way that is not related to the task or task being performed.

Goodwill impairment",100,pythia-160m
finance,yield_maturity,yield maturity,declarative,cloze,Yield to maturity is,"a key factor in the success of a business.

Yield to maturity is a key factor in the success of a business.

Yield to maturity is a key factor in the success of a business.

Yield to maturity is a key factor in the success of a business.

Yield to maturity is a key factor in the success of a business.

Yield to maturity is a key factor in the success of a business.

Yield to",100,pythia-160m
finance,bond_coupon,bond coupon,declarative,cloze,A bond coupon is,"a payment of a fixed amount of money to a customer.

A bond coupon is a payment of a fixed amount of money to a customer.

A bond coupon is a payment of a fixed amount of money to a customer.

A bond coupon is a payment of a fixed amount of money to a customer.

A bond coupon is a payment of a fixed amount of money to a customer.

A bond coupon is a payment of a fixed amount of money to a",100,pythia-160m
finance,credit_spread,credit spread,declarative,cloze,A credit spread is,"a method of transferring a credit card number from a credit card to a credit card account.
A credit spread is a method of transferring a credit card number from a credit card to a credit card account. A credit spread is a method of transferring a credit card number from a credit card to a credit card account. A credit spread is a method of transferring a credit card number from a credit card to a credit card account.
A credit spread is a method of transferring a credit card number from a",100,pythia-160m
finance,modified_duration,modified duration,declarative,cloze,Modified duration measures,"of the upper limb in patients with chronic obstructive pulmonary disease.
The aim of this study was to evaluate the duration of the upper limb in patients with chronic obstructive pulmonary disease (COPD) and to compare the duration of the upper limb in patients with COPD and healthy controls. The study was conducted in a group of patients with COPD and healthy controls. The patients were divided into two groups: group 1 (n = 20) and group 2 (n = 20). The patients were divided into two groups",100,pythia-160m
finance,interest_swap,interest swap,declarative,cloze,An interest swap is,a swap in which a party or group of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups of parties or groups,100,pythia-160m
finance,call_option,call option,declarative,cloze,A call option gives,"you the option to choose a number of options.

The number of options you can choose depends on the number of options you have.

The number of options you can choose depends on the number of options you have.

The number of options you can choose depends on the number of options you have.

The number of options you can choose depends on the number of options you have.

The number of options you can choose depends on the number of options you have.",100,pythia-160m
finance,commodity_futures,commodity futures,declarative,cloze,Commodity futures are,"expected to close at the end of the week, with the first day of trading expected to close at the end of the week.

The futures market is expected to close at the end of the week, with the first day of trading expected to close at the end of the week.

Commodity futures are expected to close at the end of the week, with the first day of trading expected to close at the end of the week.

Commodity futures are expected to",100,pythia-160m
finance,currency_hedge,currency hedge,declarative,cloze,A currency hedge is,"a currency that is used to hedge against inflation.

The currency hedge is a currency that is used to hedge against inflation.

The currency hedge is a currency that is used to hedge against inflation.

The currency hedge is a currency that is used to hedge against inflation.

The currency hedge is a currency that is used to hedge against inflation.

The currency hedge is a currency that is used to hedge against inflation.

The currency hedge is a currency that is",100,pythia-160m
finance,implied_volatility,implied volatility,declarative,cloze,Implied volatility refers to,"the volatility of a financial instrument.

The term ""implied volatility"" is used to describe the volatility of a financial instrument.

The term ""implied volatility"" is used to describe the volatility of a financial instrument.

The term ""implied volatility"" is used to describe the volatility of a financial instrument.

The term ""implied volatility"" is used to describe the volatility of a financial instrument.

The term ""implied volatility"" is used to describe",100,pythia-160m
finance,zero_collar,zero collar,declarative,cloze,A zero collar strategy,"for the prevention of HIV infection.
The aim of this study was to evaluate the effectiveness of a zero collar strategy for the prevention of HIV infection. A total of 6,000 HIV-infected patients were recruited from the HIV clinic of the University Hospital of Zurich. The study was conducted in a single-blinded, randomized, controlled trial. The study was conducted in a single-blinded, randomized, controlled trial. The study was conducted in a single-blinded, randomized, controlled",100,pythia-160m
finance,diluted_earnings,diluted earnings,declarative,cloze,Diluted earnings per share is,"a measure of the amount of earnings that a company can earn.

The company’s earnings per share is a measure of the amount of earnings that a company can earn.

The company’s earnings per share is a measure of the amount of earnings that a company can earn.

The company’s earnings per share is a measure of the amount of earnings that a company can earn.

The company’s earnings per share is a measure of the amount of earnings that",100,pythia-160m
