domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
control,blue_sky,blue sky,declarative,cloze,A blue sky is,"a blue sky, and a blue sky is a blue sky.

A blue sky is a blue sky, and a blue sky is a blue sky.

A blue sky is a blue sky, and a blue sky is a blue sky.

A blue sky is a blue sky, and a blue sky is a blue sky.

A blue sky is a blue sky, and a blue sky is a blue sky.

A blue sky is a blue sky, and",100,pythia-160m
control,cold_water,cold water,declarative,cloze,Cold water is typically characterized by,"a high temperature and a high pressure.
Cold water is typically characterized by a high temperature and a high pressure. The high temperature and high pressure are typically associated with a high temperature and a high pressure. The high pressure and high temperature are typically associated with a high pressure and a high pressure. The high pressure and high pressure are typically associated with a high pressure and a high pressure. The high pressure and high pressure are typically associated with a high pressure and a high pressure. The high pressure and high",100,pythia-160m
control,ice_cream,ice cream,declarative,cloze,Ice cream is a frozen dessert made from,"the frozen fruit of the ice cream maker.

Ice cream is a frozen dessert made from the frozen fruit of the ice cream maker.

Ice cream is made from the frozen fruit of the ice cream maker.

Ice cream is made from the frozen fruit of the ice cream maker.

Ice cream is made from the frozen fruit of the ice cream maker.

Ice cream is made from the frozen fruit of the ice cream maker.

Ice cream is made from the",100,pythia-160m
control,life_jacket,life jacket,declarative,cloze,A life jacket is designed to,"protect a person from the elements.

A life jacket is designed to protect a person from the elements.

A life jacket is designed to protect a person from the elements.

A life jacket is designed to protect a person from the elements.

A life jacket is designed to protect a person from the elements.

A life jacket is designed to protect a person from the elements.

A life jacket is designed to protect a person from the elements.

A",100,pythia-160m
control,tea_cup,tea cup,declarative,cloze,A tea cup is a vessel used for,"drinking tea.

A tea cup is a vessel used for drinking tea.

A tea cup is a vessel used for drinking tea.

A tea cup is a vessel used for drinking tea.

A tea cup is a vessel used for drinking tea.

A tea cup is a vessel used for drinking tea.

A tea cup is a vessel used for drinking tea.

A tea cup is a vessel used for drinking tea.

A tea cup is",100,pythia-160m
control,living_room,living room,declarative,cloze,A living room is,"a place where people can relax and enjoy a good meal.

The best part about living room is that it’s a place where you can relax and enjoy a good meal.

The best part about living room is that it’s a place where you can relax and enjoy a good meal.

The best part about living room is that it’s a place where you can relax and enjoy a good meal.

The best part about living room is that it’s",100,pythia-160m
control,roller_coaster,roller coaster,declarative,cloze,A roller coaster is an amusement ride that,"is operated by a person or group of people.

The ride is a roller coaster that is operated by a person or group of people.

The ride is a roller coaster that is operated by a person or group of people.

The ride is a roller coaster that is operated by a person or group of people.

The ride is a roller coaster that is operated by a person or group of people.

The ride is a roller coaster that",100,pythia-160m
control,school_bus,school bus,declarative,cloze,A school bus is used to,"transport students to and from school.

The bus is used to transport students to and from school.

The bus is used to transport students to and from school.

The bus is used to transport students to and from school.

The bus is used to transport students to and from school.

The bus is used to transport students to and from school.

The bus is used to transport students to and from school.

The bus is used to transport students",100,pythia-160m
control,grilled_cheese,grilled cheese,declarative,cloze,A grilled cheese sandwich consists of,"a grilled cheese sandwich with a grilled cheese sandwich.

The grilled cheese sandwich is a grilled cheese sandwich with a grilled cheese sandwich. The grilled cheese sandwich is a grilled cheese sandwich with a grilled cheese sandwich.

The grilled cheese sandwich is a grilled cheese sandwich with a grilled cheese sandwich.

The grilled cheese sandwich is a grilled cheese sandwich with a grilled cheese sandwich.

The grilled cheese sandwich is a grilled cheese sandwich with a grilled cheese sandwich.

The grilled cheese sandwich is",100,pythia-160m
control,peanut_butter,peanut butter,declarative,cloze,Peanut butter is made from,"a mixture of peanut butter and butter.

Peanut butter is made from a mixture of peanut butter and butter.

The peanut butter is made from a mixture of peanut butter and butter.

The peanut butter is made from a mixture of peanut butter and butter.

The peanut butter is made from a mixture of peanut butter and butter.

The peanut butter is made from a mixture of peanut butter and butter.

The peanut butter is made from a mixture of peanut",100,pythia-160m
control,hot_chocolate,hot chocolate,declarative,cloze,Hot chocolate is a warm beverage typically made from,"a mixture of cocoa and cocoa butter.

The most common type of chocolate is made from cocoa butter.

The cocoa butter is a mixture of cocoa and cocoa butter.

The cocoa butter is a mixture of cocoa and cocoa butter.

The cocoa butter is a mixture of cocoa and cocoa butter.

The cocoa butter is a mixture of cocoa and cocoa butter.

The cocoa butter is a mixture of cocoa and cocoa butter.

The cocoa butter is a mixture",100,pythia-160m
control,apple_pie,apple pie,declarative,cloze,Apple pie is a dessert featuring,"a rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich, rich",100,pythia-160m
control,orange_juice,orange juice,declarative,cloze,Orange juice is extracted from,"the fruit of the orange tree, and then the juice is extracted from the fruit of the orange tree.

The orange juice is then extracted from the fruit of the orange tree, and then the juice is extracted from the fruit of the orange tree.

The orange juice is then extracted from the fruit of the orange tree, and then the juice is extracted from the fruit of the orange tree.

The orange juice is then extracted from the fruit of the orange tree, and then the",100,pythia-160m
control,baked_beans,baked beans,declarative,cloze,Baked beans are,"a great source of protein and fiber.
Baked beans are a great source of protein and fiber. They are also a great source of fiber and protein. They are also a great source of protein and fiber. They are also a great source of fiber and fiber. They are also a great source of fiber and fiber. They are also a great source of fiber and fiber. They are also a great source of fiber and fiber. They are also a great source of fiber and fiber. They are",100,pythia-160m
